"Date","LFUN24TTCAM647S"
1985-03-01,504700
1985-04-01,499400
1985-05-01,479400
1985-06-01,508500
1985-07-01,473800
1985-08-01,468800
1985-09-01,477100
1985-10-01,471800
1985-11-01,471800
1985-12-01,469400
1986-01-01,469900
1986-02-01,480200
1986-03-01,473700
1986-04-01,453700
1986-05-01,446000
1986-06-01,434000
1986-07-01,437500
1986-08-01,429900
1986-09-01,432900
1986-10-01,420700
1986-11-01,412500
1986-12-01,424500
1987-01-01,422800
1987-02-01,433200
1987-03-01,424500
1987-04-01,404000
1987-05-01,396800
1987-06-01,392300
1987-07-01,385800
1987-08-01,380200
1987-09-01,354300
1987-10-01,366800
1987-11-01,368600
1987-12-01,346300
1988-01-01,349600
1988-02-01,326000
1988-03-01,333700
1988-04-01,333000
1988-05-01,342200
1988-06-01,313300
1988-07-01,327800
1988-08-01,332800
1988-09-01,338700
1988-10-01,341400
1988-11-01,330800
1988-12-01,320000
1989-01-01,319900
1989-02-01,321000
1989-03-01,304800
1989-04-01,319800
1989-05-01,315500
1989-06-01,311100
1989-07-01,294700
1989-08-01,296200
1989-09-01,291500
1989-10-01,304800
1989-11-01,307900
1989-12-01,318000
1990-01-01,335100
1990-02-01,321100
1990-03-01,297500
1990-04-01,318600
1990-05-01,323800
1990-06-01,308100
1990-07-01,336200
1990-08-01,341200
1990-09-01,360100
1990-10-01,373400
1990-11-01,374300
1990-12-01,398700
1991-01-01,410000
1991-02-01,411300
1991-03-01,431300
1991-04-01,427600
1991-05-01,426000
1991-06-01,443600
1991-07-01,445200
1991-08-01,427400
1991-09-01,426700
1991-10-01,405900
1991-11-01,406700
1991-12-01,404500
1992-01-01,417700
1992-02-01,415300
1992-03-01,426800
1992-04-01,425600
1992-05-01,439300
1992-06-01,461200
1992-07-01,448400
1992-08-01,476100
1992-09-01,450800
1992-10-01,418200
1992-11-01,453900
1992-12-01,452200
1993-01-01,416800
1993-02-01,400300
1993-03-01,432100
1993-04-01,441500
1993-05-01,438500
1993-06-01,458800
1993-07-01,439700
1993-08-01,425100
1993-09-01,415600
1993-10-01,420900
1993-11-01,433000
1993-12-01,420400
1994-01-01,442700
1994-02-01,432500
1994-03-01,401700
1994-04-01,412100
1994-05-01,409100
1994-06-01,387600
1994-07-01,376700
1994-08-01,384400
1994-09-01,369100
1994-10-01,395000
1994-11-01,362500
1994-12-01,366600
1995-01-01,349900
1995-02-01,351100
1995-03-01,368300
1995-04-01,365800
1995-05-01,358800
1995-06-01,365200
1995-07-01,377000
1995-08-01,369500
1995-09-01,370900
1995-10-01,365900
1995-11-01,358600
1995-12-01,375600
1996-01-01,372000
1996-02-01,381200
1996-03-01,372300
1996-04-01,352600
1996-05-01,358200
1996-06-01,390000
1996-07-01,375200
1996-08-01,362500
1996-09-01,389900
1996-10-01,389400
1996-11-01,405500
1996-12-01,382800
1997-01-01,391800
1997-02-01,388500
1997-03-01,396500
1997-04-01,390700
1997-05-01,388400
1997-06-01,410700
1997-07-01,401200
1997-08-01,402300
1997-09-01,389100
1997-10-01,385800
1997-11-01,387600
1997-12-01,379700
1998-01-01,396700
1998-02-01,373100
1998-03-01,369200
1998-04-01,371300
1998-05-01,366000
1998-06-01,388700
1998-07-01,370700
1998-08-01,362400
1998-09-01,368400
1998-10-01,355000
1998-11-01,364700
1998-12-01,369700
1999-01-01,364200
1999-02-01,358900
1999-03-01,356400
1999-04-01,392200
1999-05-01,382300
1999-06-01,351400
1999-07-01,359500
1999-08-01,335900
1999-09-01,366400
1999-10-01,354200
1999-11-01,332200
1999-12-01,332300
2000-01-01,324100
2000-02-01,336800
2000-03-01,342600
2000-04-01,333500
2000-05-01,325100
2000-06-01,319500
2000-07-01,326500
2000-08-01,341000
2000-09-01,333500
2000-10-01,345100
2000-11-01,334100
2000-12-01,330400
2001-01-01,318200
2001-02-01,342200
2001-03-01,343000
2001-04-01,342000
2001-05-01,319600
2001-06-01,342300
2001-07-01,345100
2001-08-01,340100
2001-09-01,335100
2001-10-01,345000
2001-11-01,372500
2001-12-01,380600
2002-01-01,378500
2002-02-01,382400
2002-03-01,390700
2002-04-01,366900
2002-05-01,388100
2002-06-01,377400
2002-07-01,375100
2002-08-01,377600
2002-09-01,374700
2002-10-01,386700
2002-11-01,391600
2002-12-01,372900
2003-01-01,377400
2003-02-01,375100
2003-03-01,361200
2003-04-01,376800
2003-05-01,389800
2003-06-01,381900
2003-07-01,398000
2003-08-01,392600
2003-09-01,403700
2003-10-01,389900
2003-11-01,384400
2003-12-01,394500
2004-01-01,390400
2004-02-01,396300
2004-03-01,390300
2004-04-01,384500
2004-05-01,385200
2004-06-01,369400
2004-07-01,375400
2004-08-01,383500
2004-09-01,369100
2004-10-01,378500
2004-11-01,370800
2004-12-01,364300
2005-01-01,361200
2005-02-01,354200
2005-03-01,354200
2005-04-01,340600
2005-05-01,370400
2005-06-01,366300
2005-07-01,362200
2005-08-01,347400
2005-09-01,346500
2005-10-01,345100
2005-11-01,316700
2005-12-01,343100
2006-01-01,348800
2006-02-01,335100
2006-03-01,338400
2006-04-01,335100
2006-05-01,312500
2006-06-01,325400
2006-07-01,340100
2006-08-01,356200
2006-09-01,355900
2006-10-01,329500
2006-11-01,342500
2006-12-01,327000
2007-01-01,339800
2007-02-01,322800
2007-03-01,327100
2007-04-01,328700
2007-05-01,320900
2007-06-01,321700
2007-07-01,316900
2007-08-01,312700
2007-09-01,330700
2007-10-01,333300
2007-11-01,343400
2007-12-01,340500
2008-01-01,338900
2008-02-01,341500
2008-03-01,330200
2008-04-01,353800
2008-05-01,339700
2008-06-01,338500
2008-07-01,319500
2008-08-01,315700
2008-09-01,338700
2008-10-01,358800
2008-11-01,376500
2008-12-01,376800
2009-01-01,390300
2009-02-01,429000
2009-03-01,432200
2009-04-01,432100
2009-05-01,449700
2009-06-01,450400
2009-07-01,469100
2009-08-01,451900
2009-09-01,424000
2009-10-01,432600
2009-11-01,460900
2009-12-01,463400
2010-01-01,443300
2010-02-01,435300
2010-03-01,448300
2010-04-01,436000
2010-05-01,425800
2010-06-01,411100
2010-07-01,408600
2010-08-01,428300
2010-09-01,424700
2010-10-01,420400
2010-11-01,397100
2010-12-01,398500
2011-01-01,414400
2011-02-01,402600
2011-03-01,416600
2011-04-01,410900
2011-05-01,418300
2011-06-01,411700
2011-07-01,410200
2011-08-01,387200
2011-09-01,400700
2011-10-01,407500
2011-11-01,404700
2011-12-01,397900
2012-01-01,413600
2012-02-01,418700
2012-03-01,392100
2012-04-01,388100
2012-05-01,411900
2012-06-01,417600
2012-07-01,402100
2012-08-01,421900
2012-09-01,419800
2012-10-01,407300
2012-11-01,404000
2012-12-01,398000
2013-01-01,376600
2013-02-01,376800
2013-03-01,399800
2013-04-01,400200
2013-05-01,377600
2013-06-01,396800
2013-07-01,396800
2013-08-01,402500
2013-09-01,365000
2013-10-01,393900
2013-11-01,386900
2013-12-01,394000
2014-01-01,388000
2014-02-01,385200
2014-03-01,379300
2014-04-01,378200
2014-05-01,390000
2014-06-01,378000
2014-07-01,367800
2014-08-01,379800
2014-09-01,410500
2014-10-01,365900
2014-11-01,384200
2014-12-01,385900
2015-01-01,367300
2015-02-01,379400
2015-03-01,360600
2015-04-01,385300
2015-05-01,361200
2015-06-01,349400
2015-07-01,367900
2015-08-01,362700
2015-09-01,363800
2015-10-01,359300
2015-11-01,340500
2015-12-01,362900
2016-01-01,357300
2016-02-01,363900
2016-03-01,365100
2016-04-01,364800
2016-05-01,361500
2016-06-01,350100
2016-07-01,364800
2016-08-01,341800
2016-09-01,358000
2016-10-01,350300
2016-11-01,344300
2016-12-01,335800
2017-01-01,359400
2017-02-01,341400
2017-03-01,343400
2017-04-01,324000
2017-05-01,330200
2017-06-01,323800
2017-07-01,300700
2017-08-01,310400
2017-09-01,291100
2017-10-01,311800
2017-11-01,308100
2017-12-01,302700
2018-01-01,296200
2018-02-01,315000
2018-03-01,303800
2018-04-01,314200
2018-05-01,314200
2018-06-01,332600
2018-07-01,307400
2018-08-01,305000
2018-09-01,298800
2018-10-01,301800
2018-11-01,303200
2018-12-01,299700
2019-01-01,299300
2019-02-01,305800
2019-03-01,314200
2019-04-01,295800
2019-05-01,302200
2019-06-01,318300
2019-07-01,335000
2019-08-01,337900
2019-09-01,348100
2019-10-01,327400
2019-11-01,336200
2019-12-01,318900
2020-01-01,279900
2020-02-01,310700
2020-03-01,472700
2020-04-01,639300
2020-05-01,750700
2020-06-01,779500
2020-07-01,687900
2020-08-01,641900
2020-09-01,524900
2020-10-01,524200
2020-11-01,495000
2020-12-01,518000
2021-01-01,523900
2021-02-01,492800
2021-03-01,398800
2021-04-01,447200
2021-05-01,443500
2021-06-01,406100
2021-07-01,348100
2021-08-01,344800
2021-09-01,328100
2021-10-01,278500
2021-11-01,297300
2021-12-01,316500
2022-01-01,359000
2022-02-01,304400
2022-03-01,268400
2022-04-01,297500
2022-05-01,285200
2022-06-01,280100
2022-07-01,262300
2022-08-01,276800
2022-09-01,296700
2022-10-01,320100
2022-11-01,302100
2022-12-01,287400
2023-01-01,283400
2023-02-01,298200
2023-03-01,275300
2023-04-01,289800
2023-05-01,317400
2023-06-01,349200
2023-07-01,305700
2023-08-01,342100
2023-09-01,315500
2023-10-01,346900
2023-11-01,352000
