"Date","LFAC24MACAM647N"
1995-02-01,1201100
1995-03-01,1223300
1995-04-01,1207500
1995-05-01,1337700
1995-06-01,1420700
1995-07-01,1556100
1995-08-01,1483900
1995-09-01,1217800
1995-10-01,1230600
1995-11-01,1198300
1995-12-01,1215100
1996-01-01,1176500
1996-02-01,1204500
1996-03-01,1203000
1996-04-01,1202100
1996-05-01,1324800
1996-06-01,1393800
1996-07-01,1524300
1996-08-01,1466300
1996-09-01,1219700
1996-10-01,1221000
1996-11-01,1220900
1996-12-01,1193600
1997-01-01,1188400
1997-02-01,1183300
1997-03-01,1176300
1997-04-01,1176900
1997-05-01,1308200
1997-06-01,1410300
1997-07-01,1525600
1997-08-01,1473800
1997-09-01,1233700
1997-10-01,1239700
1997-11-01,1235100
1997-12-01,1215200
1998-01-01,1182200
1998-02-01,1183400
1998-03-01,1185500
1998-04-01,1200600
1998-05-01,1314600
1998-06-01,1419600
1998-07-01,1548700
1998-08-01,1487600
1998-09-01,1246200
1998-10-01,1223500
1998-11-01,1240800
1998-12-01,1231200
1999-01-01,1214200
1999-02-01,1223500
1999-03-01,1241300
1999-04-01,1261000
1999-05-01,1378800
1999-06-01,1442200
1999-07-01,1597100
1999-08-01,1512600
1999-09-01,1314700
1999-10-01,1314000
1999-11-01,1301200
1999-12-01,1297200
2000-01-01,1253400
2000-02-01,1254300
2000-03-01,1263800
2000-04-01,1293200
2000-05-01,1412400
2000-06-01,1445000
2000-07-01,1610100
2000-08-01,1556800
2000-09-01,1335400
2000-10-01,1347900
2000-11-01,1331200
2000-12-01,1338400
2001-01-01,1280300
2001-02-01,1294000
2001-03-01,1303000
2001-04-01,1323800
2001-05-01,1437200
2001-06-01,1479800
2001-07-01,1631200
2001-08-01,1586000
2001-09-01,1346700
2001-10-01,1341900
2001-11-01,1334000
2001-12-01,1327100
2002-01-01,1334100
2002-02-01,1332500
2002-03-01,1352400
2002-04-01,1347400
2002-05-01,1487000
2002-06-01,1523400
2002-07-01,1695100
2002-08-01,1650600
2002-09-01,1399300
2002-10-01,1388600
2002-11-01,1389300
2002-12-01,1383500
2003-01-01,1354500
2003-02-01,1367500
2003-03-01,1370500
2003-04-01,1378400
2003-05-01,1509700
2003-06-01,1572200
2003-07-01,1717200
2003-08-01,1661700
2003-09-01,1412900
2003-10-01,1405000
2003-11-01,1405300
2003-12-01,1383500
2004-01-01,1364100
2004-02-01,1358100
2004-03-01,1356300
2004-04-01,1384000
2004-05-01,1515100
2004-06-01,1564400
2004-07-01,1720800
2004-08-01,1650200
2004-09-01,1433800
2004-10-01,1425800
2004-11-01,1418800
2004-12-01,1398500
2005-01-01,1347200
2005-02-01,1360700
2005-03-01,1351700
2005-04-01,1338400
2005-05-01,1512100
2005-06-01,1549500
2005-07-01,1721200
2005-08-01,1643600
2005-09-01,1398600
2005-10-01,1406600
2005-11-01,1392900
2005-12-01,1387400
2006-01-01,1369900
2006-02-01,1380000
2006-03-01,1405700
2006-04-01,1387400
2006-05-01,1543300
2006-06-01,1585100
2006-07-01,1751100
2006-08-01,1694700
2006-09-01,1446900
2006-10-01,1444900
2006-11-01,1449000
2006-12-01,1424400
2007-01-01,1420400
2007-02-01,1410000
2007-03-01,1426000
2007-04-01,1441700
2007-05-01,1592600
2007-06-01,1634700
2007-07-01,1790200
2007-08-01,1722700
2007-09-01,1449000
2007-10-01,1469500
2007-11-01,1475900
2007-12-01,1458800
2008-01-01,1418300
2008-02-01,1422700
2008-03-01,1436900
2008-04-01,1459600
2008-05-01,1590400
2008-06-01,1655400
2008-07-01,1779900
2008-08-01,1732200
2008-09-01,1500600
2008-10-01,1488600
2008-11-01,1491100
2008-12-01,1445500
2009-01-01,1404800
2009-02-01,1428800
2009-03-01,1429800
2009-04-01,1428600
2009-05-01,1585600
2009-06-01,1615900
2009-07-01,1724900
2009-08-01,1657800
2009-09-01,1404600
2009-10-01,1412400
2009-11-01,1423400
2009-12-01,1400400
2010-01-01,1366400
2010-02-01,1378200
2010-03-01,1393600
2010-04-01,1406400
2010-05-01,1542300
2010-06-01,1585000
2010-07-01,1725000
2010-08-01,1660400
2010-09-01,1400700
2010-10-01,1396400
2010-11-01,1405800
2010-12-01,1395800
2011-01-01,1377700
2011-02-01,1383500
2011-03-01,1388200
2011-04-01,1399900
2011-05-01,1541800
2011-06-01,1605500
2011-07-01,1746600
2011-08-01,1667200
2011-09-01,1449000
2011-10-01,1442700
2011-11-01,1429700
2011-12-01,1401300
2012-01-01,1361800
2012-02-01,1361400
2012-03-01,1370800
2012-04-01,1411200
2012-05-01,1561100
2012-06-01,1591000
2012-07-01,1709600
2012-08-01,1662400
2012-09-01,1428500
2012-10-01,1423400
2012-11-01,1412500
2012-12-01,1396200
2013-01-01,1372600
2013-02-01,1379900
2013-03-01,1389400
2013-04-01,1412000
2013-05-01,1587100
2013-06-01,1611200
2013-07-01,1724500
2013-08-01,1691500
2013-09-01,1424800
2013-10-01,1440600
2013-11-01,1416900
2013-12-01,1416400
2014-01-01,1372400
2014-02-01,1379500
2014-03-01,1408000
2014-04-01,1380600
2014-05-01,1547900
2014-06-01,1575200
2014-07-01,1697500
2014-08-01,1657700
2014-09-01,1441900
2014-10-01,1445100
2014-11-01,1430100
2014-12-01,1425600
2015-01-01,1390600
2015-02-01,1415000
2015-03-01,1414000
2015-04-01,1409400
2015-05-01,1569800
2015-06-01,1588200
2015-07-01,1702500
2015-08-01,1665000
2015-09-01,1412800
2015-10-01,1407500
2015-11-01,1371200
2015-12-01,1368000
2016-01-01,1345100
2016-02-01,1354800
2016-03-01,1353300
2016-04-01,1371600
2016-05-01,1524200
2016-06-01,1541200
2016-07-01,1651800
2016-08-01,1619500
2016-09-01,1405400
2016-10-01,1410100
2016-11-01,1399100
2016-12-01,1391200
2017-01-01,1395800
2017-02-01,1394200
2017-03-01,1413700
2017-04-01,1391800
2017-05-01,1566500
2017-06-01,1593100
2017-07-01,1695100
2017-08-01,1653200
2017-09-01,1401400
2017-10-01,1429500
2017-11-01,1442300
2017-12-01,1424200
2018-01-01,1396400
2018-02-01,1398700
2018-03-01,1419700
2018-04-01,1413000
2018-05-01,1567600
2018-06-01,1621200
2018-07-01,1725800
2018-08-01,1669200
2018-09-01,1433100
2018-10-01,1439800
2018-11-01,1439000
2018-12-01,1413700
2019-01-01,1418500
2019-02-01,1426900
2019-03-01,1442400
2019-04-01,1462600
2019-05-01,1591700
2019-06-01,1627600
2019-07-01,1740400
2019-08-01,1706600
2019-09-01,1455800
2019-10-01,1454200
2019-11-01,1451700
2019-12-01,1424000
2020-01-01,1382000
2020-02-01,1417600
2020-03-01,1305600
2020-04-01,1184900
2020-05-01,1409900
2020-06-01,1596300
2020-07-01,1704700
2020-08-01,1675500
2020-09-01,1450300
2020-10-01,1428900
2020-11-01,1414500
2020-12-01,1375100
2021-01-01,1345800
2021-02-01,1379300
2021-03-01,1421400
2021-04-01,1404300
2021-05-01,1496400
2021-06-01,1593600
2021-07-01,1712000
2021-08-01,1655200
2021-09-01,1438400
2021-10-01,1394500
2021-11-01,1428100
2021-12-01,1417200
2022-01-01,1356500
2022-02-01,1410800
2022-03-01,1389100
2022-04-01,1427400
2022-05-01,1571900
2022-06-01,1604900
2022-07-01,1687600
2022-08-01,1660000
2022-09-01,1429800
2022-10-01,1442800
2022-11-01,1428100
2022-12-01,1432500
2023-01-01,1413900
2023-02-01,1431300
2023-03-01,1443700
2023-04-01,1451000
2023-05-01,1608000
2023-06-01,1687100
2023-07-01,1787700
2023-08-01,1745000
2023-09-01,1487000
2023-10-01,1515100
2023-11-01,1501700
