"Date","LFUN25TTCAM647N"
1987-03-01,841800
1987-04-01,791200
1987-05-01,694000
1987-06-01,669900
1987-07-01,668300
1987-08-01,684200
1987-09-01,660900
1987-10-01,624000
1987-11-01,631600
1987-12-01,651000
1988-01-01,731300
1988-02-01,715000
1988-03-01,740300
1988-04-01,696400
1988-05-01,628700
1988-06-01,610300
1988-07-01,635400
1988-08-01,672000
1988-09-01,615400
1988-10-01,607000
1988-11-01,632400
1988-12-01,626300
1989-01-01,724800
1989-02-01,719500
1989-03-01,768100
1989-04-01,734000
1989-05-01,669700
1989-06-01,614000
1989-07-01,647400
1989-08-01,664900
1989-09-01,602900
1989-10-01,587600
1989-11-01,653200
1989-12-01,681300
1990-01-01,777400
1990-02-01,760500
1990-03-01,761600
1990-04-01,724800
1990-05-01,691200
1990-06-01,656100
1990-07-01,685000
1990-08-01,747200
1990-09-01,709400
1990-10-01,749000
1990-11-01,822900
1990-12-01,854800
1991-01-01,977900
1991-02-01,1022500
1991-03-01,1097800
1991-04-01,992800
1991-05-01,915000
1991-06-01,895000
1991-07-01,912400
1991-08-01,966100
1991-09-01,869500
1991-10-01,895400
1991-11-01,947100
1991-12-01,962800
1992-01-01,1055800
1992-02-01,1057900
1992-03-01,1149200
1992-04-01,1054900
1992-05-01,997800
1992-06-01,973400
1992-07-01,1010300
1992-08-01,1053300
1992-09-01,987600
1992-10-01,993900
1992-11-01,1113600
1992-12-01,1098700
1993-01-01,1162600
1993-02-01,1123000
1993-03-01,1193400
1993-04-01,1161900
1993-05-01,1081100
1993-06-01,1027800
1993-07-01,1082700
1993-08-01,1095200
1993-09-01,1008500
1993-10-01,989000
1993-11-01,1024600
1993-12-01,1093900
1994-01-01,1183900
1994-02-01,1114300
1994-03-01,1114400
1994-04-01,1099200
1994-05-01,988700
1994-06-01,929900
1994-07-01,951200
1994-08-01,1006100
1994-09-01,907400
1994-10-01,884100
1994-11-01,907300
1994-12-01,932600
1995-01-01,1032300
1995-02-01,1014400
1995-03-01,1056200
1995-04-01,969600
1995-05-01,919500
1995-06-01,867900
1995-07-01,913800
1995-08-01,942200
1995-09-01,797600
1995-10-01,832900
1995-11-01,843700
1995-12-01,890100
1996-01-01,1024700
1996-02-01,1009300
1996-03-01,1041100
1996-04-01,966700
1996-05-01,908300
1996-06-01,918000
1996-07-01,946000
1996-08-01,954200
1996-09-01,895400
1996-10-01,918100
1996-11-01,922500
1996-12-01,932500
1997-01-01,1010700
1997-02-01,1009000
1997-03-01,986600
1997-04-01,970200
1997-05-01,898900
1997-06-01,803500
1997-07-01,815800
1997-08-01,858300
1997-09-01,773500
1997-10-01,804500
1997-11-01,821500
1997-12-01,791000
1998-01-01,932200
1998-02-01,904300
1998-03-01,877400
1998-04-01,835900
1998-05-01,801600
1998-06-01,744100
1998-07-01,780900
1998-08-01,794300
1998-09-01,732500
1998-10-01,721300
1998-11-01,743900
1998-12-01,761000
1999-01-01,849400
1999-02-01,832300
1999-03-01,828000
1999-04-01,835000
1999-05-01,749200
1999-06-01,692300
1999-07-01,719300
1999-08-01,777800
1999-09-01,652100
1999-10-01,638000
1999-11-01,647000
1999-12-01,633600
2000-01-01,734600
2000-02-01,713800
2000-03-01,717400
2000-04-01,693700
2000-05-01,628100
2000-06-01,608200
2000-07-01,653700
2000-08-01,722400
2000-09-01,607900
2000-10-01,617600
2000-11-01,650800
2000-12-01,656200
2001-01-01,771500
2001-02-01,744100
2001-03-01,770200
2001-04-01,747600
2001-05-01,700900
2001-06-01,673400
2001-07-01,697700
2001-08-01,783900
2001-09-01,649500
2001-10-01,674700
2001-11-01,703800
2001-12-01,793500
2002-01-01,906700
2002-02-01,867600
2002-03-01,863100
2002-04-01,833300
2002-05-01,768500
2002-06-01,724200
2002-07-01,771500
2002-08-01,800300
2002-09-01,705500
2002-10-01,696800
2002-11-01,713100
2002-12-01,741800
2003-01-01,834500
2003-02-01,811600
2003-03-01,818500
2003-04-01,806200
2003-05-01,791100
2003-06-01,722700
2003-07-01,769600
2003-08-01,856300
2003-09-01,737900
2003-10-01,706600
2003-11-01,730400
2003-12-01,713100
2004-01-01,811700
2004-02-01,790100
2004-03-01,795500
2004-04-01,763800
2004-05-01,693400
2004-06-01,674100
2004-07-01,692700
2004-08-01,773600
2004-09-01,647800
2004-10-01,657400
2004-11-01,718800
2004-12-01,711500
2005-01-01,780800
2005-02-01,785500
2005-03-01,776700
2005-04-01,741300
2005-05-01,678100
2005-06-01,634500
2005-07-01,664300
2005-08-01,776100
2005-09-01,627000
2005-10-01,629000
2005-11-01,628200
2005-12-01,654600
2006-01-01,770000
2006-02-01,745400
2006-03-01,725400
2006-04-01,705500
2006-05-01,621500
2006-06-01,598500
2006-07-01,654300
2006-08-01,719800
2006-09-01,596800
2006-10-01,597900
2006-11-01,650000
2006-12-01,641100
2007-01-01,717700
2007-02-01,709700
2007-03-01,724400
2007-04-01,686300
2007-05-01,619800
2007-06-01,580700
2007-07-01,622900
2007-08-01,692900
2007-09-01,570300
2007-10-01,558900
2007-11-01,602700
2007-12-01,618100
2008-01-01,693000
2008-02-01,670000
2008-03-01,714900
2008-04-01,668900
2008-05-01,604500
2008-06-01,570500
2008-07-01,658900
2008-08-01,726900
2008-09-01,596500
2008-10-01,581900
2008-11-01,657700
2008-12-01,708400
2009-01-01,883800
2009-02-01,915600
2009-03-01,978700
2009-04-01,960000
2009-05-01,915800
2009-06-01,880300
2009-07-01,934400
2009-08-01,1008700
2009-09-01,839900
2009-10-01,830600
2009-11-01,873300
2009-12-01,874500
2010-01-01,970300
2010-02-01,961000
2010-03-01,961400
2010-04-01,924700
2010-05-01,870000
2010-06-01,808900
2010-07-01,904900
2010-08-01,1004100
2010-09-01,798000
2010-10-01,780600
2010-11-01,805200
2010-12-01,804000
2011-01-01,902800
2011-02-01,878700
2011-03-01,892000
2011-04-01,857200
2011-05-01,765300
2011-06-01,747800
2011-07-01,788700
2011-08-01,892500
2011-09-01,716800
2011-10-01,728800
2011-11-01,767300
2011-12-01,749600
2012-01-01,865600
2012-02-01,832900
2012-03-01,847200
2012-04-01,827500
2012-05-01,779700
2012-06-01,707300
2012-07-01,780400
2012-08-01,860200
2012-09-01,685300
2012-10-01,703000
2012-11-01,721900
2012-12-01,724500
2013-01-01,816100
2013-02-01,784200
2013-03-01,834200
2013-04-01,775800
2013-05-01,733700
2013-06-01,699500
2013-07-01,770600
2013-08-01,839500
2013-09-01,688600
2013-10-01,679200
2013-11-01,696700
2013-12-01,758000
2014-01-01,830000
2014-02-01,815400
2014-03-01,815400
2014-04-01,780900
2014-05-01,744000
2014-06-01,717500
2014-07-01,775100
2014-08-01,823000
2014-09-01,646200
2014-10-01,640900
2014-11-01,649300
2014-12-01,645900
2015-01-01,759400
2015-02-01,764700
2015-03-01,798300
2015-04-01,753700
2015-05-01,709300
2015-06-01,681800
2015-07-01,741900
2015-08-01,829900
2015-09-01,692900
2015-10-01,697400
2015-11-01,724700
2015-12-01,760400
2016-01-01,850900
2016-02-01,841500
2016-03-01,855300
2016-04-01,821200
2016-05-01,724700
2016-06-01,692200
2016-07-01,742900
2016-08-01,845900
2016-09-01,678300
2016-10-01,668800
2016-11-01,684000
2016-12-01,720400
2017-01-01,772100
2017-02-01,751100
2017-03-01,783100
2017-04-01,743200
2017-05-01,683600
2017-06-01,653300
2017-07-01,727600
2017-08-01,792900
2017-09-01,642600
2017-10-01,638800
2017-11-01,618200
2017-12-01,626900
2018-01-01,681000
2018-02-01,682700
2018-03-01,676900
2018-04-01,636300
2018-05-01,612500
2018-06-01,601000
2018-07-01,662200
2018-08-01,763400
2018-09-01,578000
2018-10-01,566900
2018-11-01,540000
2018-12-01,582900
2019-01-01,676600
2019-02-01,654800
2019-03-01,673900
2019-04-01,653200
2019-05-01,556200
2019-06-01,566800
2019-07-01,634500
2019-08-01,707200
2019-09-01,521200
2019-10-01,541400
2019-11-01,596400
2019-12-01,571400
2020-01-01,677200
2020-02-01,658100
2020-03-01,931000
2020-04-01,1449200
2020-05-01,1457300
2020-06-01,1187200
2020-07-01,1146600
2020-08-01,1159600
2020-09-01,882100
2020-10-01,871700
2020-11-01,859600
2020-12-01,874700
2021-01-01,1066700
2021-02-01,935100
2021-03-01,908000
2021-04-01,891900
2021-05-01,847200
2021-06-01,778000
2021-07-01,848700
2021-08-01,937900
2021-09-01,713200
2021-10-01,652600
2021-11-01,605200
2021-12-01,587400
2022-01-01,743700
2022-02-01,602900
2022-03-01,623300
2022-04-01,582100
2022-05-01,555300
2022-06-01,515200
2022-07-01,556900
2022-08-01,718300
2022-09-01,517400
2022-10-01,504100
2022-11-01,525800
2022-12-01,529000
2023-01-01,612600
2023-02-01,612400
2023-03-01,624800
2023-04-01,609200
2023-05-01,567800
2023-06-01,571300
2023-07-01,687000
2023-08-01,740800
2023-09-01,589800
2023-10-01,613900
2023-11-01,627000
