"Date","LFEM25TTCAM647S"
1998-06-01,10551800
1998-07-01,10561300
1998-08-01,10585900
1998-09-01,10586600
1998-10-01,10615100
1998-11-01,10629000
1998-12-01,10645600
1999-01-01,10669600
1999-02-01,10673800
1999-03-01,10674600
1999-04-01,10694200
1999-05-01,10722400
1999-06-01,10726500
1999-07-01,10754900
1999-08-01,10774600
1999-09-01,10775400
1999-10-01,10802700
1999-11-01,10824300
1999-12-01,10855400
2000-01-01,10869800
2000-02-01,10899900
2000-03-01,10919300
2000-04-01,10917800
2000-05-01,10925700
2000-06-01,10938900
2000-07-01,10938400
2000-08-01,10933200
2000-09-01,10947700
2000-10-01,10967100
2000-11-01,10981700
2000-12-01,10998200
2001-01-01,11015700
2001-02-01,11020700
2001-03-01,11001200
2001-04-01,11029300
2001-05-01,11038600
2001-06-01,11009100
2001-07-01,11001800
2001-08-01,11003400
2001-09-01,11012000
2001-10-01,11019200
2001-11-01,11041500
2001-12-01,10994900
2002-01-01,10995800
2002-02-01,11011600
2002-03-01,11063400
2002-04-01,11084100
2002-05-01,11118100
2002-06-01,11148300
2002-07-01,11166100
2002-08-01,11198100
2002-09-01,11217700
2002-10-01,11200000
2002-11-01,11208200
2002-12-01,11221000
2003-01-01,11211000
2003-02-01,11231300
2003-03-01,11218700
2003-04-01,11208300
2003-05-01,11206500
2003-06-01,11223800
2003-07-01,11256300
2003-08-01,11241100
2003-09-01,11250800
2003-10-01,11289900
2003-11-01,11308000
2003-12-01,11335100
2004-01-01,11332100
2004-02-01,11344300
2004-03-01,11360800
2004-04-01,11372400
2004-05-01,11377600
2004-06-01,11396000
2004-07-01,11385300
2004-08-01,11399600
2004-09-01,11370400
2004-10-01,11382400
2004-11-01,11371500
2004-12-01,11385400
2005-01-01,11407000
2005-02-01,11407100
2005-03-01,11415800
2005-04-01,11402800
2005-05-01,11392600
2005-06-01,11418200
2005-07-01,11417300
2005-08-01,11433200
2005-09-01,11438800
2005-10-01,11448000
2005-11-01,11461800
2005-12-01,11449400
2006-01-01,11450300
2006-02-01,11445900
2006-03-01,11468100
2006-04-01,11520400
2006-05-01,11542800
2006-06-01,11522500
2006-07-01,11530100
2006-08-01,11526600
2006-09-01,11549900
2006-10-01,11534100
2006-11-01,11517800
2006-12-01,11571300
2007-01-01,11609100
2007-02-01,11595700
2007-03-01,11605800
2007-04-01,11593900
2007-05-01,11605400
2007-06-01,11626900
2007-07-01,11663600
2007-08-01,11654100
2007-09-01,11676900
2007-10-01,11680000
2007-11-01,11693900
2007-12-01,11684600
2008-01-01,11694500
2008-02-01,11715000
2008-03-01,11703900
2008-04-01,11705300
2008-05-01,11728100
2008-06-01,11723500
2008-07-01,11700700
2008-08-01,11719000
2008-09-01,11704200
2008-10-01,11746100
2008-11-01,11704600
2008-12-01,11681900
2009-01-01,11580100
2009-02-01,11559400
2009-03-01,11528400
2009-04-01,11500400
2009-05-01,11482900
2009-06-01,11464300
2009-07-01,11472400
2009-08-01,11471100
2009-09-01,11503000
2009-10-01,11525300
2009-11-01,11561800
2009-12-01,11525200
2010-01-01,11534600
2010-02-01,11518500
2010-03-01,11555300
2010-04-01,11577600
2010-05-01,11590100
2010-06-01,11624400
2010-07-01,11610800
2010-08-01,11628500
2010-09-01,11620000
2010-10-01,11587700
2010-11-01,11598900
2010-12-01,11601400
2011-01-01,11658200
2011-02-01,11659100
2011-03-01,11679200
2011-04-01,11691700
2011-05-01,11678500
2011-06-01,11693500
2011-07-01,11701600
2011-08-01,11718600
2011-09-01,11706500
2011-10-01,11703300
2011-11-01,11669000
2011-12-01,11687700
2012-01-01,11710600
2012-02-01,11715000
2012-03-01,11722000
2012-04-01,11755000
2012-05-01,11776400
2012-06-01,11781400
2012-07-01,11785700
2012-08-01,11796300
2012-09-01,11833900
2012-10-01,11828500
2012-11-01,11840400
2012-12-01,11876000
2013-01-01,11815500
2013-02-01,11847900
2013-03-01,11805000
2013-04-01,11827300
2013-05-01,11829300
2013-06-01,11832400
2013-07-01,11841500
2013-08-01,11836100
2013-09-01,11821400
2013-10-01,11832800
2013-11-01,11839000
2013-12-01,11791800
2014-01-01,11805600
2014-02-01,11786200
2014-03-01,11806400
2014-04-01,11772200
2014-05-01,11762200
2014-06-01,11746500
2014-07-01,11771300
2014-08-01,11788100
2014-09-01,11813000
2014-10-01,11831900
2014-11-01,11843400
2014-12-01,11867900
2015-01-01,11834100
2015-02-01,11833600
2015-03-01,11819000
2015-04-01,11817300
2015-05-01,11815300
2015-06-01,11825700
2015-07-01,11835500
2015-08-01,11840600
2015-09-01,11835100
2015-10-01,11814400
2015-11-01,11802800
2015-12-01,11796700
2016-01-01,11802600
2016-02-01,11790200
2016-03-01,11804700
2016-04-01,11811700
2016-05-01,11849300
2016-06-01,11842700
2016-07-01,11823300
2016-08-01,11819200
2016-09-01,11807400
2016-10-01,11827200
2016-11-01,11859300
2016-12-01,11868600
2017-01-01,11934900
2017-02-01,11940900
2017-03-01,11964200
2017-04-01,11961500
2017-05-01,11974300
2017-06-01,11996000
2017-07-01,12011100
2017-08-01,12012100
2017-09-01,11991900
2017-10-01,11998800
2017-11-01,12005600
2017-12-01,12037100
2018-01-01,12037300
2018-02-01,12058400
2018-03-01,12088600
2018-04-01,12110500
2018-05-01,12075100
2018-06-01,12110600
2018-07-01,12140500
2018-08-01,12143800
2018-09-01,12196300
2018-10-01,12226800
2018-11-01,12258600
2018-12-01,12275800
2019-01-01,12259000
2019-02-01,12291300
2019-03-01,12257200
2019-04-01,12285800
2019-05-01,12335600
2019-06-01,12329000
2019-07-01,12330200
2019-08-01,12349500
2019-09-01,12398500
2019-10-01,12347600
2019-11-01,12325900
2019-12-01,12363500
2020-01-01,12368400
2020-02-01,12365800
2020-03-01,11854900
2020-04-01,10731200
2020-05-01,10935900
2020-06-01,11570100
2020-07-01,11760900
2020-08-01,11865400
2020-09-01,12093500
2020-10-01,12135100
2020-11-01,12146500
2020-12-01,12119100
2021-01-01,12016100
2021-02-01,12158500
2021-03-01,12209500
2021-04-01,12164400
2021-05-01,12166000
2021-06-01,12231100
2021-07-01,12277700
2021-08-01,12295700
2021-09-01,12440300
2021-10-01,12495000
2021-11-01,12593800
2021-12-01,12665000
2022-01-01,12579200
2022-02-01,12768000
2022-03-01,12756700
2022-04-01,12793200
2022-05-01,12827000
2022-06-01,12834900
2022-07-01,12834600
2022-08-01,12814400
2022-09-01,12852000
2022-10-01,12884900
2022-11-01,12897300
2022-12-01,12904300
2023-01-01,13004400
2023-02-01,13001700
2023-03-01,13017800
2023-04-01,13023000
2023-05-01,13085600
2023-06-01,13127900
2023-07-01,13096600
2023-08-01,13150500
2023-09-01,13218700
2023-10-01,13210900
2023-11-01,13231200
