"Date","CANLOCODWNOSTSAM"
1981-04-01,101.244687555092
1981-05-01,101.274063594549
1981-06-01,101.211288709146
1981-07-01,101.056286336083
1981-08-01,100.818133772365
1981-09-01,100.510332769037
1981-10-01,100.14997291617
1981-11-01,99.7628205692936
1981-12-01,99.3610067224013
1982-01-01,98.9470987148746
1982-02-01,98.5355232812155
1982-03-01,98.1464275982124
1982-04-01,97.8095059062773
1982-05-01,97.5590945835662
1982-06-01,97.4247014344656
1982-07-01,97.4205941794578
1982-08-01,97.5518145976131
1982-09-01,97.8136667768171
1982-10-01,98.1819320330722
1982-11-01,98.6133085215987
1982-12-01,99.0643249337623
1983-01-01,99.497802617304
1983-02-01,99.880282744202
1983-03-01,100.186751769583
1983-04-01,100.39683919102
1983-05-01,100.496485519344
1983-06-01,100.478440180572
1983-07-01,100.362391968906
1983-08-01,100.180607111954
1983-09-01,99.9599491038093
1983-10-01,99.7181080444923
1983-11-01,99.4678967501017
1983-12-01,99.2147697787666
1984-01-01,98.9610940116716
1984-02-01,98.707303179541
1984-03-01,98.4591827261967
1984-04-01,98.2300293242508
1984-05-01,98.0301736446007
1984-06-01,97.8638493966422
1984-07-01,97.7317886369341
1984-08-01,97.6349267669016
1984-09-01,97.5729424746414
1984-10-01,97.5531447911918
1984-11-01,97.5847490511373
1984-12-01,97.6720091503814
1985-01-01,97.8112673262283
1985-02-01,97.9957288890804
1985-03-01,98.2171843413628
1985-04-01,98.4664986308342
1985-05-01,98.7316348077656
1985-06-01,99.0027393995236
1985-07-01,99.271142894294
1985-08-01,99.5265289901983
1985-09-01,99.7600757115094
1985-10-01,99.9643768901179
1985-11-01,100.136482708987
1985-12-01,100.279077957187
1986-01-01,100.400569795459
1986-02-01,100.511494837121
1986-03-01,100.618283749387
1986-04-01,100.728643524918
1986-05-01,100.843706716603
1986-06-01,100.967541341051
1986-07-01,101.102220986849
1986-08-01,101.249308353269
1986-09-01,101.408434973233
1986-10-01,101.573356501211
1986-11-01,101.741010294024
1986-12-01,101.906993605655
1987-01-01,102.062099454416
1987-02-01,102.193496144998
1987-03-01,102.294219085097
1987-04-01,102.355965976047
1987-05-01,102.375827865448
1987-06-01,102.350261303324
1987-07-01,102.279207889633
1987-08-01,102.16702789938
1987-09-01,102.022768941872
1987-10-01,101.859849711068
1987-11-01,101.690634976334
1987-12-01,101.524954999898
1988-01-01,101.373446027659
1988-02-01,101.243475646224
1988-03-01,101.138307919169
1988-04-01,101.057642202194
1988-05-01,100.998664530968
1988-06-01,100.958314747478
1988-07-01,100.93650858582
1988-08-01,100.931564264761
1988-09-01,100.937375854118
1988-10-01,100.950200338329
1988-11-01,100.965281080985
1988-12-01,100.977593432417
1989-01-01,100.985362721415
1989-02-01,100.98737810572
1989-03-01,100.987730197068
1989-04-01,100.993247611038
1989-05-01,101.011286560849
1989-06-01,101.047914338789
1989-07-01,101.104508650103
1989-08-01,101.176420137432
1989-09-01,101.252378687057
1989-10-01,101.315138625686
1989-11-01,101.349285688565
1989-12-01,101.336404635404
1990-01-01,101.255277867155
1990-02-01,101.085301798536
1990-03-01,100.820507032091
1990-04-01,100.46608268762
1990-05-01,100.039674504053
1990-06-01,99.5635246137729
1990-07-01,99.0663341905135
1990-08-01,98.5770769152241
1990-09-01,98.1228068655107
1990-10-01,97.7293040015842
1990-11-01,97.4155760535637
1990-12-01,97.1971540215036
1991-01-01,97.0866740453612
1991-02-01,97.0948302930296
1991-03-01,97.2205180535416
1991-04-01,97.4507066087862
1991-05-01,97.7603199004105
1991-06-01,98.1190632033523
1991-07-01,98.4978865444707
1991-08-01,98.8702231909517
1991-09-01,99.2182082110398
1991-10-01,99.5305561472847
1991-11-01,99.7993589007106
1991-12-01,100.025601282887
1992-01-01,100.212194085392
1992-02-01,100.360662784013
1992-03-01,100.473431166917
1992-04-01,100.553606451015
1992-05-01,100.605942927604
1992-06-01,100.633682105719
1992-07-01,100.639218573608
1992-08-01,100.624656125665
1992-09-01,100.596374231867
1992-10-01,100.558297193887
1992-11-01,100.516747886506
1992-12-01,100.477508532175
1993-01-01,100.448571170403
1993-02-01,100.439888315562
1993-03-01,100.454421512217
1993-04-01,100.490912601406
1993-05-01,100.546259495035
1993-06-01,100.61944202153
1993-07-01,100.704794058925
1993-08-01,100.79291875271
1993-09-01,100.879823359583
1993-10-01,100.962453345072
1993-11-01,101.036493473334
1993-12-01,101.098837474861
1994-01-01,101.148165783485
1994-02-01,101.184219155686
1994-03-01,101.203482108337
1994-04-01,101.19674378041
1994-05-01,101.152676613512
1994-06-01,101.061505607071
1994-07-01,100.915883841124
1994-08-01,100.714380234086
1994-09-01,100.460679177906
1994-10-01,100.15994373218
1994-11-01,99.8217483278754
1994-12-01,99.4597943304587
1995-01-01,99.0913885932367
1995-02-01,98.7309618399703
1995-03-01,98.3973718114136
1995-04-01,98.1094914890454
1995-05-01,97.8750081916044
1995-06-01,97.7008111211005
1995-07-01,97.5845878290451
1995-08-01,97.5241015853134
1995-09-01,97.5140412735136
1995-10-01,97.5485470974928
1995-11-01,97.6232282545552
1995-12-01,97.7343249784619
1996-01-01,97.8805463969258
1996-02-01,98.0651024696443
1996-03-01,98.28624291632
1996-04-01,98.5367137754744
1996-05-01,98.8068702234184
1996-06-01,99.080955843378
1996-07-01,99.3472815129681
1996-08-01,99.6017156888278
1996-09-01,99.8427737897132
1996-10-01,100.069921550003
1996-11-01,100.285432454518
1996-12-01,100.484625473882
1997-01-01,100.665022262441
1997-02-01,100.824103079608
1997-03-01,100.957172390711
1997-04-01,101.062441515637
1997-05-01,101.137931872522
1997-06-01,101.181006514258
1997-07-01,101.190715189619
1997-08-01,101.165144294907
1997-09-01,101.105291200013
1997-10-01,101.014914234754
1997-11-01,100.899999499915
1997-12-01,100.766501364706
1998-01-01,100.621355483155
1998-02-01,100.473036580638
1998-03-01,100.32468404328
1998-04-01,100.179382929535
1998-05-01,100.041563527619
1998-06-01,99.9177231080316
1998-07-01,99.814818622902
1998-08-01,99.7365768544742
1998-09-01,99.6806578943592
1998-10-01,99.6465496452257
1998-11-01,99.6344336284764
1998-12-01,99.6444909499371
1999-01-01,99.6736923456887
1999-02-01,99.72011964782
1999-03-01,99.7778543957119
1999-04-01,99.8400821123254
1999-05-01,99.8995173795056
1999-06-01,99.9495313478524
1999-07-01,99.9858320873308
1999-08-01,100.006407843658
1999-09-01,100.00799823782
1999-10-01,99.9882628198271
1999-11-01,99.9471705192814
1999-12-01,99.8853342781439
2000-01-01,99.8085187542655
2000-02-01,99.7260992798015
2000-03-01,99.6412973837139
2000-04-01,99.5564546075578
2000-05-01,99.4747903347095
2000-06-01,99.4012958377153
2000-07-01,99.3377853561642
2000-08-01,99.2776048966254
2000-09-01,99.2192829050306
2000-10-01,99.1600094003307
2000-11-01,99.101249700238
2000-12-01,99.0489266523145
2001-01-01,99.0099085330409
2001-02-01,98.9868799127368
2001-03-01,98.9848035154901
2001-04-01,99.0043900531906
2001-05-01,99.0436803925812
2001-06-01,99.1030870444476
2001-07-01,99.1824913977965
2001-08-01,99.2864724813228
2001-09-01,99.4133544684671
2001-10-01,99.5611717818194
2001-11-01,99.7233131756744
2001-12-01,99.8915505869373
2002-01-01,100.056318982321
2002-02-01,100.206594042378
2002-03-01,100.339937667833
2002-04-01,100.452135025265
2002-05-01,100.542335393307
2002-06-01,100.608478554256
2002-07-01,100.652057135514
2002-08-01,100.675632274396
2002-09-01,100.680267636832
2002-10-01,100.670096813634
2002-11-01,100.646897633928
2002-12-01,100.61702081378
2003-01-01,100.589282432255
2003-02-01,100.568767026867
2003-03-01,100.553966833381
2003-04-01,100.55079357901
2003-05-01,100.560596767126
2003-06-01,100.583457891676
2003-07-01,100.613515409829
2003-08-01,100.642316136854
2003-09-01,100.663124088433
2003-10-01,100.674084485551
2003-11-01,100.676297593822
2003-12-01,100.678298605342
2004-01-01,100.686349175558
2004-02-01,100.704090051809
2004-03-01,100.725701000958
2004-04-01,100.742405247746
2004-05-01,100.74915579864
2004-06-01,100.743700665751
2004-07-01,100.72405631925
2004-08-01,100.688535146038
2004-09-01,100.633269134993
2004-10-01,100.562709370371
2004-11-01,100.483067316498
2004-12-01,100.402560794589
2005-01-01,100.333416956483
2005-02-01,100.287797537777
2005-03-01,100.265373227652
2005-04-01,100.261583705673
2005-05-01,100.267914808538
2005-06-01,100.281670620191
2005-07-01,100.29891757612
2005-08-01,100.317936741491
2005-09-01,100.34227073742
2005-10-01,100.370118014366
2005-11-01,100.400391202711
2005-12-01,100.429147685089
2006-01-01,100.453894445594
2006-02-01,100.47290042668
2006-03-01,100.482607802382
2006-04-01,100.48136751114
2006-05-01,100.472225546248
2006-06-01,100.459174580772
2006-07-01,100.443981802139
2006-08-01,100.43176052917
2006-09-01,100.431231055553
2006-10-01,100.446799846364
2006-11-01,100.476712625266
2006-12-01,100.520552012329
2007-01-01,100.580213122656
2007-02-01,100.653526748596
2007-03-01,100.743065025865
2007-04-01,100.843183692923
2007-05-01,100.946463252767
2007-06-01,101.044904912696
2007-07-01,101.13242044302
2007-08-01,101.202609333121
2007-09-01,101.247107951858
2007-10-01,101.257692902379
2007-11-01,101.239456154672
2007-12-01,101.198330553532
2008-01-01,101.141448984689
2008-02-01,101.060559033154
2008-03-01,100.941176432463
2008-04-01,100.771894141303
2008-05-01,100.545969297573
2008-06-01,100.258738371076
2008-07-01,99.9104456104303
2008-08-01,99.5064872590978
2008-09-01,99.0509837948514
2008-10-01,98.555943876894
2008-11-01,98.0463698243678
2008-12-01,97.5602434337728
2009-01-01,97.1356749633712
2009-02-01,96.8061953419286
2009-03-01,96.5953484649728
2009-04-01,96.5104438507026
2009-05-01,96.5555758461364
2009-06-01,96.7183013630942
2009-07-01,96.9776191814909
2009-08-01,97.3099394645446
2009-09-01,97.6858342419462
2009-10-01,98.0796142855088
2009-11-01,98.4681498739515
2009-12-01,98.8362738113116
2010-01-01,99.1704275630286
2010-02-01,99.4568778362927
2010-03-01,99.6861382294744
2010-04-01,99.8552247206198
2010-05-01,99.9647149730608
2010-06-01,100.021181379259
2010-07-01,100.034800764262
2010-08-01,100.016306763382
2010-09-01,99.9784940584608
2010-10-01,99.9352001508658
2010-11-01,99.8996848566039
2010-12-01,99.8806805864744
2011-01-01,99.8890434627696
2011-02-01,99.9288053894092
2011-03-01,99.9983049000994
2011-04-01,100.09315387456
2011-05-01,100.207740687923
2011-06-01,100.335667443415
2011-07-01,100.470668917166
2011-08-01,100.607133443911
2011-09-01,100.743431231168
2011-10-01,100.875861474547
2011-11-01,101.003202402512
2011-12-01,101.126981282491
2012-01-01,101.24258218402
2012-02-01,101.343294219808
2012-03-01,101.420574373247
2012-04-01,101.464701308755
2012-05-01,101.46631458831
2012-06-01,101.426252223329
2012-07-01,101.345182263133
2012-08-01,101.226075416229
2012-09-01,101.072067939499
2012-10-01,100.892156654557
2012-11-01,100.699823718095
2012-12-01,100.508858132335
2013-01-01,100.332292052709
2013-02-01,100.183443461246
2013-03-01,100.065029996128
2013-04-01,99.9767930796297
2013-05-01,99.9150955132411
2013-06-01,99.8724133292585
2013-07-01,99.8426336356806
2013-08-01,99.8201301334546
2013-09-01,99.8016031765966
2013-10-01,99.7831534229232
2013-11-01,99.7625689655216
2013-12-01,99.7409166360245
2014-01-01,99.7207446469796
2014-02-01,99.703521052696
2014-03-01,99.689572028062
2014-04-01,99.6801878542336
2014-05-01,99.6678520965471
2014-06-01,99.6480159995916
2014-07-01,99.6182891721899
2014-08-01,99.5782717469942
2014-09-01,99.531898411303
2014-10-01,99.4855417996288
2014-11-01,99.4468785268199
2014-12-01,99.4211777647091
2015-01-01,99.4157645005822
2015-02-01,99.4348725604408
2015-03-01,99.4827947347806
2015-04-01,99.5493926448398
2015-05-01,99.6258070086352
2015-06-01,99.7006119133118
2015-07-01,99.7649127431521
2015-08-01,99.8125719243588
2015-09-01,99.8368717281267
2015-10-01,99.837274494323
2015-11-01,99.8213438229019
2015-12-01,99.7964871849468
2016-01-01,99.7748483139045
2016-02-01,99.7603513975582
2016-03-01,99.7499530572951
2016-04-01,99.7453334478493
2016-05-01,99.7493169764301
2016-06-01,99.7626751537799
2016-07-01,99.7829353295861
2016-08-01,99.8135927692377
2016-09-01,99.8573330514326
2016-10-01,99.9122793653941
2016-11-01,99.9808236844092
2016-12-01,100.062836655479
2017-01-01,100.153044836559
2017-02-01,100.245931327691
2017-03-01,100.33510209618
2017-04-01,100.413686854478
2017-05-01,100.484650423478
2017-06-01,100.550653431264
2017-07-01,100.607794442021
2017-08-01,100.65088592916
2017-09-01,100.676230123133
2017-10-01,100.681374120762
2017-11-01,100.663083524375
2017-12-01,100.617940904731
2018-01-01,100.549475326972
2018-02-01,100.459449964003
2018-03-01,100.348223629273
2018-04-01,100.218882010664
2018-05-01,100.076177033797
2018-06-01,99.9240604587919
2018-07-01,99.760260961843
2018-08-01,99.5905784454267
2018-09-01,99.4190423287149
2018-10-01,99.247152046483
