"Date","LFAC64MACAM647N"
2011-01-01,9291500
2011-02-01,9311000
2011-03-01,9362700
2011-04-01,9430200
2011-05-01,9602900
2011-06-01,9669800
2011-07-01,9774200
2011-08-01,9743500
2011-09-01,9508600
2011-10-01,9481200
2011-11-01,9441800
2011-12-01,9394600
2012-01-01,9319700
2012-02-01,9325200
2012-03-01,9366800
2012-04-01,9475400
2012-05-01,9700100
2012-06-01,9712100
2012-07-01,9817500
2012-08-01,9826000
2012-09-01,9596100
2012-10-01,9583800
2012-11-01,9547900
2012-12-01,9518600
2013-01-01,9429800
2013-02-01,9441300
2013-03-01,9456700
2013-04-01,9546100
2013-05-01,9778900
2013-06-01,9803300
2013-07-01,9897100
2013-08-01,9873200
2013-09-01,9603700
2013-10-01,9615000
2013-11-01,9580800
2013-12-01,9528300
2014-01-01,9464900
2014-02-01,9484800
2014-03-01,9519200
2014-04-01,9532200
2014-05-01,9753200
2014-06-01,9811700
2014-07-01,9915400
2014-08-01,9879600
2014-09-01,9668200
2014-10-01,9659300
2014-11-01,9603900
2014-12-01,9586700
2015-01-01,9510300
2015-02-01,9572100
2015-03-01,9570100
2015-04-01,9605500
2015-05-01,9837100
2015-06-01,9888800
2015-07-01,9995000
2015-08-01,9989500
2015-09-01,9734700
2015-10-01,9716700
2015-11-01,9652400
2015-12-01,9630800
2016-01-01,9562800
2016-02-01,9620200
2016-03-01,9617800
2016-04-01,9665700
2016-05-01,9862300
2016-06-01,9882800
2016-07-01,9968200
2016-08-01,9996500
2016-09-01,9761200
2016-10-01,9762700
2016-11-01,9740000
2016-12-01,9699200
2017-01-01,9688500
2017-02-01,9669300
2017-03-01,9734000
2017-04-01,9738100
2017-05-01,9972700
2017-06-01,9999100
2017-07-01,10094400
2017-08-01,10096800
2017-09-01,9835000
2017-10-01,9866200
2017-11-01,9860500
2017-12-01,9817400
2018-01-01,9733600
2018-02-01,9742300
2018-03-01,9798900
2018-04-01,9826600
2018-05-01,10027000
2018-06-01,10133300
2018-07-01,10219000
2018-08-01,10182400
2018-09-01,9964600
2018-10-01,9966500
2018-11-01,9983100
2018-12-01,9919500
2019-01-01,9901700
2019-02-01,9921500
2019-03-01,9959900
2019-04-01,10029500
2019-05-01,10227700
2019-06-01,10277800
2019-07-01,10381700
2019-08-01,10391500
2019-09-01,10124400
2019-10-01,10082600
2019-11-01,10067800
2019-12-01,9996100
2020-01-01,9923800
2020-02-01,9998600
2020-03-01,9774400
2020-04-01,9317900
2020-05-01,9766100
2020-06-01,10165900
2020-07-01,10319600
2020-08-01,10332300
2020-09-01,10153900
2020-10-01,10165500
2020-11-01,10096700
2020-12-01,10042400
2021-01-01,9953900
2021-02-01,9998000
2021-03-01,10097200
2021-04-01,10071100
2021-05-01,10234000
2021-06-01,10360500
2021-07-01,10468400
2021-08-01,10427600
2021-09-01,10235000
2021-10-01,10197300
2021-11-01,10218300
2021-12-01,10167700
2022-01-01,10046600
2022-02-01,10138200
2022-03-01,10145500
2022-04-01,10216300
2022-05-01,10417100
2022-06-01,10416400
2022-07-01,10512100
2022-08-01,10513700
2022-09-01,10280100
2022-10-01,10288200
2022-11-01,10283100
2022-12-01,10237600
2023-01-01,10266700
2023-02-01,10267700
2023-03-01,10323900
2023-04-01,10370500
2023-05-01,10598300
2023-06-01,10708100
2023-07-01,10781300
2023-08-01,10767200
2023-09-01,10581500
2023-10-01,10639500
2023-11-01,10623700
