"Date","LFWA55MACAM647S"
1984-09-01,1098700
1984-10-01,1100400
1984-11-01,1101700
1984-12-01,1102800
1985-01-01,1104200
1985-02-01,1105200
1985-03-01,1106300
1985-04-01,1107500
1985-05-01,1108700
1985-06-01,1109900
1985-07-01,1111200
1985-08-01,1112200
1985-09-01,1113800
1985-10-01,1114900
1985-11-01,1116000
1985-12-01,1117000
1986-01-01,1118200
1986-02-01,1119100
1986-03-01,1119900
1986-04-01,1121300
1986-05-01,1122300
1986-06-01,1123700
1986-07-01,1124600
1986-08-01,1125600
1986-09-01,1126900
1986-10-01,1127800
1986-11-01,1128700
1986-12-01,1129600
1987-01-01,1130700
1987-02-01,1131800
1987-03-01,1132800
1987-04-01,1134000
1987-05-01,1135100
1987-06-01,1136500
1987-07-01,1137600
1987-08-01,1138800
1987-09-01,1140300
1987-10-01,1141400
1987-11-01,1142500
1987-12-01,1143700
1988-01-01,1145000
1988-02-01,1146200
1988-03-01,1147200
1988-04-01,1148200
1988-05-01,1149500
1988-06-01,1150600
1988-07-01,1151500
1988-08-01,1152300
1988-09-01,1153300
1988-10-01,1153900
1988-11-01,1154400
1988-12-01,1154900
1989-01-01,1155600
1989-02-01,1156000
1989-03-01,1156500
1989-04-01,1157100
1989-05-01,1157900
1989-06-01,1158500
1989-07-01,1159100
1989-08-01,1160000
1989-09-01,1160600
1989-10-01,1161400
1989-11-01,1161900
1989-12-01,1162400
1990-01-01,1162900
1990-02-01,1163400
1990-03-01,1164000
1990-04-01,1164900
1990-05-01,1165800
1990-06-01,1166600
1990-07-01,1167700
1990-08-01,1168500
1990-09-01,1169300
1990-10-01,1170300
1990-11-01,1171000
1990-12-01,1171700
1991-01-01,1172600
1991-02-01,1173300
1991-03-01,1174000
1991-04-01,1175000
1991-05-01,1175800
1991-06-01,1176600
1991-07-01,1177300
1991-08-01,1177500
1991-09-01,1177800
1991-10-01,1178200
1991-11-01,1178600
1991-12-01,1178800
1992-01-01,1179200
1992-02-01,1179400
1992-03-01,1179900
1992-04-01,1180500
1992-05-01,1181100
1992-06-01,1181800
1992-07-01,1182300
1992-08-01,1182900
1992-09-01,1183400
1992-10-01,1183900
1992-11-01,1184400
1992-12-01,1184800
1993-01-01,1185300
1993-02-01,1186000
1993-03-01,1186600
1993-04-01,1187400
1993-05-01,1188100
1993-06-01,1189400
1993-07-01,1190300
1993-08-01,1191600
1993-09-01,1192600
1993-10-01,1193600
1993-11-01,1194600
1993-12-01,1195500
1994-01-01,1196500
1994-02-01,1197800
1994-03-01,1198900
1994-04-01,1200100
1994-05-01,1201500
1994-06-01,1202600
1994-07-01,1203800
1994-08-01,1205000
1994-09-01,1205900
1994-10-01,1206700
1994-11-01,1207400
1994-12-01,1208000
1995-01-01,1209200
1995-02-01,1209800
1995-03-01,1210700
1995-04-01,1211700
1995-05-01,1213000
1995-06-01,1214100
1995-07-01,1215200
1995-08-01,1216500
1995-09-01,1217600
1995-10-01,1218600
1995-11-01,1219700
1995-12-01,1220900
1996-01-01,1222000
1996-02-01,1223500
1996-03-01,1224900
1996-04-01,1226200
1996-05-01,1228000
1996-06-01,1229400
1996-07-01,1231200
1996-08-01,1232600
1996-09-01,1234300
1996-10-01,1235700
1996-11-01,1237100
1996-12-01,1238300
1997-01-01,1240000
1997-02-01,1241300
1997-03-01,1242800
1997-04-01,1245200
1997-05-01,1247100
1997-06-01,1249600
1997-07-01,1251600
1997-08-01,1253800
1997-09-01,1256500
1997-10-01,1258900
1997-11-01,1261400
1997-12-01,1263700
1998-01-01,1266700
1998-02-01,1269700
1998-03-01,1272400
1998-04-01,1275100
1998-05-01,1277900
1998-06-01,1281600
1998-07-01,1284400
1998-08-01,1287200
1998-09-01,1290800
1998-10-01,1293700
1998-11-01,1296600
1998-12-01,1299400
1999-01-01,1303200
1999-02-01,1306700
1999-03-01,1309700
1999-04-01,1313000
1999-05-01,1316200
1999-06-01,1320100
1999-07-01,1323300
1999-08-01,1327000
1999-09-01,1330100
1999-10-01,1333300
1999-11-01,1336200
1999-12-01,1339300
2000-01-01,1343000
2000-02-01,1346600
2000-03-01,1349900
2000-04-01,1353200
2000-05-01,1357400
2000-06-01,1360700
2000-07-01,1364100
2000-08-01,1368500
2000-09-01,1372000
2000-10-01,1375600
2000-11-01,1379100
2000-12-01,1382700
2001-01-01,1388400
2001-02-01,1392200
2001-03-01,1396600
2001-04-01,1402400
2001-05-01,1407400
2001-06-01,1413000
2001-07-01,1419500
2001-08-01,1425100
2001-09-01,1430800
2001-10-01,1436800
2001-11-01,1443000
2001-12-01,1449400
2002-01-01,1459300
2002-02-01,1466000
2002-03-01,1472800
2002-04-01,1481200
2002-05-01,1488000
2002-06-01,1494800
2002-07-01,1502900
2002-08-01,1509100
2002-09-01,1516800
2002-10-01,1523000
2002-11-01,1528900
2002-12-01,1534800
2003-01-01,1542100
2003-02-01,1547900
2003-03-01,1553700
2003-04-01,1561000
2003-05-01,1566900
2003-06-01,1574300
2003-07-01,1580200
2003-08-01,1585800
2003-09-01,1592800
2003-10-01,1598400
2003-11-01,1603900
2003-12-01,1609000
2004-01-01,1615600
2004-02-01,1622200
2004-03-01,1627700
2004-04-01,1633000
2004-05-01,1638700
2004-06-01,1645700
2004-07-01,1651300
2004-08-01,1658300
2004-09-01,1663700
2004-10-01,1669200
2004-11-01,1674700
2004-12-01,1680200
2005-01-01,1686800
2005-02-01,1693600
2005-03-01,1699000
2005-04-01,1704400
2005-05-01,1711300
2005-06-01,1716800
2005-07-01,1722400
2005-08-01,1729300
2005-09-01,1734600
2005-10-01,1740000
2005-11-01,1745300
2005-12-01,1750400
2006-01-01,1758000
2006-02-01,1763100
2006-03-01,1768200
2006-04-01,1773500
2006-05-01,1780100
2006-06-01,1785200
2006-07-01,1790600
2006-08-01,1797300
2006-09-01,1802700
2006-10-01,1808000
2006-11-01,1813200
2006-12-01,1818300
2007-01-01,1825900
2007-02-01,1830900
2007-03-01,1836000
2007-04-01,1842600
2007-05-01,1847900
2007-06-01,1853200
2007-07-01,1859700
2007-08-01,1864800
2007-09-01,1870000
2007-10-01,1875100
2007-11-01,1880200
2007-12-01,1885100
2008-01-01,1892300
2008-02-01,1897300
2008-03-01,1902300
2008-04-01,1908700
2008-05-01,1914100
2008-06-01,1921000
2008-07-01,1926300
2008-08-01,1931900
2008-09-01,1938500
2008-10-01,1944100
2008-11-01,1949600
2008-12-01,1955000
2009-01-01,1961700
2009-02-01,1968600
2009-03-01,1974300
2009-04-01,1980200
2009-05-01,1986300
2009-06-01,1994100
2009-07-01,2000100
2009-08-01,2006300
2009-09-01,2013800
2009-10-01,2020000
2009-11-01,2026200
2009-12-01,2032100
2010-01-01,2039700
2010-02-01,2047400
2010-03-01,2053600
2010-04-01,2059900
2010-05-01,2066300
2010-06-01,2074300
2010-07-01,2080400
2010-08-01,2087900
2010-09-01,2093700
2010-10-01,2099300
2010-11-01,2105000
2010-12-01,2110400
2011-01-01,2117000
2011-02-01,2123400
2011-03-01,2128500
2011-04-01,2133500
2011-05-01,2139400
2011-06-01,2144100
2011-07-01,2148500
2011-08-01,2153600
2011-09-01,2157500
2011-10-01,2161000
2011-11-01,2164500
2011-12-01,2167700
2012-01-01,2171500
2012-02-01,2175400
2012-03-01,2178600
2012-04-01,2182900
2012-05-01,2186500
2012-06-01,2190300
2012-07-01,2195100
2012-08-01,2198900
2012-09-01,2202900
2012-10-01,2207000
2012-11-01,2211000
2012-12-01,2215100
2013-01-01,2220900
2013-02-01,2225000
2013-03-01,2229300
2013-04-01,2234900
2013-05-01,2239500
2013-06-01,2244100
2013-07-01,2249500
2013-08-01,2253700
2013-09-01,2259000
2013-10-01,2263300
2013-11-01,2267400
2013-12-01,2271500
2014-01-01,2276300
2014-02-01,2280400
2014-03-01,2284600
2014-04-01,2289900
2014-05-01,2294500
2014-06-01,2300100
2014-07-01,2304400
2014-08-01,2308800
2014-09-01,2314000
2014-10-01,2318100
2014-11-01,2322400
2014-12-01,2326300
2015-01-01,2331100
2015-02-01,2335900
2015-03-01,2340200
2015-04-01,2344500
2015-05-01,2349000
2015-06-01,2354700
2015-07-01,2359100
2015-08-01,2363600
2015-09-01,2369000
2015-10-01,2373300
2015-11-01,2377600
2015-12-01,2381800
2016-01-01,2387100
2016-02-01,2392400
2016-03-01,2396600
2016-04-01,2401000
2016-05-01,2406400
2016-06-01,2410800
2016-07-01,2414500
2016-08-01,2419200
2016-09-01,2423000
2016-10-01,2426600
2016-11-01,2430300
2016-12-01,2433800
2017-01-01,2438900
2017-02-01,2442400
2017-03-01,2446100
2017-04-01,2449900
2017-05-01,2454800
2017-06-01,2458800
2017-07-01,2462700
2017-08-01,2467500
2017-09-01,2471300
2017-10-01,2475000
2017-11-01,2478700
2017-12-01,2482300
2018-01-01,2487500
2018-02-01,2490900
2018-03-01,2494600
2018-04-01,2499400
2018-05-01,2503300
2018-06-01,2507300
2018-07-01,2511600
2018-08-01,2514600
2018-09-01,2517700
2018-10-01,2520600
2018-11-01,2523500
2018-12-01,2526400
2019-01-01,2530200
2019-02-01,2532900
2019-03-01,2535700
2019-04-01,2539400
2019-05-01,2542500
2019-06-01,2545800
2019-07-01,2548700
2019-08-01,2550200
2019-09-01,2552200
2019-10-01,2553700
2019-11-01,2554900
2019-12-01,2556200
2020-01-01,2557400
2020-02-01,2558600
2020-03-01,2560200
2020-04-01,2561300
2020-05-01,2562500
2020-06-01,2564200
2020-07-01,2564800
2020-08-01,2564900
2020-09-01,2565100
2020-10-01,2565000
2020-11-01,2565100
2020-12-01,2565000
2021-01-01,2564500
2021-02-01,2564300
2021-03-01,2564500
2021-04-01,2564500
2021-05-01,2564400
2021-06-01,2564400
2021-07-01,2563800
2021-08-01,2562300
2021-09-01,2560900
2021-10-01,2559600
2021-11-01,2558200
2021-12-01,2556800
2022-01-01,2555000
2022-02-01,2553200
2022-03-01,2552000
2022-04-01,2550800
2022-05-01,2549300
2022-06-01,2548100
2022-07-01,2546400
2022-08-01,2543900
2022-09-01,2542000
2022-10-01,2540300
2022-11-01,2538100
2022-12-01,2536300
2023-01-01,2532800
2023-02-01,2531100
2023-03-01,2529400
2023-04-01,2527900
2023-05-01,2525800
2023-06-01,2524500
2023-07-01,2523000
2023-08-01,2521000
2023-09-01,2519200
2023-10-01,2517300
2023-11-01,2515400
