"Date","LFAC64TTCAM647S"
1984-04-01,12479600
1984-05-01,12571600
1984-06-01,12569200
1984-07-01,12595500
1984-08-01,12597500
1984-09-01,12711100
1984-10-01,12669300
1984-11-01,12678600
1984-12-01,12689500
1985-01-01,12692400
1985-02-01,12733300
1985-03-01,12798000
1985-04-01,12803500
1985-05-01,12824000
1985-06-01,12833100
1985-07-01,12851200
1985-08-01,12879800
1985-09-01,12886100
1985-10-01,12921800
1985-11-01,12977100
1985-12-01,13010200
1986-01-01,13036200
1986-02-01,13047400
1986-03-01,13060500
1986-04-01,13123500
1986-05-01,13080300
1986-06-01,13116900
1986-07-01,13127000
1986-08-01,13132500
1986-09-01,13128800
1986-10-01,13138900
1986-11-01,13152800
1986-12-01,13177800
1987-01-01,13204000
1987-02-01,13240100
1987-03-01,13283000
1987-04-01,13302800
1987-05-01,13318000
1987-06-01,13336400
1987-07-01,13342500
1987-08-01,13360200
1987-09-01,13393400
1987-10-01,13445600
1987-11-01,13454600
1987-12-01,13518000
1988-01-01,13508900
1988-02-01,13516500
1988-03-01,13528900
1988-04-01,13543400
1988-05-01,13578700
1988-06-01,13565700
1988-07-01,13606400
1988-08-01,13639500
1988-09-01,13647600
1988-10-01,13692800
1988-11-01,13696500
1988-12-01,13711800
1989-01-01,13765500
1989-02-01,13785600
1989-03-01,13826300
1989-04-01,13848500
1989-05-01,13835300
1989-06-01,13839700
1989-07-01,13834600
1989-08-01,13891500
1989-09-01,13906500
1989-10-01,13909900
1989-11-01,13938200
1989-12-01,13973300
1990-01-01,14006900
1990-02-01,14005500
1990-03-01,13932300
1990-04-01,14008800
1990-05-01,13994300
1990-06-01,14024500
1990-07-01,14059700
1990-08-01,14078300
1990-09-01,14121200
1990-10-01,14137400
1990-11-01,14101600
1990-12-01,14103100
1991-01-01,14104100
1991-02-01,14120000
1991-03-01,14142500
1991-04-01,14141200
1991-05-01,14141200
1991-06-01,14179000
1991-07-01,14173400
1991-08-01,14164200
1991-09-01,14114900
1991-10-01,14156200
1991-11-01,14107200
1991-12-01,14082400
1992-01-01,14083100
1992-02-01,14079800
1992-03-01,14118500
1992-04-01,14073200
1992-05-01,14097200
1992-06-01,14129800
1992-07-01,14133400
1992-08-01,14130000
1992-09-01,14131000
1992-10-01,14157700
1992-11-01,14271400
1992-12-01,14220500
1993-01-01,14179700
1993-02-01,14170700
1993-03-01,14224700
1993-04-01,14237800
1993-05-01,14233200
1993-06-01,14268900
1993-07-01,14269700
1993-08-01,14234800
1993-09-01,14272000
1993-10-01,14254900
1993-11-01,14309300
1993-12-01,14294000
1994-01-01,14300500
1994-02-01,14289800
1994-03-01,14248300
1994-04-01,14328900
1994-05-01,14349800
1994-06-01,14329400
1994-07-01,14353500
1994-08-01,14400300
1994-09-01,14436600
1994-10-01,14442000
1994-11-01,14483000
1994-12-01,14459600
1995-01-01,14459000
1995-02-01,14458400
1995-03-01,14510900
1995-04-01,14461300
1995-05-01,14454800
1995-06-01,14490900
1995-07-01,14495400
1995-08-01,14504200
1995-09-01,14479800
1995-10-01,14528600
1995-11-01,14484800
1995-12-01,14532500
1996-01-01,14555300
1996-02-01,14596500
1996-03-01,14580100
1996-04-01,14576200
1996-05-01,14580500
1996-06-01,14677500
1996-07-01,14679500
1996-08-01,14671300
1996-09-01,14679200
1996-10-01,14692600
1996-11-01,14705600
1996-12-01,14719600
1997-01-01,14743300
1997-02-01,14759600
1997-03-01,14761900
1997-04-01,14790500
1997-05-01,14825100
1997-06-01,14858800
1997-07-01,14860100
1997-08-01,14928200
1997-09-01,14930700
1997-10-01,14959000
1997-11-01,14981900
1997-12-01,14935500
1998-01-01,14974000
1998-02-01,15000100
1998-03-01,15000100
1998-04-01,15030200
1998-05-01,15033400
1998-06-01,15065900
1998-07-01,15106100
1998-08-01,15112000
1998-09-01,15166100
1998-10-01,15161500
1998-11-01,15205100
1998-12-01,15232600
1999-01-01,15274500
1999-02-01,15259200
1999-03-01,15271600
1999-04-01,15393600
1999-05-01,15384300
1999-06-01,15337400
1999-07-01,15391100
1999-08-01,15392500
1999-09-01,15417700
1999-10-01,15429100
1999-11-01,15431400
1999-12-01,15459100
2000-01-01,15493300
2000-02-01,15530200
2000-03-01,15545900
2000-04-01,15571700
2000-05-01,15570200
2000-06-01,15597900
2000-07-01,15611700
2000-08-01,15669800
2000-09-01,15692900
2000-10-01,15755300
2000-11-01,15775600
2000-12-01,15787700
2001-01-01,15795500
2001-02-01,15792100
2001-03-01,15840900
2001-04-01,15861200
2001-05-01,15859000
2001-06-01,15869600
2001-07-01,15864600
2001-08-01,15878900
2001-09-01,15885100
2001-10-01,15914900
2001-11-01,15965100
2001-12-01,16030100
2002-01-01,16111500
2002-02-01,16101600
2002-03-01,16176300
2002-04-01,16192500
2002-05-01,16253500
2002-06-01,16298200
2002-07-01,16357000
2002-08-01,16402800
2002-09-01,16418200
2002-10-01,16431900
2002-11-01,16464400
2002-12-01,16519700
2003-01-01,16527600
2003-02-01,16577200
2003-03-01,16574100
2003-04-01,16595600
2003-05-01,16624200
2003-06-01,16627000
2003-07-01,16679100
2003-08-01,16710200
2003-09-01,16717800
2003-10-01,16724400
2003-11-01,16751100
2003-12-01,16779700
2004-01-01,16780200
2004-02-01,16789500
2004-03-01,16794400
2004-04-01,16828500
2004-05-01,16835600
2004-06-01,16884200
2004-07-01,16849100
2004-08-01,16841100
2004-09-01,16872300
2004-10-01,16910400
2004-11-01,16944400
2004-12-01,16937400
2005-01-01,16931200
2005-02-01,16957400
2005-03-01,16928900
2005-04-01,16918400
2005-05-01,16945200
2005-06-01,16954500
2005-07-01,16957000
2005-08-01,17008700
2005-09-01,17006800
2005-10-01,17042000
2005-11-01,17009200
2005-12-01,17048500
2006-01-01,17108000
2006-02-01,17109300
2006-03-01,17142300
2006-04-01,17174900
2006-05-01,17204500
2006-06-01,17204500
2006-07-01,17261900
2006-08-01,17242600
2006-09-01,17272300
2006-10-01,17258500
2006-11-01,17291600
2006-12-01,17344800
2007-01-01,17395000
2007-02-01,17408100
2007-03-01,17430200
2007-04-01,17423800
2007-05-01,17430900
2007-06-01,17471700
2007-07-01,17518800
2007-08-01,17513100
2007-09-01,17540400
2007-10-01,17574900
2007-11-01,17604900
2007-12-01,17634600
2008-01-01,17640100
2008-02-01,17664100
2008-03-01,17675600
2008-04-01,17663800
2008-05-01,17681900
2008-06-01,17691800
2008-07-01,17661600
2008-08-01,17692000
2008-09-01,17737600
2008-10-01,17794600
2008-11-01,17789700
2008-12-01,17819500
2009-01-01,17795700
2009-02-01,17860900
2009-03-01,17867100
2009-04-01,17837400
2009-05-01,17860000
2009-06-01,17832700
2009-07-01,17831800
2009-08-01,17833200
2009-09-01,17802800
2009-10-01,17814900
2009-11-01,17912000
2009-12-01,17883000
2010-01-01,17897500
2010-02-01,17911400
2010-03-01,17913600
2010-04-01,17932300
2010-05-01,17957100
2010-06-01,17992600
2010-07-01,18030500
2010-08-01,18049300
2010-09-01,18038300
2010-10-01,18005200
2010-11-01,18022600
2010-12-01,18042700
2011-01-01,18123600
2011-02-01,18129700
2011-03-01,18117700
2011-04-01,18135400
2011-05-01,18078300
2011-06-01,18122800
2011-07-01,18118800
2011-08-01,18121100
2011-09-01,18127000
2011-10-01,18121700
2011-11-01,18119600
2011-12-01,18124500
2012-01-01,18170000
2012-02-01,18133800
2012-03-01,18165300
2012-04-01,18254000
2012-05-01,18255300
2012-06-01,18223800
2012-07-01,18228900
2012-08-01,18296500
2012-09-01,18346400
2012-10-01,18355000
2012-11-01,18368900
2012-12-01,18410400
2013-01-01,18372500
2013-02-01,18413000
2013-03-01,18379300
2013-04-01,18389800
2013-05-01,18414000
2013-06-01,18436200
2013-07-01,18425500
2013-08-01,18435100
2013-09-01,18389000
2013-10-01,18422900
2013-11-01,18419100
2013-12-01,18412200
2014-01-01,18400200
2014-02-01,18388400
2014-03-01,18394400
2014-04-01,18374800
2014-05-01,18414000
2014-06-01,18418700
2014-07-01,18453400
2014-08-01,18396000
2014-09-01,18441200
2014-10-01,18438200
2014-11-01,18449100
2014-12-01,18436000
2015-01-01,18446400
2015-02-01,18506200
2015-03-01,18518300
2015-04-01,18483400
2015-05-01,18503600
2015-06-01,18486700
2015-07-01,18518100
2015-08-01,18551200
2015-09-01,18546400
2015-10-01,18527200
2015-11-01,18513200
2015-12-01,18541200
2016-01-01,18563400
2016-02-01,18583300
2016-03-01,18582600
2016-04-01,18630500
2016-05-01,18589500
2016-06-01,18562400
2016-07-01,18546600
2016-08-01,18582100
2016-09-01,18624300
2016-10-01,18657700
2016-11-01,18656500
2016-12-01,18695700
2017-01-01,18785400
2017-02-01,18749500
2017-03-01,18786800
2017-04-01,18765300
2017-05-01,18814200
2017-06-01,18836700
2017-07-01,18838100
2017-08-01,18831400
2017-09-01,18821500
2017-10-01,18889200
2017-11-01,18922600
2017-12-01,18947700
2018-01-01,18879500
2018-02-01,18884000
2018-03-01,18924100
2018-04-01,18916700
2018-05-01,18950800
2018-06-01,19029200
2018-07-01,19068700
2018-08-01,19089600
2018-09-01,19122200
2018-10-01,19125700
2018-11-01,19173600
2018-12-01,19178600
2019-01-01,19211200
2019-02-01,19220200
2019-03-01,19218600
2019-04-01,19322900
2019-05-01,19321800
2019-06-01,19357200
2019-07-01,19348100
2019-08-01,19385600
2019-09-01,19411500
2019-10-01,19381800
2019-11-01,19409800
2019-12-01,19387600
2020-01-01,19392900
2020-02-01,19400100
2020-03-01,18812000
2020-04-01,17791800
2020-05-01,18257200
2020-06-01,18971600
2020-07-01,19154800
2020-08-01,19266900
2020-09-01,19399400
2020-10-01,19457300
2020-11-01,19402800
2020-12-01,19378200
2021-01-01,19331200
2021-02-01,19368600
2021-03-01,19472300
2021-04-01,19380300
2021-05-01,19368100
2021-06-01,19486400
2021-07-01,19526300
2021-08-01,19547500
2021-09-01,19689700
2021-10-01,19641300
2021-11-01,19704800
2021-12-01,19727100
2022-01-01,19664000
2022-02-01,19736900
2022-03-01,19738100
2022-04-01,19776000
2022-05-01,19826000
2022-06-01,19723300
2022-07-01,19697900
2022-08-01,19708700
2022-09-01,19764700
2022-10-01,19849700
2022-11-01,19857300
2022-12-01,19885000
2023-01-01,20017100
2023-02-01,20026100
2023-03-01,20082000
2023-04-01,20113300
2023-05-01,20154100
2023-06-01,20235400
2023-07-01,20253500
2023-08-01,20245100
2023-09-01,20331800
2023-10-01,20400500
2023-11-01,20430700
