"Date","LFIN25MACAM647S"
2003-07-01,568987.998828719
2003-08-01,581354.389335101
2003-09-01,588391.584463636
2003-10-01,590109.400126613
2003-11-01,582432.004370366
2003-12-01,595117.830334259
2004-01-01,588228.708281426
2004-02-01,599845.767209769
2004-03-01,583688.759718207
2004-04-01,586832.888284193
2004-05-01,601150.548455406
2004-06-01,574610.717579365
2004-07-01,591070.047672995
2004-08-01,585995.751819667
2004-09-01,603739.249731353
2004-10-01,577006.646531514
2004-11-01,592303.919769678
2004-12-01,590617.071556666
2005-01-01,603681.120507402
2005-02-01,593073.707972869
2005-03-01,585157.502605548
2005-04-01,594553.713179495
2005-05-01,596794.877315388
2005-06-01,598252.412562347
2005-07-01,610237.621820778
2005-08-01,582949.555214824
2005-09-01,602197.154621037
2005-10-01,600223.551451988
2005-11-01,614567.536400863
2005-12-01,609309.198028816
2006-01-01,606500.948986858
2006-02-01,608088.207180331
2006-03-01,618820.48439617
2006-04-01,606548.920325913
2006-05-01,595097.36246957
2006-06-01,611011.538881548
2006-07-01,606104.778454674
2006-08-01,602919.362921651
2006-09-01,589354.42112121
2006-10-01,623898.532785496
2006-11-01,625773.472261033
2006-12-01,618262.941001478
2007-01-01,608616.277793711
2007-02-01,620053.643436557
2007-03-01,636336.659540728
2007-04-01,635565.782555413
2007-05-01,637819.363119287
2007-06-01,626785.869559965
2007-07-01,630955.529145025
2007-08-01,651252.280775271
2007-09-01,630868.820774328
2007-10-01,629866.002399523
2007-11-01,608203.927833732
2007-12-01,604798.185486767
2008-01-01,591129.355677938
2008-02-01,603324.520495401
2008-03-01,576956.606232833
2008-04-01,586203.110749502
2008-05-01,605565.737572682
2008-06-01,593199.31332429
2008-07-01,618563.39218064
2008-08-01,624717.007456448
2008-09-01,613328.934077703
2008-10-01,604686.835398905
2008-11-01,603236.096138213
2008-12-01,620337.692471444
2009-01-01,623702.05306324
2009-02-01,622441.867291705
2009-03-01,628359.937290302
2009-04-01,635245.32359181
2009-05-01,653648.195088118
2009-06-01,652827.964924276
2009-07-01,651019.467174534
2009-08-01,672229.553320922
2009-09-01,677181.801289212
2009-10-01,655893.461442703
2009-11-01,648584.290898285
2009-12-01,663637.872345232
2010-01-01,679891.971508467
2010-02-01,688961.410708595
2010-03-01,687632.770788718
2010-04-01,670487.458806118
2010-05-01,663998.521584232
2010-06-01,665716.008340181
2010-07-01,658580.931074673
2010-08-01,639219.726145176
2010-09-01,656806.837034986
2010-10-01,695992.768404109
2010-11-01,680548.21093274
2010-12-01,678179.45773347
2011-01-01,664199.4016773
2011-02-01,663056.827750463
2011-03-01,644656.892999565
2011-04-01,635717.946399991
2011-05-01,648710.472335771
2011-06-01,653035.09015897
2011-07-01,667743.951609364
2011-08-01,649590.056112919
2011-09-01,664256.165429612
2011-10-01,662330.340620929
2011-11-01,674112.59396094
2011-12-01,678345.189504057
2012-01-01,666205.471217096
2012-02-01,663650.500397343
2012-03-01,657183.335322386
2012-04-01,638412.623599368
2012-05-01,619620.038231897
2012-06-01,644966.392807056
2012-07-01,637296.02027189
2012-08-01,632670.295136795
2012-09-01,624230.862037095
2012-10-01,631232.092658596
2012-11-01,630169.37024834
2012-12-01,618474.999362303
2013-01-01,647508.439862796
2013-02-01,645072.907611812
2013-03-01,656138.606275436
2013-04-01,643378.682233926
2013-05-01,640390.841884458
2013-06-01,645811.847487256
2013-07-01,645127.375749114
2013-08-01,670796.141820426
2013-09-01,660781.617474116
2013-10-01,660973.032066509
2013-11-01,649642.679664317
2013-12-01,661110.204200754
2014-01-01,642178.035880912
2014-02-01,652982.296190472
2014-03-01,672021.774606196
2014-04-01,677337.95867087
2014-05-01,689420.988691179
2014-06-01,687042.375140928
2014-07-01,677983.98027073
2014-08-01,672731.040875334
2014-09-01,668809.28896673
2014-10-01,677531.198087714
2014-11-01,679486.328756685
2014-12-01,653030.02832948
2015-01-01,671857.244874426
2015-02-01,660709.613361468
2015-03-01,668596.544284156
2015-04-01,672526.540130234
2015-05-01,664837.243470379
2015-06-01,652160.426347355
2015-07-01,650292.002278216
2015-08-01,632219.520950606
2015-09-01,629292.805835868
2015-10-01,612611.095242546
2015-11-01,634345.958755139
2015-12-01,631443.499793879
2016-01-01,637938.100195233
2016-02-01,623956.555846293
2016-03-01,624097.362332991
2016-04-01,644564.191593734
2016-05-01,654268.920251738
2016-06-01,663195.772069698
2016-07-01,673067.03202611
2016-08-01,649262.379447215
2016-09-01,673452.55028434
2016-10-01,671736.020583
2016-11-01,644545.000466281
2016-12-01,657817.99208258
2017-01-01,636754.323664328
2017-02-01,660333.165650368
2017-03-01,620528.129241408
2017-04-01,627774.835236751
2017-05-01,627943.973772106
2017-06-01,630907.672204559
2017-07-01,615890.066673605
2017-08-01,624134.964327934
2017-09-01,636685.803077607
2017-10-01,634744.596826272
2017-11-01,642168.589726633
2017-12-01,632664.290510495
2018-01-01,640817.706202777
2018-02-01,647525.104910874
2018-03-01,649160.259899126
2018-04-01,644436.507571653
2018-05-01,671469.548772387
2018-06-01,655327.450118188
2018-07-01,658677.739545136
2018-08-01,667506.464005564
2018-09-01,659191.879929542
2018-10-01,647579.765588229
2018-11-01,649166.760251805
2018-12-01,644109.383639469
2019-01-01,633602.090164299
2019-02-01,639712.180263745
2019-03-01,629632.516951187
2019-04-01,631385.841825892
2019-05-01,626582.130959461
2019-06-01,630168.55679986
2019-07-01,627777.451701112
2019-08-01,610300.661266092
2019-09-01,631624.351996091
2019-10-01,662563.879606451
2019-11-01,657480.13984285
2019-12-01,662908.309054237
2020-01-01,666941.786729667
2020-02-01,649184.540826668
2020-03-01,731703.022120934
2020-04-01,1025088.08703699
2020-05-01,912776.49830383
2020-06-01,729487.770000397
2020-07-01,687126.450932073
2020-08-01,676765.026599989
2020-09-01,641059.182635042
2020-10-01,617273.996547465
2020-11-01,634545.550019623
2020-12-01,631465.191212049
2021-01-01,646158.654160092
2021-02-01,640157.245336285
2021-03-01,620051.035849404
2021-04-01,637595.553394922
2021-05-01,633846.225151406
2021-06-01,632279.432746871
2021-07-01,620229.773931169
2021-08-01,631285.912942309
2021-09-01,611312.897706614
2021-10-01,602734.440172123
2021-11-01,595196.528320487
2021-12-01,585485.656218045
2022-01-01,620577.722286944
2022-02-01,597643.27501866
2022-03-01,588291.437322438
2022-04-01,592379.885286304
2022-05-01,583200.950681509
2022-06-01,607920.807401588
2022-07-01,606218.632691967
2022-08-01,595197.739043974
2022-09-01,621448.264321796
2022-10-01,624812.310406934
2022-11-01,606727.857346819
2022-12-01,629804.220422733
2023-01-01,585680.197727503
2023-02-01,614868.240638394
2023-03-01,615312.587563053
2023-04-01,615661.609208476
2023-05-01,615455.382462526
2023-06-01,595931.742515388
2023-07-01,627020.067711649
2023-08-01,646985.124910987
2023-09-01,610312.844685965
2023-10-01,613694.721929589
2023-11-01,624391.006276503
