"Date","TWEXMPA"
1987-05-01,88.0214
1987-06-01,89.6099
1987-07-01,91.1009
1987-08-01,90.8483
1987-09-01,89.046
1987-10-01,88.826
1987-11-01,85.2827
1987-12-01,82.6195
1988-01-01,82.8707
1988-02-01,83.7253
1988-03-01,82.3044
1988-04-01,81.6611
1988-05-01,82.0294
1988-06-01,83.6763
1988-07-01,86.3691
1988-08-01,87.5799
1988-09-01,87.72
1988-10-01,85.1585
1988-11-01,82.9109
1988-12-01,82.6555
1989-01-01,84.7533
1989-02-01,85.2134
1989-03-01,86.6077
1989-04-01,86.9569
1989-05-01,89.7099
1989-06-01,91.8962
1989-07-01,89.2546
1989-08-01,89.6686
1989-09-01,90.8309
1989-10-01,89.0001
1989-11-01,89.0073
1989-12-01,87.3594
1990-01-01,87.006
1990-02-01,87.0609
1990-03-01,88.9546
1990-04-01,88.901
1990-05-01,87.5355
1990-06-01,87.851
1990-07-01,85.629
1990-08-01,83.6972
1990-09-01,82.7398
1990-10-01,80.2233
1990-11-01,79.54
1990-12-01,80.9556
1991-01-01,80.3924
1991-02-01,79.1698
1991-03-01,83.1533
1991-04-01,84.624
1991-05-01,85.2134
1991-06-01,86.8485
1991-07-01,86.4661
1991-08-01,85.3882
1991-09-01,83.963
1991-10-01,82.8276
1991-11-01,81.349
1991-12-01,80.4934
1992-01-01,80.5878
1992-02-01,82.2664
1992-03-01,84.394
1992-04-01,84.0275
1992-05-01,83.0334
1992-06-01,81.2405
1992-07-01,79.5659
1992-08-01,78.8853
1992-09-01,79.5928
1992-10-01,81.8402
1992-11-01,85.4094
1992-12-01,85.5979
1993-01-01,86.8334
1993-02-01,86.7449
1993-03-01,85.737
1993-04-01,83.8008
1993-05-01,83.6399
1993-06-01,84.0748
1993-07-01,85.2552
1993-08-01,84.8972
1993-09-01,84.453
1993-10-01,85.613
1993-11-01,86.8693
1993-12-01,87.5503
1994-01-01,87.7804
1994-02-01,87.2079
1994-03-01,86.8232
1994-04-01,86.8696
1994-05-01,86.2306
1994-06-01,85.6039
1994-07-01,83.7489
1994-08-01,84.1722
1994-09-01,83.1076
1994-10-01,82.1822
1994-11-01,82.8889
1994-12-01,84.5887
1995-01-01,84.2631
1995-02-01,83.4431
1995-03-01,80.5395
1995-04-01,78.1236
1995-05-01,78.6208
1995-06-01,78.5884
1995-07-01,78.7493
1995-08-01,81.4466
1995-09-01,82.8462
1995-10-01,82.2372
1995-11-01,82.6279
1995-12-01,83.3543
1996-01-01,84.7651
1996-02-01,85.0174
1996-03-01,85.0257
1996-04-01,85.744
1996-05-01,86.2299
1996-06-01,86.5913
1996-07-01,86.281
1996-08-01,85.8783
1996-09-01,86.7047
1996-10-01,87.1377
1996-11-01,86.3874
1996-12-01,87.909
1997-01-01,89.4754
1997-02-01,92.2389
1997-03-01,93.1179
1997-04-01,93.9416
1997-05-01,92.303
1997-06-01,91.7948
1997-07-01,92.8027
1997-08-01,94.8833
1997-09-01,94.5489
1997-10-01,94.0415
1997-11-01,94.7682
1997-12-01,97.0379
1998-01-01,98.2502
1998-02-01,97.2356
1998-03-01,97.5778
1998-04-01,98.1644
1998-05-01,98.6207
1998-06-01,100.4312
1998-07-01,101.3151
1998-08-01,103.0262
1998-09-01,99
1998-10-01,95.6405
1998-11-01,96.4826
1998-12-01,95.8506
1999-01-01,95.1969
1999-02-01,96.6453
1999-03-01,98.5668
1999-04-01,99.1003
1999-05-01,99.1845
1999-06-01,100.061
1999-07-01,100.5909
1999-08-01,98.5539
1999-09-01,97.4645
1999-10-01,96.5219
1999-11-01,97.634
1999-12-01,98.14
2000-01-01,98.1844
2000-02-01,100.7072
2000-03-01,101.5065
2000-04-01,102.3366
2000-05-01,105.6345
2000-06-01,103.1529
2000-07-01,104.1977
2000-08-01,105.7308
2000-09-01,107.8469
2000-10-01,109.5715
2000-11-01,110.3258
2000-12-01,108.3975
2001-01-01,107.7714
2001-02-01,109.2688
2001-03-01,111.8238
2001-04-01,112.8243
2001-05-01,113.0381
2001-06-01,114.2719
2001-07-01,114.2583
2001-08-01,111.617
2001-09-01,111.5292
2001-10-01,112.2971
2001-11-01,113.8598
2001-12-01,114.1122
2002-01-01,115.7002
2002-02-01,116.6381
2002-03-01,115.6315
2002-04-01,114.9454
2002-05-01,111.8797
2002-06-01,108.8706
2002-07-01,106.1587
2002-08-01,107.7618
2002-09-01,108.1001
2002-10-01,108.6043
2002-11-01,107.0219
2002-12-01,106.0584
2003-01-01,103.2863
2003-02-01,102.4496
2003-03-01,101.7427
2003-04-01,101.2444
2003-05-01,96.4725
2003-06-01,95.3397
2003-07-01,97.4593
2003-08-01,98.9198
2003-09-01,97.1699
2003-10-01,93.4122
2003-11-01,92.9891
2003-12-01,90.6586
2004-01-01,89.004
2004-02-01,89.7094
2004-03-01,91.4287
2004-04-01,92.4861
2004-05-01,94.2362
2004-06-01,92.9124
2004-07-01,91.7786
2004-08-01,92.0602
2004-09-01,91.7518
2004-10-01,89.821
2004-11-01,86.5516
2004-12-01,85.5805
2005-01-01,86.5489
2005-02-01,87.5858
2005-03-01,86.7027
2005-04-01,88.3435
2005-05-01,89.4966
2005-06-01,91.1115
2005-07-01,92.301
2005-08-01,91.0445
2005-09-01,91.3521
2005-10-01,92.8586
2005-11-01,93.992
2005-12-01,93.0612
2006-01-01,91.7581
2006-02-01,92.647
2006-03-01,92.6895
2006-04-01,91.6561
2006-05-01,88.2072
2006-06-01,89.3311
2006-07-01,90.1591
2006-08-01,89.5595
2006-09-01,89.6897
2006-10-01,90.1249
2006-11-01,88.9973
2006-12-01,88.5939
2007-01-01,90.2055
2007-02-01,90.0703
2007-03-01,89.3913
2007-04-01,87.9697
2007-05-01,87.5151
2007-06-01,87.4669
2007-07-01,85.9286
2007-08-01,85.9732
2007-09-01,84.3355
2007-10-01,82.1311
2007-11-01,80.4638
2007-12-01,82.0912
2008-01-01,81.547
2008-02-01,81.0401
2008-03-01,78.5451
2008-04-01,78.7192
2008-05-01,79.0515
2008-06-01,80.1761
2008-07-01,79.8372
2008-08-01,83.3566
2008-09-01,85.0373
2008-10-01,90.1592
2008-11-01,91.5171
2008-12-01,88.6906
2009-01-01,89.4935
2009-02-01,91.9949
2009-03-01,92.6394
2009-04-01,91.1153
2009-05-01,87.3789
2009-06-01,85.7746
2009-07-01,85.2194
2009-08-01,83.9317
2009-09-01,82.6746
2009-10-01,81.4911
2009-11-01,81.004
2009-12-01,81.9703
2010-01-01,82.4411
2010-02-01,84.1857
2010-03-01,83.8119
2010-04-01,83.9723
2010-05-01,87.3069
2010-06-01,87.8104
2010-07-01,85.2528
2010-08-01,84.4359
2010-09-01,83.3906
2010-10-01,80.4181
2010-11-01,81.0086
2010-12-01,82.1625
2011-01-01,81.288
2011-02-01,80.405
2011-03-01,79.1472
2011-04-01,77.8397
2011-05-01,78.1081
2011-06-01,78.0553
2011-07-01,77.6743
2011-08-01,77.7835
2011-09-01,80.1075
2011-10-01,80.4697
2011-11-01,81.2622
2011-12-01,82.4037
2012-01-01,82.5132
2012-02-01,81.3723
2012-03-01,82.1292
2012-04-01,81.9269
2012-05-01,83.1731
2012-06-01,84.4709
2012-07-01,84.6592
2012-08-01,83.8493
2012-09-01,82.1748
2012-10-01,82.4304
2012-11-01,83.271
2012-12-01,82.6539
2013-01-01,83.1945
2013-02-01,84.5575
2013-03-01,86.1355
2013-04-01,86.084
2013-05-01,86.8489
2013-06-01,86.0844
2013-07-01,87.2078
2013-08-01,86.3089
2013-09-01,85.8802
2013-10-01,84.9011
2013-11-01,86.0063
2013-12-01,86.2304
2014-01-01,87.3594
2014-02-01,87.1521
2014-03-01,86.8936
2014-04-01,86.4238
2014-05-01,86.4441
2014-06-01,86.6797
2014-07-01,86.6406
2014-08-01,87.9586
2014-09-01,90.1967
2014-10-01,91.6078
2014-11-01,93.5881
2014-12-01,95.0179
2015-01-01,98.4228
2015-02-01,100.2461
2015-03-01,103.2326
2015-04-01,102.3818
2015-05-01,100.5049
2015-06-01,101.2544
2015-07-01,103.5534
2015-08-01,103.7587
2015-09-01,103.4136
2015-10-01,102.9227
2015-11-01,106.1199
2015-12-01,106.2552
2016-01-01,107.6317
2016-02-01,105.1454
2016-03-01,103.3596
2016-04-01,101.3382
2016-05-01,101.7877
2016-06-01,101.72
2016-07-01,103.2526
2016-08-01,102.2195
2016-09-01,102.6048
2016-10-01,104.7106
2016-11-01,106.847
2016-12-01,108.9399
2017-01-01,108.0729
2017-02-01,107.3325
2017-03-01,107.8977
2017-04-01,107.2251
2017-05-01,106.3856
2017-06-01,104.7985
2017-07-01,102.2583
2017-08-01,100.911
2017-09-01,99.9679
2017-10-01,101.8531
2017-11-01,102.3025
2017-12-01,101.8757
2018-01-01,99.1843
2018-02-01,98.588
2018-03-01,99.183
2018-04-01,99.4788
2018-05-01,102.185
2018-06-01,103.4669
2018-07-01,103.7007
2018-08-01,104.0982
2018-09-01,103.5933
2018-10-01,104.6172
2018-11-01,105.7491
2018-12-01,106.1826
2019-01-01,105.0069
2019-02-01,105.3039
2019-03-01,106.1233
2019-04-01,106.6314
2019-05-01,106.9738
2019-06-01,105.8588
2019-07-01,106.1285
2019-08-01,106.8193
2019-09-01,107.3811
2019-10-01,107.2673
2019-11-01,107.4492
2019-12-01,106.8913
