"Date","MANMM101CAM189N"
1969-12-01,17251507323.5686
1970-01-01,16551440745.6724
1970-02-01,16077262316.9108
1970-03-01,16215408788.2823
1970-04-01,16627981358.1891
1970-05-01,16418894806.9241
1970-06-01,16685853528.6285
1970-07-01,17258974700.3995
1970-08-01,17206703062.5832
1970-09-01,17281376830.8921
1970-10-01,17350450066.5779
1970-11-01,17270175765.6458
1970-12-01,18224133155.7923
1971-01-01,17671547270.3063
1971-02-01,17328047936.0852
1971-03-01,17798492676.4314
1971-04-01,18151326231.6911
1971-05-01,18457488681.7577
1971-06-01,19206093209.0546
1971-07-01,19342372836.2184
1971-08-01,19616798934.7537
1971-09-01,20173118508.6551
1971-10-01,20113379494.008
1971-11-01,20230990679.0945
1971-12-01,21438838881.4913
1972-01-01,20651030625.8322
1972-02-01,20253392809.5872
1972-03-01,20609960053.2623
1972-04-01,21022532623.1691
1972-05-01,21125209054.5939
1972-06-01,21705797603.1957
1972-07-01,22286386151.7976
1972-08-01,22551478029.2943
1972-09-01,23003254327.5632
1972-10-01,23148868175.7656
1972-11-01,23499834886.8176
1972-12-01,24578870838.8815
1973-01-01,24003882822.9028
1973-02-01,23462498002.6631
1973-03-01,23518503328.8948
1973-04-01,24315645805.5925
1973-05-01,24683414114.514
1973-06-01,25092252996.0053
1973-07-01,25842724367.51
1973-08-01,25986471371.5047
1973-09-01,26253430093.2091
1973-10-01,26367307589.8802
1973-11-01,26094748335.5526
1973-12-01,27321264980.0266
1974-01-01,26697739014.6471
1974-02-01,26072346205.0599
1974-03-01,26288900133.1558
1974-04-01,27588223701.731
1974-05-01,28135209054.5939
1974-06-01,27845848202.3968
1974-07-01,28172545938.7483
1974-08-01,27935456724.3675
1974-09-01,27998929427.4301
1974-10-01,27937323568.5752
1974-11-01,27730103861.518
1974-12-01,28923017310.253
1975-01-01,28755001331.5579
1975-02-01,28756868175.7656
1975-03-01,2.942e+10
1975-04-01,3.03e+10
1975-05-01,3.081e+10
1975-06-01,3.1305e+10
1975-07-01,3.2526e+10
1975-08-01,3.2306e+10
1975-09-01,3.2814e+10
1975-10-01,3.3009e+10
1975-11-01,3.3485e+10
1975-12-01,3.488e+10
1976-01-01,3.306e+10
1976-02-01,3.255e+10
1976-03-01,3.2394e+10
1976-04-01,3.281e+10
1976-05-01,3.3535e+10
1976-06-01,3.4333e+10
1976-07-01,3.4534e+10
1976-08-01,3.4503e+10
1976-09-01,3.4829e+10
1976-10-01,3.478e+10
1976-11-01,3.505e+10
1976-12-01,3.572e+10
1977-01-01,3.5017e+10
1977-02-01,3.4428e+10
1977-03-01,3.4505e+10
1977-04-01,3.5326e+10
1977-05-01,3.6311e+10
1977-06-01,3.7238e+10
1977-07-01,3.7687e+10
1977-08-01,3.78e+10
1977-09-01,3.7889e+10
1977-10-01,3.8233e+10
1977-11-01,3.89e+10
1977-12-01,3.9683e+10
1978-01-01,3.8864e+10
1978-02-01,3.8213e+10
1978-03-01,3.8253e+10
1978-04-01,3.8649e+10
1978-05-01,3.9774e+10
1978-06-01,4.0225e+10
1978-07-01,4.129e+10
1978-08-01,4.1326e+10
1978-09-01,4.1691e+10
1978-10-01,4.2007e+10
1978-11-01,4.3453e+10
1978-12-01,4.2887e+10
1979-01-01,4.1741e+10
1979-02-01,4.0669e+10
1979-03-01,3.9844e+10
1979-04-01,4.1152e+10
1979-05-01,4.2604e+10
1979-06-01,4.3211e+10
1979-07-01,4.4618e+10
1979-08-01,4.4322e+10
1979-09-01,4.4423e+10
1979-10-01,4.472e+10
1979-11-01,4.4396e+10
1979-12-01,4.4783e+10
1980-01-01,4.3976e+10
1980-02-01,4.3028e+10
1980-03-01,4.3477e+10
1980-04-01,4.416e+10
1980-05-01,4.4535e+10
1980-06-01,4.5231e+10
1980-07-01,4.709e+10
1980-08-01,4.7129e+10
1980-09-01,4.8015e+10
1980-10-01,4.9144e+10
1980-11-01,5.0014e+10
1980-12-01,5.1034e+10
1981-01-01,4.837e+10
1981-02-01,4.7381e+10
1981-03-01,4.7123e+10
1981-04-01,4.865e+10
1981-05-01,4.937e+10
1981-06-01,4.9018e+10
1981-07-01,5.054e+10
1981-08-01,5.0291e+10
1981-09-01,4.9837e+10
1981-10-01,4.9257e+10
1981-11-01,4.8671e+10
1981-12-01,4.9873e+10
1982-01-01,4.8613e+10
1982-02-01,4.7971e+10
1982-03-01,4.7388e+10
1982-04-01,4.8998e+10
1982-05-01,5.0637e+10
1982-06-01,5.1456e+10
1982-07-01,5.15e+10
1982-08-01,5.109e+10
1982-09-01,5.1666e+10
1982-10-01,5.2048e+10
1982-11-01,5.3391e+10
1982-12-01,5.5174e+10
1983-01-01,5.4612e+10
1983-02-01,5.4141e+10
1983-03-01,5.4175e+10
1983-04-01,5.5413e+10
1983-05-01,5.719e+10
1983-06-01,5.8145e+10
1983-07-01,5.9259e+10
1983-08-01,5.9823e+10
1983-09-01,6.0208e+10
1983-10-01,6.0333e+10
1983-11-01,6.1522e+10
1983-12-01,6.2591e+10
1984-01-01,6.0484e+10
1984-02-01,5.9223e+10
1984-03-01,5.8594e+10
1984-04-01,5.976e+10
1984-05-01,6.1873e+10
1984-06-01,6.2703e+10
1984-07-01,6.446e+10
1984-08-01,6.4464e+10
1984-09-01,6.5532e+10
1984-10-01,6.7069e+10
1984-11-01,6.7968e+10
1984-12-01,7.0528e+10
1985-01-01,7.0487e+10
1985-02-01,7.0055e+10
1985-03-01,7.0729e+10
1985-04-01,7.2544e+10
1985-05-01,7.6391e+10
1985-06-01,7.8002e+10
1985-07-01,8.0455e+10
1985-08-01,8.1254e+10
1985-09-01,8.3393e+10
1985-10-01,8.6175e+10
1985-11-01,8.7871e+10
1985-12-01,8.9427e+10
1986-01-01,8.9091e+10
1986-02-01,8.7519e+10
1986-03-01,8.6794e+10
1986-04-01,8.943e+10
1986-05-01,9.2488e+10
1986-06-01,9.418e+10
1986-07-01,9.6321e+10
1986-08-01,9.597e+10
1986-09-01,9.7192e+10
1986-10-01,9.8981e+10
1986-11-01,1.00167e+11
1986-12-01,1.02767e+11
1987-01-01,1.01045e+11
1987-02-01,1.01636e+11
1987-03-01,1.01862e+11
1987-04-01,1.05518e+11
1987-05-01,1.07657e+11
1987-06-01,1.08692e+11
1987-07-01,1.09704e+11
1987-08-01,1.0857e+11
1987-09-01,1.09209e+11
1987-10-01,1.09176e+11
1987-11-01,1.06884e+11
1987-12-01,1.08524e+11
1988-01-01,1.05735e+11
1988-02-01,1.03929e+11
1988-03-01,1.0402e+11
1988-04-01,1.05605e+11
1988-05-01,1.0692e+11
1988-06-01,1.10182e+11
1988-07-01,1.11491e+11
1988-08-01,1.12194e+11
1988-09-01,1.12326e+11
1988-10-01,1.11996e+11
1988-11-01,1.15146e+11
1988-12-01,1.16429e+11
1989-01-01,1.13623e+11
1989-02-01,1.11732e+11
1989-03-01,1.11817e+11
1989-04-01,1.12102e+11
1989-05-01,1.14325e+11
1989-06-01,1.15568e+11
1989-07-01,1.17079e+11
1989-08-01,1.17189e+11
1989-09-01,1.18933e+11
1989-10-01,1.20667e+11
1989-11-01,1.23425e+11
1989-12-01,1.25913e+11
1990-01-01,1.22769e+11
1990-02-01,1.2057e+11
1990-03-01,1.19329e+11
1990-04-01,1.21698e+11
1990-05-01,1.2249e+11
1990-06-01,1.22748e+11
1990-07-01,1.22996e+11
1990-08-01,1.22205e+11
1990-09-01,1.2267e+11
1990-10-01,1.2411e+11
1990-11-01,1.25351e+11
1990-12-01,1.28499e+11
1991-01-01,1.27067e+11
1991-02-01,1.24572e+11
1991-03-01,1.24456e+11
1991-04-01,1.25788e+11
1991-05-01,1.27873e+11
1991-06-01,1.28595e+11
1991-07-01,1.31358e+11
1991-08-01,1.30126e+11
1991-09-01,1.30388e+11
1991-10-01,1.30361e+11
1991-11-01,1.31968e+11
1991-12-01,1.34511e+11
1992-01-01,1.31849e+11
1992-02-01,1.29852e+11
1992-03-01,1.28153e+11
1992-04-01,1.31252e+11
1992-05-01,1.31685e+11
1992-06-01,1.32828e+11
1992-07-01,1.35419e+11
1992-08-01,1.35233e+11
1992-09-01,1.38286e+11
1992-10-01,1.38776e+11
1992-11-01,1.38973e+11
1992-12-01,1.39842e+11
1993-01-01,1.36682e+11
1993-02-01,1.34139e+11
1993-03-01,1.31539e+11
1993-04-01,1.34598e+11
1993-05-01,1.36839e+11
1993-06-01,1.41749e+11
1993-07-01,1.4281e+11
1993-08-01,1.43252e+11
1993-09-01,1.46663e+11
1993-10-01,1.47068e+11
1993-11-01,1.48304e+11
1993-12-01,1.51501e+11
1994-01-01,1.50015e+11
1994-02-01,1.49923e+11
1994-03-01,1.48769e+11
1994-04-01,1.51775e+11
1994-05-01,1.52283e+11
1994-06-01,1.54433e+11
1994-07-01,1.55712e+11
1994-08-01,1.5378e+11
1994-09-01,1.53947e+11
1994-10-01,1.55004e+11
1994-11-01,1.54597e+11
1994-12-01,1.56281e+11
1995-01-01,1.54042e+11
1995-02-01,1.50736e+11
1995-03-01,1.47965e+11
1995-04-01,1.51447e+11
1995-05-01,1.5012e+11
1995-06-01,1.53689e+11
1995-07-01,1.54857e+11
1995-08-01,1.54772e+11
1995-09-01,1.56515e+11
1995-10-01,1.57864e+11
1995-11-01,1.5853e+11
1995-12-01,1.60399e+11
1996-01-01,1.57554e+11
1996-02-01,1.57181e+11
1996-03-01,1.57662e+11
1996-04-01,1.61046e+11
1996-05-01,1.64098e+11
1996-06-01,1.68677e+11
1996-07-01,1.68737e+11
1996-08-01,1.69207e+11
1996-09-01,1.70084e+11
1996-10-01,1.73142e+11
1996-11-01,1.75984e+11
1996-12-01,1.79464e+11
1997-01-01,1.77253e+11
1997-02-01,1.7686e+11
1997-03-01,1.76503e+11
1997-04-01,1.79292e+11
1997-05-01,1.82615e+11
1997-06-01,1.86742e+11
1997-07-01,1.87448e+11
1997-08-01,1.88978e+11
1997-09-01,1.8865e+11
1997-10-01,1.9058e+11
1997-11-01,1.94148e+11
1997-12-01,1.97144e+11
1998-01-01,1.95279e+11
1998-02-01,1.91596e+11
1998-03-01,1.89844e+11
1998-04-01,1.93287e+11
1998-05-01,1.95816e+11
1998-06-01,1.98045e+11
1998-07-01,1.99763e+11
1998-08-01,2.00564e+11
1998-09-01,2.00915e+11
1998-10-01,2.01827e+11
1998-11-01,2.02385e+11
1998-12-01,2.04433e+11
1999-01-01,2.03111e+11
1999-02-01,2.00414e+11
1999-03-01,1.99059e+11
1999-04-01,2.03614e+11
1999-05-01,2.07212e+11
1999-06-01,2.09033e+11
1999-07-01,2.10833e+11
1999-08-01,2.12373e+11
1999-09-01,2.12263e+11
1999-10-01,2.13511e+11
1999-11-01,2.15279e+11
1999-12-01,2.1984e+11
2000-01-01,2.17231e+11
2000-02-01,2.17651e+11
2000-03-01,2.18714e+11
2000-04-01,2.26269e+11
2000-05-01,2.27008e+11
2000-06-01,2.31459e+11
2000-07-01,2.33681e+11
2000-08-01,2.33924e+11
2000-09-01,2.36189e+11
2000-10-01,2.38605e+11
2000-11-01,2.40064e+11
2000-12-01,2.46635e+11
2001-01-01,2.40867e+11
2001-02-01,2.4089e+11
2001-03-01,2.40357e+11
2001-04-01,2.45546e+11
2001-05-01,2.50465e+11
2001-06-01,2.51853e+11
2001-07-01,2.54095e+11
2001-08-01,2.53921e+11
2001-09-01,2.60483e+11
2001-10-01,2.61061e+11
2001-11-01,2.669e+11
2001-12-01,2.75586e+11
2002-01-01,2.71609e+11
2002-02-01,2.69575e+11
2002-03-01,2.68791e+11
2002-04-01,2.72137e+11
2002-05-01,2.73696e+11
2002-06-01,2.79242e+11
2002-07-01,2.80181e+11
2002-08-01,2.81865e+11
2002-09-01,2.83357e+11
2002-10-01,2.85189e+11
2002-11-01,2.86449e+11
2002-12-01,2.8944e+11
2003-01-01,2.83589e+11
2003-02-01,2.79561e+11
2003-03-01,2.76445e+11
2003-04-01,2.79936e+11
2003-05-01,2.82605e+11
2003-06-01,2.88537e+11
2003-07-01,2.93368e+11
2003-08-01,2.946e+11
2003-09-01,2.94916e+11
2003-10-01,2.9482e+11
2003-11-01,2.98137e+11
2003-12-01,3.03899e+11
2004-01-01,3.00576e+11
2004-02-01,3.00242e+11
2004-03-01,2.98214e+11
2004-04-01,3.06785e+11
2004-05-01,3.12437e+11
2004-06-01,3.17915e+11
2004-07-01,3.18476e+11
2004-08-01,3.16616e+11
2004-09-01,3.16443e+11
2004-10-01,3.18487e+11
2004-11-01,3.19007e+11
2004-12-01,3.29212e+11
2005-01-01,3.24409e+11
2005-02-01,3.22271e+11
2005-03-01,3.19995e+11
2005-04-01,3.27831e+11
2005-05-01,3.31363e+11
2005-06-01,3.36698e+11
2005-07-01,3.3553e+11
2005-08-01,3.32036e+11
2005-09-01,3.35895e+11
2005-10-01,3.39022e+11
2005-11-01,3.40797e+11
2005-12-01,3.48938e+11
2006-01-01,3.43062e+11
2006-02-01,3.42852e+11
2006-03-01,3.41662e+11
2006-04-01,3.50951e+11
2006-05-01,3.55905e+11
2006-06-01,3.62203e+11
2006-07-01,3.65545e+11
2006-08-01,3.64416e+11
2006-09-01,3.67475e+11
2006-10-01,3.71214e+11
2006-11-01,3.76649e+11
2006-12-01,3.86895e+11
2007-01-01,3.77715e+11
2007-02-01,3.74903e+11
2007-03-01,3.74133e+11
2007-04-01,3.84025e+11
2007-05-01,3.87715e+11
2007-06-01,3.96872e+11
2007-07-01,4.0054e+11
2007-08-01,4.00246e+11
2007-09-01,4.03054e+11
2007-10-01,3.99523e+11
2007-11-01,4.02554e+11
2007-12-01,4.14535e+11
2008-01-01,4.06493e+11
2008-02-01,4.01707e+11
2008-03-01,4.00921e+11
2008-04-01,4.09403e+11
2008-05-01,4.19463e+11
2008-06-01,4.27835e+11
2008-07-01,4.29665e+11
2008-08-01,4.30446e+11
2008-09-01,4.35474e+11
2008-10-01,4.43102e+11
2008-11-01,4.50953e+11
2008-12-01,4.6434e+11
2009-01-01,4.54809e+11
2009-02-01,4.47661e+11
2009-03-01,4.47497e+11
2009-04-01,4.59847e+11
2009-05-01,4.67327e+11
2009-06-01,4.75541e+11
2009-07-01,4.83839e+11
2009-08-01,4.88852e+11
2009-09-01,4.92719e+11
2009-10-01,5.00262e+11
2009-11-01,5.08316e+11
2009-12-01,5.20278e+11
2010-01-01,5.1107e+11
2010-02-01,5.08949e+11
2010-03-01,5.06462e+11
2010-04-01,5.16634e+11
2010-05-01,5.27533e+11
2010-06-01,5.35934e+11
2010-07-01,5.3922e+11
2010-08-01,5.37094e+11
2010-09-01,5.41631e+11
2010-10-01,5.47139e+11
2010-11-01,5.49783e+11
2010-12-01,5.64107e+11
2011-01-01,5.54525e+11
2011-02-01,5.48286e+11
2011-03-01,5.46079e+11
2011-04-01,5.53647e+11
2011-05-01,5.58779e+11
2011-06-01,5.71525e+11
2011-07-01,5.75482e+11
2011-08-01,5.74902e+11
2011-09-01,5.89058e+11
2011-10-01,5.96639e+11
2011-11-01,5.98279e+11
2011-12-01,6.10475e+11
2012-01-01,6.08258e+11
2012-02-01,6.00912e+11
2012-03-01,5.98471e+11
2012-04-01,6.12639e+11
2012-05-01,6.2154e+11
2012-06-01,6.35388e+11
2012-07-01,6.39409e+11
2012-08-01,6.38128e+11
2012-09-01,6.38234e+11
2012-10-01,6.38631e+11
2012-11-01,6.47121e+11
2012-12-01,6.60672e+11
2013-01-01,6.5046e+11
2013-02-01,6.54418e+11
2013-03-01,6.57763e+11
2013-04-01,6.65663e+11
2013-05-01,6.68383e+11
2013-06-01,6.79645e+11
2013-07-01,6.81964e+11
2013-08-01,6.85281e+11
2013-09-01,6.89378e+11
2013-10-01,6.94078e+11
2013-11-01,7.04348e+11
2013-12-01,7.20347e+11
2014-01-01,7.14778e+11
2014-02-01,7.05471e+11
2014-03-01,7.05364e+11
2014-04-01,7.11298e+11
2014-05-01,7.19347e+11
2014-06-01,7.28308e+11
2014-07-01,7.30809e+11
2014-08-01,7.35629e+11
2014-09-01,7.42175e+11
2014-10-01,7.4996e+11
2014-11-01,7.54472e+11
2014-12-01,7.68857e+11
2015-01-01,7.56397e+11
2015-02-01,7.53521e+11
2015-03-01,7.53996e+11
2015-04-01,7.65546e+11
2015-05-01,7.7158e+11
2015-06-01,7.83034e+11
2015-07-01,7.94743e+11
2015-08-01,8.00311e+11
2015-09-01,8.08506e+11
2015-10-01,8.11421e+11
2015-11-01,8.17937e+11
2015-12-01,8.32075e+11
2016-01-01,8.25086e+11
2016-02-01,8.20505e+11
2016-03-01,8.1839e+11
2016-04-01,8.28724e+11
2016-05-01,8.36853e+11
2016-06-01,8.45995e+11
2016-07-01,8.6214e+11
2016-08-01,8.65372e+11
2016-09-01,8.77625e+11
2016-10-01,8.86089e+11
2016-11-01,8.9427e+11
2016-12-01,9.12373e+11
2017-01-01,9.09212e+11
2017-02-01,8.9632e+11
2017-03-01,9.01071e+11
2017-04-01,9.21625e+11
2017-05-01,9.33972e+11
2017-06-01,9.44223e+11
2017-07-01,9.47774e+11
2017-08-01,9.45868e+11
2017-09-01,9.51004e+11
2017-10-01,9.56528e+11
2017-11-01,9.6024e+11
2017-12-01,9.81519e+11
2018-01-01,9.63936e+11
2018-02-01,9.57613e+11
2018-03-01,9.58978e+11
2018-04-01,9.70981e+11
2018-05-01,9.70157e+11
2018-06-01,9.82218e+11
2018-07-01,9.82961e+11
2018-08-01,9.85931e+11
2018-09-01,9.94254e+11
2018-10-01,9.95644e+11
2018-11-01,1.004801e+12
2018-12-01,1.025517e+12
2019-01-01,1.005246e+12
2019-02-01,9.93471e+11
2019-03-01,9.9406e+11
2019-04-01,1.010052e+12
2019-05-01,1.019965e+12
2019-06-01,1.029936e+12
2019-07-01,1.040207e+12
2019-08-01,1.049483e+12
2019-09-01,1.063273e+12
2019-10-01,1.068605e+12
2019-11-01,1.077524e+12
2019-12-01,1.100854e+12
2020-01-01,1.086587e+12
2020-02-01,1.100312e+12
2020-03-01,1.139774e+12
2020-04-01,1.200268e+12
2020-05-01,1.240489e+12
2020-06-01,1.280566e+12
2020-07-01,1.305109e+12
2020-08-01,1.334929e+12
2020-09-01,1.361707e+12
2020-10-01,1.382901e+12
2020-11-01,1.400723e+12
2020-12-01,1.414442e+12
2021-01-01,1.414992e+12
2021-02-01,1.435859e+12
2021-03-01,1.449097e+12
2021-04-01,1.49122e+12
2021-05-01,1.52284e+12
2021-06-01,1.544146e+12
2021-07-01,1.564293e+12
2021-08-01,1.580923e+12
2021-09-01,1.586289e+12
2021-10-01,1.589837e+12
2021-11-01,1.610278e+12
2021-12-01,1.613034e+12
2022-01-01,1.612159e+12
2022-02-01,1.62014e+12
2022-03-01,1.614136e+12
2022-04-01,1.621529e+12
2022-05-01,1.625666e+12
2022-06-01,1.62481e+12
2022-07-01,1.614053e+12
2022-08-01,1.591959e+12
2022-09-01,1.592007e+12
2022-10-01,1.571552e+12
2022-11-01,1.559304e+12
2022-12-01,1.553369e+12
2023-01-01,1.529049e+12
2023-02-01,1.522425e+12
2023-03-01,1.502703e+12
2023-04-01,1.50577e+12
2023-05-01,1.503487e+12
2023-06-01,1.505754e+12
2023-07-01,1.510883e+12
2023-08-01,1.511696e+12
2023-09-01,1.511736e+12
