"Date","LFIN64FECAM647S"
2009-05-01,2901291.93662574
2009-06-01,2921101.38014196
2009-07-01,2944820.57622987
2009-08-01,2921296.55523611
2009-09-01,2940925.38964699
2009-10-01,2974904.11416464
2009-11-01,2921621.70522144
2009-12-01,2963652.60660592
2010-01-01,2946526.36419824
2010-02-01,2961385.30039774
2010-03-01,2964795.05480414
2010-04-01,2958967.94562968
2010-05-01,2964189.42039782
2010-06-01,2932544.08640498
2010-07-01,2940814.73175112
2010-08-01,2932383.86774151
2010-09-01,2959939.828495
2010-10-01,2963623.421203
2010-11-01,2989739.34896746
2010-12-01,2999053.83036952
2011-01-01,2952867.90978433
2011-02-01,2962568.97085969
2011-03-01,2995852.57668258
2011-04-01,2975651.75370912
2011-05-01,2997180.28013186
2011-06-01,2995927.06833425
2011-07-01,3002915.47240842
2011-08-01,2993378.86619207
2011-09-01,3023120.75607912
2011-10-01,3030087.29930242
2011-11-01,3020044.46427581
2011-12-01,3032388.91682668
2012-01-01,3005301.87991444
2012-02-01,3022673.73560589
2012-03-01,3008735.36095698
2012-04-01,2956001.37935098
2012-05-01,2986689.37421864
2012-06-01,3015256.87658354
2012-07-01,3010175.00633331
2012-08-01,2964116.03941457
2012-09-01,2962690.6334574
2012-10-01,2965778.23785574
2012-11-01,2949961.33507174
2012-12-01,2931847.1604819
2013-01-01,2934202.40745985
2013-02-01,2902800.09425606
2013-03-01,2936350.77646755
2013-04-01,2955178.12739133
2013-05-01,2965605.07111808
2013-06-01,2961790.53646539
2013-07-01,2955556.30209031
2013-08-01,2936875.94400407
2013-09-01,2958511.41086067
2013-10-01,2967326.30926972
2013-11-01,2983224.00684363
2013-12-01,2986549.8578307
2014-01-01,3002159.15347212
2014-02-01,3010458.05132928
2014-03-01,3025987.76959626
2014-04-01,3020178.76006119
2014-05-01,3001381.95954128
2014-06-01,3008656.1664085
2014-07-01,3007036.71293162
2014-08-01,3047680.93126851
2014-09-01,3031147.22376376
2014-10-01,3041774.17131848
2014-11-01,3023600.5142486
2014-12-01,3058657.1567088
2015-01-01,3047137.35300248
2015-02-01,3035719.43955066
2015-03-01,2996726.45709363
2015-04-01,3024569.76354615
2015-05-01,3032161.92167625
2015-06-01,3050609.49501967
2015-07-01,3046331.61767142
2015-08-01,3028893.75623666
2015-09-01,3022362.24352674
2015-10-01,3035573.06116084
2015-11-01,3032409.02042114
2015-12-01,3024739.84033568
2016-01-01,3021843.47587841
2016-02-01,3039531.86325755
2016-03-01,3011387.85926537
2016-04-01,2995114.31923643
2016-05-01,3013481.52995022
2016-06-01,3037244.27005509
2016-07-01,3052000.20349519
2016-08-01,3071299.7075169
2016-09-01,3051185.63425156
2016-10-01,3029707.05857294
2016-11-01,3048503.20731721
2016-12-01,3015856.39360517
2017-01-01,2969165.70432092
2017-02-01,2994066.27560572
2017-03-01,2997925.68430129
2017-04-01,3011906.71576496
2017-05-01,2993408.73334831
2017-06-01,2964020.84568766
2017-07-01,2971597.45506507
2017-08-01,3010062.27381028
2017-09-01,3022521.99884962
2017-10-01,2996158.13737237
2017-11-01,2995930.58934571
2017-12-01,2980079.2914725
2018-01-01,3021723.49962992
2018-02-01,3024831.17143826
2018-03-01,3023855.34312563
2018-04-01,3032208.08521554
2018-05-01,3031507.37645381
2018-06-01,3020070.87577186
2018-07-01,2987440.76170238
2018-08-01,2947816.08073766
2018-09-01,2975861.922105
2018-10-01,2981933.26922739
2018-11-01,2983715.73141436
2018-12-01,2968933.16063749
2019-01-01,2982568.97528169
2019-02-01,2972336.74412849
2019-03-01,2996083.63586288
2019-04-01,2939740.55261356
2019-05-01,2981720.27077443
2019-06-01,2951252.16867369
2019-07-01,2975667.81182285
2019-08-01,2970622.14354993
2019-09-01,2933215.9370817
2019-10-01,2939710.35905673
2019-11-01,2924185.49217285
2019-12-01,2934018.08431626
2020-01-01,2928329.20641404
2020-02-01,2954485.43659003
2020-03-01,3312186.65928581
2020-04-01,3818885.28005152
2020-05-01,3688767.7536368
2020-06-01,3269709.66841682
2020-07-01,3158040.98129496
2020-08-01,3074493.39004896
2020-09-01,3018094.69442453
2020-10-01,2984223.08618585
2020-11-01,2984926.53319409
2020-12-01,3005991.80014445
2021-01-01,3039743.14720583
2021-02-01,3004297.96390084
2021-03-01,2981854.36113561
2021-04-01,3007050.43808852
2021-05-01,3040934.0344377
2021-06-01,2950331.31385847
2021-07-01,2933443.56894929
2021-08-01,2883729.9262434
2021-09-01,2835666.29389877
2021-10-01,2864431.25192762
2021-11-01,2845980.04461561
2021-12-01,2837158.66839281
2022-01-01,2875301.44565921
2022-02-01,2846724.45997008
2022-03-01,2841602.34901407
2022-04-01,2847059.8442061
2022-05-01,2828962.09174656
2022-06-01,2878919.95778858
2022-07-01,2907109.13337892
2022-08-01,2911976.04193783
2022-09-01,2915109.62062968
2022-10-01,2860203.64934467
2022-11-01,2867675.10769785
2022-12-01,2854861.06807804
2023-01-01,2795053.43446314
2023-02-01,2794520.98466843
2023-03-01,2810156.69995432
2023-04-01,2831294.63747244
2023-05-01,2845527.81945931
2023-06-01,2851147.7649926
2023-07-01,2839606.24851739
2023-08-01,2888659.60334112
2023-09-01,2919923.1696077
2023-10-01,2936280.33259046
2023-11-01,2942909.58895319
