"Date","LFEM25MACAM647N"
2005-10-01,6130900
2005-11-01,6076100
2005-12-01,6033100
2006-01-01,5927800
2006-02-01,5938200
2006-03-01,5960500
2006-04-01,6027400
2006-05-01,6142900
2006-06-01,6185500
2006-07-01,6163800
2006-08-01,6170100
2006-09-01,6182200
2006-10-01,6141300
2006-11-01,6089000
2006-12-01,6053000
2007-01-01,5993400
2007-02-01,5988400
2007-03-01,5976200
2007-04-01,6020400
2007-05-01,6129200
2007-06-01,6187000
2007-07-01,6182500
2007-08-01,6173400
2007-09-01,6203500
2007-10-01,6173400
2007-11-01,6168100
2007-12-01,6109500
2008-01-01,6047200
2008-02-01,6065100
2008-03-01,6079400
2008-04-01,6114100
2008-05-01,6211000
2008-06-01,6261700
2008-07-01,6209900
2008-08-01,6235700
2008-09-01,6230600
2008-10-01,6233300
2008-11-01,6166000
2008-12-01,6078200
2009-01-01,5920700
2009-02-01,5896000
2009-03-01,5862900
2009-04-01,5900200
2009-05-01,5991300
2009-06-01,6055400
2009-07-01,6044100
2009-08-01,6057400
2009-09-01,6060400
2009-10-01,6069300
2009-11-01,6029600
2009-12-01,5949400
2010-01-01,5855000
2010-02-01,5859400
2010-03-01,5871800
2010-04-01,5953300
2010-05-01,6041800
2010-06-01,6133200
2010-07-01,6105100
2010-08-01,6136600
2010-09-01,6165700
2010-10-01,6121900
2010-11-01,6098400
2010-12-01,6035100
2011-01-01,5958300
2011-02-01,5975300
2011-03-01,5987300
2011-04-01,6052600
2011-05-01,6152200
2011-06-01,6195900
2011-07-01,6168200
2011-08-01,6204700
2011-09-01,6219500
2011-10-01,6187100
2011-11-01,6134400
2011-12-01,6063200
2012-01-01,5981100
2012-02-01,6019800
2012-03-01,6003800
2012-04-01,6078500
2012-05-01,6189300
2012-06-01,6227000
2012-07-01,6191600
2012-08-01,6223600
2012-09-01,6270600
2012-10-01,6230700
2012-11-01,6201200
2012-12-01,6173000
2013-01-01,6040300
2013-02-01,6076300
2013-03-01,6043400
2013-04-01,6114900
2013-05-01,6196300
2013-06-01,6225700
2013-07-01,6212300
2013-08-01,6214000
2013-09-01,6245600
2013-10-01,6217100
2013-11-01,6193400
2013-12-01,6103700
2014-01-01,6047000
2014-02-01,6036300
2014-03-01,6037700
2014-04-01,6088100
2014-05-01,6164700
2014-06-01,6204900
2014-07-01,6184500
2014-08-01,6230900
2014-09-01,6260800
2014-10-01,6233800
2014-11-01,6209400
2014-12-01,6192600
2015-01-01,6069600
2015-02-01,6058700
2015-03-01,6043400
2015-04-01,6092000
2015-05-01,6183500
2015-06-01,6235600
2015-07-01,6215800
2015-08-01,6246100
2015-09-01,6257100
2015-10-01,6249600
2015-11-01,6190200
2015-12-01,6125400
2016-01-01,6030000
2016-02-01,6037600
2016-03-01,6041900
2016-04-01,6084400
2016-05-01,6195200
2016-06-01,6238400
2016-07-01,6210700
2016-08-01,6214500
2016-09-01,6233900
2016-10-01,6220800
2016-11-01,6221200
2016-12-01,6156300
2017-01-01,6107300
2017-02-01,6087500
2017-03-01,6112200
2017-04-01,6159000
2017-05-01,6265000
2017-06-01,6296200
2017-07-01,6309300
2017-08-01,6317500
2017-09-01,6313700
2017-10-01,6315400
2017-11-01,6315600
2017-12-01,6280600
2018-01-01,6211000
2018-02-01,6207700
2018-03-01,6207100
2018-04-01,6258300
2018-05-01,6323100
2018-06-01,6376300
2018-07-01,6353800
2018-08-01,6341500
2018-09-01,6404400
2018-10-01,6414800
2018-11-01,6413900
2018-12-01,6359800
2019-01-01,6263200
2019-02-01,6275900
2019-03-01,6292200
2019-04-01,6327400
2019-05-01,6446000
2019-06-01,6460300
2019-07-01,6463800
2019-08-01,6486800
2019-09-01,6532900
2019-10-01,6487100
2019-11-01,6436300
2019-12-01,6404000
2020-01-01,6315200
2020-02-01,6353600
2020-03-01,6161500
2020-04-01,5566400
2020-05-01,5766400
2020-06-01,6134600
2020-07-01,6183800
2020-08-01,6256500
2020-09-01,6348600
2020-10-01,6367300
2020-11-01,6350500
2020-12-01,6293000
2021-01-01,6156700
2021-02-01,6234500
2021-03-01,6270500
2021-04-01,6299700
2021-05-01,6379000
2021-06-01,6415000
2021-07-01,6422900
2021-08-01,6432600
2021-09-01,6518600
2021-10-01,6556400
2021-11-01,6573500
2021-12-01,6586700
2022-01-01,6450000
2022-02-01,6540800
2022-03-01,6580700
2022-04-01,6617200
2022-05-01,6691000
2022-06-01,6728500
2022-07-01,6717100
2022-08-01,6702900
2022-09-01,6736200
2022-10-01,6750800
2022-11-01,6740200
2022-12-01,6683800
2023-01-01,6656300
2023-02-01,6663500
2023-03-01,6677700
2023-04-01,6719900
2023-05-01,6843100
2023-06-01,6894500
2023-07-01,6845600
2023-08-01,6866300
2023-09-01,6935000
2023-10-01,6921200
2023-11-01,6911800
