"Date","LFEM64TTCAM647N"
1987-01-01,11544200
1987-02-01,11632200
1987-03-01,11729100
1987-04-01,11855600
1987-05-01,12218300
1987-06-01,12492500
1987-07-01,12628500
1987-08-01,12632300
1987-09-01,12305500
1987-10-01,12364000
1987-11-01,12284300
1987-12-01,12261100
1988-01-01,12022400
1988-02-01,12127500
1988-03-01,12189600
1988-04-01,12268700
1988-05-01,12646600
1988-06-01,12855700
1988-07-01,12988700
1988-08-01,12963000
1988-09-01,12623100
1988-10-01,12665200
1988-11-01,12557100
1988-12-01,12513000
1989-01-01,12368400
1989-02-01,12403100
1989-03-01,12489000
1989-04-01,12526200
1989-05-01,12885100
1989-06-01,13113200
1989-07-01,13240800
1989-08-01,13270200
1989-09-01,12942600
1989-10-01,12946900
1989-11-01,12827200
1989-12-01,12740600
1990-01-01,12524300
1990-02-01,12588900
1990-03-01,12621100
1990-04-01,12729200
1990-05-01,13006200
1990-06-01,13261200
1990-07-01,13393700
1990-08-01,13336800
1990-09-01,12998800
1990-10-01,12950600
1990-11-01,12746000
1990-12-01,12607200
1991-01-01,12315400
1991-02-01,12316200
1991-03-01,12318600
1991-04-01,12436700
1991-05-01,12777900
1991-06-01,12996300
1991-07-01,13125900
1991-08-01,13091800
1991-09-01,12779800
1991-10-01,12774500
1991-11-01,12587300
1991-12-01,12472900
1992-01-01,12197900
1992-02-01,12239100
1992-03-01,12227100
1992-04-01,12293700
1992-05-01,12620200
1992-06-01,12881200
1992-07-01,12964600
1992-08-01,12908200
1992-09-01,12630400
1992-10-01,12639400
1992-11-01,12495800
1992-12-01,12411600
1993-01-01,12166600
1993-02-01,12255000
1993-03-01,12286600
1993-04-01,12317000
1993-05-01,12640400
1993-06-01,12947800
1993-07-01,13026700
1993-08-01,12999200
1993-09-01,12770500
1993-10-01,12732900
1993-11-01,12650000
1993-12-01,12521600
1994-01-01,12237800
1994-02-01,12348800
1994-03-01,12414200
1994-04-01,12481500
1994-05-01,12926800
1994-06-01,13176700
1994-07-01,13315900
1994-08-01,13302700
1994-09-01,13095500
1994-10-01,13069000
1994-11-01,13027200
1994-12-01,12924300
1995-01-01,12697000
1995-02-01,12729900
1995-03-01,12793200
1995-04-01,12814700
1995-05-01,13179100
1995-06-01,13420500
1995-07-01,13488700
1995-08-01,13488300
1995-09-01,13254000
1995-10-01,13234100
1995-11-01,13091000
1995-12-01,13037500
1996-01-01,12797200
1996-02-01,12860700
1996-03-01,12884100
1996-04-01,12980600
1996-05-01,13317400
1996-06-01,13515800
1996-07-01,13649000
1996-08-01,13656900
1996-09-01,13342000
1996-10-01,13295200
1996-11-01,13210000
1996-12-01,13179500
1997-01-01,12956600
1997-02-01,13016700
1997-03-01,13087100
1997-04-01,13154900
1997-05-01,13513800
1997-06-01,13824100
1997-07-01,13909000
1997-08-01,13968000
1997-09-01,13711500
1997-10-01,13685100
1997-11-01,13610700
1997-12-01,13566200
1998-01-01,13266500
1998-02-01,13383600
1998-03-01,13444600
1998-04-01,13550400
1998-05-01,13861300
1998-06-01,14115300
1998-07-01,14226100
1998-08-01,14252900
1998-09-01,14013000
1998-10-01,14000500
1998-11-01,13943400
1998-12-01,13895900
1999-01-01,13672700
1999-02-01,13732700
1999-03-01,13774800
1999-04-01,13893200
1999-05-01,14236700
1999-06-01,14480900
1999-07-01,14589000
1999-08-01,14567100
1999-09-01,14347400
1999-10-01,14363200
1999-11-01,14316400
1999-12-01,14309700
2000-01-01,14047900
2000-02-01,14157100
2000-03-01,14202100
2000-04-01,14278300
2000-05-01,14659100
2000-06-01,14838500
2000-07-01,14911300
2000-08-01,14893400
2000-09-01,14671300
2000-10-01,14692600
2000-11-01,14641300
2000-12-01,14616400
2001-01-01,14328800
2001-02-01,14376400
2001-03-01,14422100
2001-04-01,14527200
2001-05-01,14876500
2001-06-01,15021200
2001-07-01,15085200
2001-08-01,15050200
2001-09-01,14802200
2001-10-01,14788700
2001-11-01,14722400
2001-12-01,14632700
2002-01-01,14437700
2002-02-01,14504800
2002-03-01,14609100
2002-04-01,14730000
2002-05-01,15109200
2002-06-01,15360900
2002-07-01,15458400
2002-08-01,15501300
2002-09-01,15257000
2002-10-01,15250800
2002-11-01,15210200
2002-12-01,15188000
2003-01-01,14920500
2003-02-01,15028400
2003-03-01,15063000
2003-04-01,15109400
2003-05-01,15434400
2003-06-01,15701000
2003-07-01,15741200
2003-08-01,15714000
2003-09-01,15470700
2003-10-01,15518900
2003-11-01,15485600
2003-12-01,15465900
2004-01-01,15176200
2004-02-01,15227500
2004-03-01,15249800
2004-04-01,15380500
2004-05-01,15734600
2004-06-01,16005700
2004-07-01,16002100
2004-08-01,15946800
2004-09-01,15735600
2004-10-01,15762200
2004-11-01,15696700
2004-12-01,15640500
2005-01-01,15379700
2005-02-01,15447400
2005-03-01,15454000
2005-04-01,15540700
2005-05-01,15929300
2005-06-01,16135000
2005-07-01,16158300
2005-08-01,16149800
2005-09-01,15891100
2005-10-01,15951500
2005-11-01,15901100
2005-12-01,15843200
2006-01-01,15611800
2006-02-01,15668400
2006-03-01,15731500
2006-04-01,15833500
2006-05-01,16298800
2006-06-01,16456700
2006-07-01,16464600
2006-08-01,16404400
2006-09-01,16169600
2006-10-01,16215700
2006-11-01,16135600
2006-12-01,16146800
2007-01-01,15938600
2007-02-01,15999300
2007-03-01,16038400
2007-04-01,16134400
2007-05-01,16521600
2007-06-01,16728400
2007-07-01,16798400
2007-08-01,16751700
2007-09-01,16480300
2007-10-01,16549700
2007-11-01,16494500
2007-12-01,16443800
2008-01-01,16201300
2008-02-01,16276800
2008-03-01,16289500
2008-04-01,16370800
2008-05-01,16732000
2008-06-01,16956100
2008-07-01,16892800
2008-08-01,16883700
2008-09-01,16665100
2008-10-01,16717600
2008-11-01,16579500
2008-12-01,16469200
2009-01-01,16064000
2009-02-01,16055200
2009-03-01,16025000
2009-04-01,16115900
2009-05-01,16442000
2009-06-01,16629800
2009-07-01,16560600
2009-08-01,16543200
2009-09-01,16357600
2009-10-01,16361600
2009-11-01,16363600
2009-12-01,16248700
2010-01-01,16003400
2010-02-01,16063100
2010-03-01,16079600
2010-04-01,16255300
2010-05-01,16609300
2010-06-01,16897100
2010-07-01,16840600
2010-08-01,16799900
2010-09-01,16617300
2010-10-01,16596900
2010-11-01,16594900
2010-12-01,16539500
2011-01-01,16322200
2011-02-01,16381400
2011-03-01,16359600
2011-04-01,16510600
2011-05-01,16873300
2011-06-01,17076400
2011-07-01,17050800
2011-08-01,17032100
2011-09-01,16820400
2011-10-01,16787900
2011-11-01,16715700
2011-12-01,16668200
2012-01-01,16386900
2012-02-01,16444800
2012-03-01,16517200
2012-04-01,16726500
2012-05-01,17051000
2012-06-01,17197000
2012-07-01,17187100
2012-08-01,17203500
2012-09-01,17032300
2012-10-01,17018400
2012-11-01,16990700
2012-12-01,16990100
2013-01-01,16715900
2013-02-01,16814800
2013-03-01,16740600
2013-04-01,16882200
2013-05-01,17280700
2013-06-01,17422900
2013-07-01,17363800
2013-08-01,17356100
2013-09-01,17168800
2013-10-01,17152700
2013-11-01,17085500
2013-12-01,16956200
2014-01-01,16701300
2014-02-01,16754200
2014-03-01,16791600
2014-04-01,16866400
2014-05-01,17230500
2014-06-01,17440300
2014-07-01,17419300
2014-08-01,17355200
2014-09-01,17216500
2014-10-01,17232400
2014-11-01,17172200
2014-12-01,17119800
2015-01-01,16829500
2015-02-01,16901100
2015-03-01,16936600
2015-04-01,16988300
2015-05-01,17377000
2015-06-01,17557000
2015-07-01,17504700
2015-08-01,17495700
2015-09-01,17303800
2015-10-01,17289300
2015-11-01,17186900
2015-12-01,17114300
2016-01-01,16841300
2016-02-01,16900500
2016-03-01,16929600
2016-04-01,17043800
2016-05-01,17482700
2016-06-01,17611500
2016-07-01,17516500
2016-08-01,17524300
2016-09-01,17368000
2016-10-01,17422300
2016-11-01,17371500
2016-12-01,17316500
2017-01-01,17168500
2017-02-01,17199200
2017-03-01,17240900
2017-04-01,17321800
2017-05-01,17755700
2017-06-01,17954500
2017-07-01,17912900
2017-08-01,17878400
2017-09-01,17675000
2017-10-01,17735300
2017-11-01,17751400
2017-12-01,17734100
2018-01-01,17427600
2018-02-01,17465300
2018-03-01,17551600
2018-04-01,17634600
2018-05-01,17998700
2018-06-01,18209100
2018-07-01,18223900
2018-08-01,18166700
2018-09-01,18018100
2018-10-01,18059500
2018-11-01,18068100
2018-12-01,18018800
2019-01-01,17750400
2019-02-01,17829200
2019-03-01,17820700
2019-04-01,18025500
2019-05-01,18413500
2019-06-01,18585200
2019-07-01,18506900
2019-08-01,18498700
2019-09-01,18364800
2019-10-01,18344000
2019-11-01,18261800
2019-12-01,18226100
2020-01-01,17957200
2020-02-01,18017000
2020-03-01,16941300
2020-04-01,15129100
2020-05-01,15744500
2020-06-01,16957100
2020-07-01,17265800
2020-08-01,17468100
2020-09-01,17719500
2020-10-01,17803800
2020-11-01,17766200
2020-12-01,17638000
2021-01-01,17127800
2021-02-01,17449700
2021-03-01,17698300
2021-04-01,17604400
2021-05-01,17875400
2021-06-01,18320200
2021-07-01,18339600
2021-08-01,18346500
2021-09-01,18376700
2021-10-01,18450800
2021-11-01,18521800
2021-12-01,18515400
2022-01-01,18008000
2022-02-01,18415100
2022-03-01,18449400
2022-04-01,18548700
2022-05-01,18980600
2022-06-01,19063500
2022-07-01,18998100
2022-08-01,18886800
2022-09-01,18753900
2022-10-01,18852400
2022-11-01,18826000
2022-12-01,18827600
2023-01-01,18693700
2023-02-01,18784600
2023-03-01,18842400
2023-04-01,18913500
2023-05-01,19282200
2023-06-01,19453600
2023-07-01,19370400
2023-08-01,19311400
2023-09-01,19196500
2023-10-01,19243300
2023-11-01,19218200
