"Date","CANPIEAMP01GPM"
1990-06-01,-0.165562913907284
1990-07-01,-0.331674958540628
1990-08-01,0.166389351081547
1990-09-01,0.830564784053151
1990-10-01,0.329489291598004
1990-11-01,0.328407224958964
1990-12-01,0.163666121112929
1991-01-01,0
1991-02-01,-0.490196078431387
1991-03-01,-0.821018062397368
1991-04-01,-0.496688741721851
1991-05-01,-0.49916805324459
1991-06-01,0
1991-07-01,-0.334448160535115
1991-08-01,-0.503355704698001
1991-09-01,-0.168634064080926
1991-10-01,0
1991-11-01,0
1991-12-01,-0.168918918918918
1992-01-01,-0.507614213197984
1992-02-01,1.02040816326532
1992-03-01,0.168350168350167
1992-04-01,-0.168067226890755
1992-05-01,0.67340067340067
1992-06-01,0.334448160535115
1992-07-01,0.166666666666666
1992-08-01,0.166389351081547
1992-09-01,0.498338870431874
1992-10-01,0.661157024793385
1992-11-01,0.492610837438438
1992-12-01,0.163398692810457
1993-01-01,0.978792822185965
1993-02-01,0
1993-03-01,0.323101777059772
1993-04-01,-0.161030595813204
1993-05-01,-0.161290322580644
1993-06-01,-0.323101777059772
1993-07-01,0.162074554294975
1993-08-01,0.809061488673134
1993-09-01,0.16051364365971
1993-10-01,0.641025641025654
1993-11-01,0.318471337579616
1993-12-01,0.634920634920631
1994-01-01,0.31545741324921
1994-02-01,1.10062893081762
1994-03-01,0.466562986003092
1994-04-01,0.464396284829735
1994-05-01,0.616332819722647
1994-06-01,1.07197549770292
1994-07-01,0.454545454545452
1994-08-01,1.05580693815987
1994-09-01,-0.447761194029848
1994-10-01,0.749625187406292
1994-11-01,1.1904761904762
1994-12-01,0.88235294117645
1995-01-01,2.332361516035
1995-02-01,0.284900284900298
1995-03-01,0.5681818181818
1995-04-01,-0.42372881355932
1995-05-01,0
1995-06-01,0.709219858156024
1995-07-01,0.422535211267603
1995-08-01,-0.140252454417937
1995-09-01,0.421348314606724
1995-10-01,-0.419580419580403
1995-11-01,0.140449438202232
1995-12-01,0.280504908835903
1996-01-01,-0.139860139860125
1996-02-01,0
1996-03-01,-0.700280112044814
1996-04-01,-0.141043723554316
1996-05-01,0.988700564971746
1996-06-01,-0.699300699300695
1996-07-01,0
1996-08-01,0.704225352112672
1996-09-01,0.139860139860139
1996-10-01,-0.418994413407819
1996-11-01,-0.140252454417937
1996-12-01,0.421348314606724
1997-01-01,-0.139860139860125
1997-02-01,0
1997-03-01,0.140056022408948
1997-04-01,0.839160839160849
1997-05-01,-0.138696255201123
1997-06-01,-0.41666666666665
1997-07-01,-0.278940027894016
1997-08-01,0.699300699300695
1997-09-01,-0.277777777777776
1997-10-01,-0.139275766016698
1997-11-01,0.557880055788002
1997-12-01,-0.138696255201123
1998-01-01,0
1998-02-01,-0.138888888888874
1998-03-01,-1.25173852573019
1998-04-01,0.985915492957756
1998-05-01,0
1998-06-01,0.139470013946986
1998-07-01,0.417827298050151
1998-08-01,0.554785020804435
1998-09-01,-0.551724137931031
1998-10-01,0.832177531206667
1998-11-01,0
1998-12-01,-0.825309491059156
1999-01-01,0
1999-02-01,-0.554785020804435
1999-03-01,1.115760111576
1999-04-01,0
1999-05-01,0.137931034482758
1999-06-01,0.137741046831969
1999-07-01,1.51306740027509
1999-08-01,0.135501355013563
1999-09-01,0.541271989174543
1999-10-01,0
1999-11-01,0.134589502018856
1999-12-01,0.537634408602133
2000-01-01,0
2000-02-01,0.935828877005356
2000-03-01,0.794701986754962
2000-04-01,0
2000-05-01,0.394218134034177
2000-06-01,0
2000-07-01,0
2000-08-01,0
2000-09-01,0.392670157068047
2000-10-01,0.912646675358548
2000-11-01,0.64599483204134
2000-12-01,-0.513478818998713
2001-01-01,-0.516129032258075
2001-02-01,0.518806744487689
2001-03-01,0.387096774193546
2001-04-01,0.514138817480717
2001-05-01,0.383631713554998
2001-06-01,-1.27388535031848
2001-07-01,-0.774193548387079
2001-08-01,0
2001-09-01,0.780234070221048
2001-10-01,-1.41935483870967
2001-11-01,-0.130890052356034
2001-12-01,-1.04849279161205
2002-01-01,0.927152317880789
2002-02-01,0.524934383202097
2002-03-01,0.65274151436031
2002-04-01,0.259403372243851
2002-05-01,-0.646830530401031
2002-06-01,-0.260416666666679
2002-07-01,0.261096605744137
2002-08-01,0.781249999999996
2002-09-01,0.775193798449608
2002-10-01,0.256410256410255
2002-11-01,-0.383631713554985
2002-12-01,-0.256739409499357
2003-01-01,0.514800514800498
2003-02-01,0.896286811779791
2003-03-01,-0.380710659898475
2003-04-01,-1.78343949044588
2003-05-01,-2.20492866407261
2003-06-01,-0.795755968169784
2003-07-01,1.20320855614974
2003-08-01,0.528401585204753
2003-09-01,0
2003-10-01,-1.31406044678056
2003-11-01,-0.39946737683089
2003-12-01,0.267379679144384
2004-01-01,0.800000000000009
2004-02-01,2.24867724867725
2004-03-01,0.646830530401031
2004-04-01,1.28534704370181
2004-05-01,2.03045685279188
2004-06-01,-0.497512437810942
2004-07-01,-0.250000000000012
2004-08-01,0.50125313283209
2004-09-01,-0.498753117206993
2004-10-01,-0.626566416040097
2004-11-01,-1.89155107187894
2004-12-01,0.128534704370179
2005-01-01,0.898587933247748
2005-02-01,1.27226463104325
2005-03-01,0.502512562814094
2005-04-01,0.374999999999985
2005-05-01,-0.124533001245316
2005-06-01,-0.24937655860349
2005-07-01,-0.250000000000012
2005-08-01,0.375939849624058
2005-09-01,0.749063670411994
2005-10-01,0.123915737298623
2005-11-01,-0.742574257425726
2005-12-01,-0.24937655860349
2006-01-01,0.749999999999982
2006-02-01,-0.496277915632739
2006-03-01,0.997506234413959
2006-04-01,1.23456790123457
2006-05-01,0.243902439024389
2006-06-01,-0.121654501216557
2006-07-01,1.70523751522534
2006-08-01,-0.718562874251493
2006-09-01,-1.56815440289506
2006-10-01,-0.12254901960783
2006-11-01,0.122699386503054
2006-12-01,1.34803921568628
2007-01-01,0.241837968561063
2007-02-01,0.965018094089271
2007-03-01,1.43369175627241
2007-04-01,0.235571260306229
2007-05-01,-0.352526439482959
2007-06-01,-1.17924528301887
2007-07-01,-0.59665871121718
2007-08-01,-0.960384153661459
2007-09-01,-0.848484848484856
2007-10-01,-1.22249388753057
2007-11-01,0.618811881188115
2007-12-01,1.23001230012301
2008-01-01,1.09356014580804
2008-02-01,0
2008-03-01,2.04326923076923
2008-04-01,1.64899882214369
2008-05-01,1.04287369640787
2008-06-01,1.8348623853211
2008-07-01,0.900900900900896
2008-08-01,0.223214285714296
2008-09-01,-1.11358574610246
2008-10-01,-0.112612612612612
2008-11-01,-2.93122886133033
2008-12-01,-2.55516840882693
2009-01-01,0
2009-02-01,0.476758045291999
2009-03-01,0.355871886120994
2009-04-01,-0.354609929078012
2009-05-01,-1.18623962040331
2009-06-01,0.480192076830742
2009-07-01,-0.597371565113497
2009-08-01,0.480769230769215
2009-09-01,-0.478468899521516
2009-10-01,-0.360576923076933
2009-11-01,0.844390832328101
2009-12-01,0
2010-01-01,0.59808612440191
2010-02-01,0
2010-03-01,0
2010-04-01,0.475624256837096
2010-05-01,0.355029585798827
2010-06-01,-0.707547169811317
2010-07-01,-0.118764845605712
2010-08-01,0.356718192627834
2010-09-01,0.829383886255919
2010-10-01,0.822561692126905
2010-11-01,0.932400932400939
2010-12-01,0.923787528868367
2011-01-01,0.686498855835236
2011-02-01,1.13636363636363
2011-03-01,1.68539325842697
2011-04-01,0.994475138121553
2011-05-01,-0.437636761487962
2011-06-01,0
2011-07-01,0
2011-08-01,0.769230769230765
2011-09-01,0.436205016357674
2011-10-01,-0.651465798045588
2011-11-01,0.327868852459014
2011-12-01,-0.980392156862751
2012-01-01,0.550055005500558
2012-02-01,0.765864332603923
2012-03-01,0.542888165037999
2012-04-01,0.107991360691167
2012-05-01,-0.755124056094937
2012-06-01,-0.543478260869562
2012-07-01,-0.437158469945364
2012-08-01,0.109769484083436
2012-09-01,1.09649122807017
2012-10-01,-0.216919739696311
2012-11-01,-0.326086956521737
2012-12-01,-0.327153762268264
2013-01-01,0.437636761487962
2013-02-01,1.41612200435729
2013-03-01,-0.214822771213736
2013-04-01,-1.07642626480087
2013-05-01,-0.108813928182807
2013-06-01,0.217864923747275
2013-07-01,0.108695652173901
2013-08-01,0.434310532030411
2013-09-01,-0.324324324324322
2013-10-01,-0.433839479392622
2013-11-01,0.108932461873638
2013-12-01,0.761697497279636
2014-01-01,1.51187904967604
2014-02-01,1.17021276595744
2014-03-01,0.525762355415349
2014-04-01,-0.209205020920479
2014-05-01,-0.628930817610081
2014-06-01,0.105485232067532
2014-07-01,-0.210748155953656
2014-08-01,0.211193241816283
2014-09-01,-0.316122233930473
2014-10-01,-0.63424947145877
2014-11-01,-0.319148936170211
2014-12-01,-1.6008537886873
2015-01-01,-0.216919739696311
2015-02-01,1.95652173913043
2015-03-01,0.21321961620469
2015-04-01,-0.851063829787229
2015-05-01,0.536480686695276
2015-06-01,0.53361792956243
2015-07-01,0.743099787685793
2015-08-01,-0.42149631190729
2015-09-01,-0.423280423280421
2015-10-01,-0.425079702444206
2015-11-01,-0.320170757737458
2015-12-01,-0.214132762312633
2016-01-01,0.42918454935621
2016-02-01,-0.961538461538445
2016-03-01,-0.64724919093853
2016-04-01,-0.434310532030388
2016-05-01,1.09051254089423
2016-06-01,0.862998921251344
2016-07-01,0.32085561497326
2016-08-01,-0.319829424307034
2016-09-01,0.32085561497326
2016-10-01,0.852878464818758
2016-11-01,0.422832980972535
2016-12-01,0.210526315789472
2017-01-01,0.735294117647054
2017-02-01,0.208550573514054
2017-03-01,0.832466181061411
2017-04-01,0.515995872033021
2017-05-01,0.205338809034906
2017-06-01,-1.12704918032788
2017-07-01,-1.45077720207253
2017-08-01,0.315457413249231
2017-09-01,-0.314465408805051
2017-10-01,1.0515247108307
2017-11-01,1.56087408949013
2017-12-01,-0.102459016393442
2018-01-01,0.615384615384612
2018-02-01,0.20387359836901
2018-03-01,0.915564598168887
2018-04-01,0.604838709677416
2018-05-01,1.20240480961923
2018-06-01,0.594059405940591
2018-07-01,-0.2952755905512
2018-08-01,-0.493583415597213
2018-09-01,0.198412698412697
2018-10-01,0.0990099009900778
2018-11-01,-0.890207715133506
2018-12-01,-0.698602794411194
2019-01-01,-0.402010050251254
2019-02-01,0.302724520686195
2019-03-01,1.20724346076458
2019-04-01,0.894632206759459
2019-05-01,-0.0985221674877046
2019-06-01,-1.47928994082839
2019-07-01,-0.300300300300319
2019-08-01,0.200803212851425
2019-09-01,-0.100200400801603
2019-10-01,0
2019-11-01,0.100300902708124
2019-12-01,0.200400801603205
2020-01-01,0
2020-02-01,0
2020-03-01,-1.09999999999999
2020-04-01,-1.92113245702731
2020-05-01,0.927835051546386
2020-06-01,0.10214504596527
2020-07-01,1.12244897959183
2020-08-01,1.00908173562058
2020-09-01,0.699300699300716
2020-10-01,0.0992063492063486
2020-11-01,-0.396432111000989
2020-12-01,1.59203980099502
2021-01-01,2.15475024485797
2021-02-01,2.97219558964528
2021-03-01,1.67597765363129
2021-04-01,2.10622710622709
2021-05-01,2.95964125560536
2021-06-01,0.174216027874582
2021-07-01,0
2021-08-01,-0.347826086956538
2021-09-01,1.22164048865621
2021-10-01,1.37931034482758
2021-11-01,0
2021-12-01,0.510204081632668
2022-01-01,2.62267343485618
2022-02-01,2.72052761747731
2022-03-01,3.53130016051366
2022-04-01,1.16279069767441
2022-05-01,1.68582375478926
2022-06-01,-0.828937452901261
2022-07-01,-2.43161094224924
2022-08-01,-1.47975077881619
2022-09-01,-0.0790513833992255
2022-10-01,2.29430379746836
2022-11-01,-0.541376643464807
2022-12-01,-1.0886469673406
