"Date","LFEM25FECAM647S"
1993-06-01,4343400
1993-07-01,4326100
1993-08-01,4351700
1993-09-01,4370900
1993-10-01,4364800
1993-11-01,4368200
1993-12-01,4357900
1994-01-01,4366600
1994-02-01,4368400
1994-03-01,4365200
1994-04-01,4371000
1994-05-01,4390300
1994-06-01,4410200
1994-07-01,4426600
1994-08-01,4434100
1994-09-01,4459000
1994-10-01,4481100
1994-11-01,4499500
1994-12-01,4516900
1995-01-01,4507900
1995-02-01,4521600
1995-03-01,4542000
1995-04-01,4531600
1995-05-01,4533800
1995-06-01,4535400
1995-07-01,4536700
1995-08-01,4539700
1995-09-01,4570200
1995-10-01,4563400
1995-11-01,4553200
1995-12-01,4575300
1996-01-01,4582000
1996-02-01,4594800
1996-03-01,4592000
1996-04-01,4595900
1996-05-01,4601600
1996-06-01,4603000
1996-07-01,4612400
1996-08-01,4621000
1996-09-01,4630600
1996-10-01,4632500
1996-11-01,4645200
1996-12-01,4662700
1997-01-01,4692200
1997-02-01,4690700
1997-03-01,4711300
1997-04-01,4730300
1997-05-01,4739500
1997-06-01,4754300
1997-07-01,4775800
1997-08-01,4790000
1997-09-01,4794400
1997-10-01,4797200
1997-11-01,4806000
1997-12-01,4816000
1998-01-01,4823800
1998-02-01,4834300
1998-03-01,4851300
1998-04-01,4866400
1998-05-01,4868100
1998-06-01,4867700
1998-07-01,4877800
1998-08-01,4887200
1998-09-01,4885900
1998-10-01,4903500
1998-11-01,4915600
1998-12-01,4926600
1999-01-01,4940100
1999-02-01,4938000
1999-03-01,4939100
1999-04-01,4943300
1999-05-01,4954000
1999-06-01,4977800
1999-07-01,4993500
1999-08-01,5016600
1999-09-01,5011000
1999-10-01,5023200
1999-11-01,5022800
1999-12-01,5015900
2000-01-01,5030500
2000-02-01,5043300
2000-03-01,5056700
2000-04-01,5061600
2000-05-01,5070500
2000-06-01,5087300
2000-07-01,5068900
2000-08-01,5069200
2000-09-01,5076100
2000-10-01,5089900
2000-11-01,5097800
2000-12-01,5106700
2001-01-01,5119000
2001-02-01,5122800
2001-03-01,5125700
2001-04-01,5144500
2001-05-01,5156800
2001-06-01,5134200
2001-07-01,5131600
2001-08-01,5134600
2001-09-01,5142300
2001-10-01,5142700
2001-11-01,5166200
2001-12-01,5151900
2002-01-01,5181600
2002-02-01,5174200
2002-03-01,5192400
2002-04-01,5202300
2002-05-01,5216900
2002-06-01,5221200
2002-07-01,5236400
2002-08-01,5253300
2002-09-01,5276500
2002-10-01,5259000
2002-11-01,5259300
2002-12-01,5272400
2003-01-01,5255600
2003-02-01,5264100
2003-03-01,5268800
2003-04-01,5256300
2003-05-01,5258400
2003-06-01,5280900
2003-07-01,5305500
2003-08-01,5312500
2003-09-01,5300300
2003-10-01,5335200
2003-11-01,5327000
2003-12-01,5342500
2004-01-01,5336300
2004-02-01,5371100
2004-03-01,5372200
2004-04-01,5379800
2004-05-01,5386800
2004-06-01,5396100
2004-07-01,5368700
2004-08-01,5365700
2004-09-01,5359600
2004-10-01,5346300
2004-11-01,5358000
2004-12-01,5371400
2005-01-01,5380000
2005-02-01,5380500
2005-03-01,5376300
2005-04-01,5374300
2005-05-01,5361300
2005-06-01,5375300
2005-07-01,5380100
2005-08-01,5377300
2005-09-01,5379000
2005-10-01,5385100
2005-11-01,5405500
2005-12-01,5383600
2006-01-01,5413200
2006-02-01,5393800
2006-03-01,5399300
2006-04-01,5427000
2006-05-01,5440700
2006-06-01,5425800
2006-07-01,5441200
2006-08-01,5433400
2006-09-01,5452300
2006-10-01,5459400
2006-11-01,5454500
2006-12-01,5490300
2007-01-01,5503700
2007-02-01,5498100
2007-03-01,5523000
2007-04-01,5510600
2007-05-01,5514400
2007-06-01,5525900
2007-07-01,5544400
2007-08-01,5557500
2007-09-01,5558000
2007-10-01,5571900
2007-11-01,5558200
2007-12-01,5550200
2008-01-01,5533100
2008-02-01,5546300
2008-03-01,5521100
2008-04-01,5527600
2008-05-01,5549100
2008-06-01,5557900
2008-07-01,5553800
2008-08-01,5561400
2008-09-01,5558400
2008-10-01,5575700
2008-11-01,5560800
2008-12-01,5567100
2009-01-01,5538300
2009-02-01,5548100
2009-03-01,5545300
2009-04-01,5537800
2009-05-01,5520500
2009-06-01,5500700
2009-07-01,5487900
2009-08-01,5493700
2009-09-01,5530800
2009-10-01,5520400
2009-11-01,5559500
2009-12-01,5541900
2010-01-01,5553900
2010-02-01,5547600
2010-03-01,5563100
2010-04-01,5562700
2010-05-01,5574000
2010-06-01,5578000
2010-07-01,5563100
2010-08-01,5564400
2010-09-01,5546700
2010-10-01,5533200
2010-11-01,5533200
2010-12-01,5534500
2011-01-01,5569400
2011-02-01,5574000
2011-03-01,5571400
2011-04-01,5580200
2011-05-01,5565600
2011-06-01,5578900
2011-07-01,5587800
2011-08-01,5586700
2011-09-01,5584200
2011-10-01,5584100
2011-11-01,5570500
2011-12-01,5597500
2012-01-01,5596200
2012-02-01,5587800
2012-03-01,5601200
2012-04-01,5620800
2012-05-01,5621900
2012-06-01,5626600
2012-07-01,5640400
2012-08-01,5646400
2012-09-01,5663200
2012-10-01,5667500
2012-11-01,5681900
2012-12-01,5681400
2013-01-01,5665100
2013-02-01,5669200
2013-03-01,5648000
2013-04-01,5656200
2013-05-01,5666100
2013-06-01,5673600
2013-07-01,5674400
2013-08-01,5694200
2013-09-01,5672500
2013-10-01,5681700
2013-11-01,5671800
2013-12-01,5658400
2014-01-01,5647100
2014-02-01,5650800
2014-03-01,5660200
2014-04-01,5625700
2014-05-01,5627800
2014-06-01,5619500
2014-07-01,5634400
2014-08-01,5628100
2014-09-01,5642700
2014-10-01,5664300
2014-11-01,5666000
2014-12-01,5649800
2015-01-01,5653300
2015-02-01,5661100
2015-03-01,5656700
2015-04-01,5665900
2015-05-01,5658000
2015-06-01,5664700
2015-07-01,5669700
2015-08-01,5662900
2015-09-01,5662000
2015-10-01,5629700
2015-11-01,5650000
2015-12-01,5651000
2016-01-01,5660900
2016-02-01,5641500
2016-03-01,5654000
2016-04-01,5666600
2016-05-01,5690500
2016-06-01,5672700
2016-07-01,5665800
2016-08-01,5663800
2016-09-01,5652600
2016-10-01,5671300
2016-11-01,5681100
2016-12-01,5697500
2017-01-01,5738200
2017-02-01,5749800
2017-03-01,5751200
2017-04-01,5742500
2017-05-01,5743700
2017-06-01,5765200
2017-07-01,5755100
2017-08-01,5749100
2017-09-01,5753600
2017-10-01,5747900
2017-11-01,5735700
2017-12-01,5745800
2018-01-01,5732500
2018-02-01,5753000
2018-03-01,5789500
2018-04-01,5796700
2018-05-01,5785600
2018-06-01,5794200
2018-07-01,5831100
2018-08-01,5851700
2018-09-01,5864600
2018-10-01,5876400
2018-11-01,5892900
2018-12-01,5908000
2019-01-01,5897300
2019-02-01,5924600
2019-03-01,5883000
2019-04-01,5906900
2019-05-01,5920400
2019-06-01,5923200
2019-07-01,5908900
2019-08-01,5905500
2019-09-01,5934200
2019-10-01,5922500
2019-11-01,5921100
2019-12-01,5939600
2020-01-01,5950200
2020-02-01,5927800
2020-03-01,5606400
2020-04-01,5115300
2020-05-01,5195700
2020-06-01,5497600
2020-07-01,5618500
2020-08-01,5648900
2020-09-01,5812600
2020-10-01,5831800
2020-11-01,5833400
2020-12-01,5811000
2021-01-01,5747600
2021-02-01,5831400
2021-03-01,5860000
2021-04-01,5817400
2021-05-01,5809400
2021-06-01,5874200
2021-07-01,5894800
2021-08-01,5891400
2021-09-01,5987100
2021-10-01,6004000
2021-11-01,6062700
2021-12-01,6064900
2022-01-01,6013800
2022-02-01,6139000
2022-03-01,6103500
2022-04-01,6129700
2022-05-01,6170900
2022-06-01,6160500
2022-07-01,6157300
2022-08-01,6139100
2022-09-01,6179400
2022-10-01,6199600
2022-11-01,6203400
2022-12-01,6209500
2023-01-01,6260000
2023-02-01,6258900
2023-03-01,6275800
2023-04-01,6262700
2023-05-01,6281900
2023-06-01,6293600
2023-07-01,6289100
2023-08-01,6310300
2023-09-01,6346900
2023-10-01,6351100
2023-11-01,6364600
