"Date","LFEM55MACAM647N"
1990-10-01,707500
1990-11-01,694200
1990-12-01,677600
1991-01-01,670300
1991-02-01,663200
1991-03-01,664300
1991-04-01,665700
1991-05-01,668500
1991-06-01,678900
1991-07-01,677400
1991-08-01,674500
1991-09-01,677700
1991-10-01,679300
1991-11-01,667700
1991-12-01,650200
1992-01-01,633400
1992-02-01,640300
1992-03-01,636500
1992-04-01,640000
1992-05-01,659400
1992-06-01,664300
1992-07-01,659800
1992-08-01,656100
1992-09-01,666800
1992-10-01,668500
1992-11-01,656400
1992-12-01,648500
1993-01-01,643600
1993-02-01,641000
1993-03-01,645200
1993-04-01,642200
1993-05-01,637300
1993-06-01,652500
1993-07-01,652400
1993-08-01,647200
1993-09-01,650600
1993-10-01,641000
1993-11-01,633900
1993-12-01,621100
1994-01-01,608800
1994-02-01,623100
1994-03-01,628200
1994-04-01,636600
1994-05-01,651900
1994-06-01,663900
1994-07-01,647700
1994-08-01,652000
1994-09-01,667100
1994-10-01,666800
1994-11-01,661400
1994-12-01,649800
1995-01-01,634800
1995-02-01,645000
1995-03-01,648900
1995-04-01,642000
1995-05-01,647600
1995-06-01,653000
1995-07-01,649500
1995-08-01,652300
1995-09-01,654300
1995-10-01,656700
1995-11-01,647400
1995-12-01,644200
1996-01-01,630000
1996-02-01,641700
1996-03-01,648200
1996-04-01,647500
1996-05-01,660700
1996-06-01,673400
1996-07-01,677000
1996-08-01,671700
1996-09-01,666500
1996-10-01,671400
1996-11-01,668400
1996-12-01,663100
1997-01-01,652800
1997-02-01,670300
1997-03-01,675900
1997-04-01,678000
1997-05-01,696700
1997-06-01,710500
1997-07-01,696000
1997-08-01,706300
1997-09-01,707200
1997-10-01,708200
1997-11-01,693700
1997-12-01,688800
1998-01-01,679300
1998-02-01,682000
1998-03-01,677800
1998-04-01,670400
1998-05-01,698300
1998-06-01,713400
1998-07-01,712300
1998-08-01,720300
1998-09-01,734900
1998-10-01,725600
1998-11-01,715400
1998-12-01,706400
1999-01-01,717200
1999-02-01,704600
1999-03-01,705200
1999-04-01,728100
1999-05-01,740200
1999-06-01,760800
1999-07-01,749200
1999-08-01,763200
1999-09-01,777900
1999-10-01,781900
1999-11-01,771900
1999-12-01,767200
2000-01-01,757800
2000-02-01,759300
2000-03-01,761000
2000-04-01,767500
2000-05-01,789000
2000-06-01,795800
2000-07-01,784600
2000-08-01,792400
2000-09-01,793100
2000-10-01,789900
2000-11-01,791800
2000-12-01,801600
2001-01-01,766000
2001-02-01,776000
2001-03-01,794000
2001-04-01,798600
2001-05-01,812700
2001-06-01,825900
2001-07-01,822700
2001-08-01,832200
2001-09-01,838200
2001-10-01,833700
2001-11-01,818400
2001-12-01,824300
2002-01-01,825400
2002-02-01,839800
2002-03-01,849600
2002-04-01,866700
2002-05-01,883100
2002-06-01,897800
2002-07-01,885700
2002-08-01,894600
2002-09-01,915400
2002-10-01,915700
2002-11-01,924100
2002-12-01,911600
2003-01-01,908400
2003-02-01,914700
2003-03-01,919700
2003-04-01,941600
2003-05-01,954900
2003-06-01,967900
2003-07-01,964700
2003-08-01,979200
2003-09-01,996200.000000001
2003-10-01,1003400
2003-11-01,989300
2003-12-01,984200
2004-01-01,974300
2004-02-01,993100
2004-03-01,983000
2004-04-01,997500
2004-05-01,1020900
2004-06-01,1030700
2004-07-01,1018600
2004-08-01,1025300
2004-09-01,1047400
2004-10-01,1057600
2004-11-01,1055800
2004-12-01,1041200
2005-01-01,1050400
2005-02-01,1049100
2005-03-01,1050000
2005-04-01,1063500
2005-05-01,1091200
2005-06-01,1100000
2005-07-01,1091100
2005-08-01,1100300
2005-09-01,1115400
2005-10-01,1115400
2005-11-01,1098500
2005-12-01,1090900
2006-01-01,1079900
2006-02-01,1080000
2006-03-01,1082600
2006-04-01,1095800
2006-05-01,1122900
2006-06-01,1132000
2006-07-01,1127600
2006-08-01,1135700
2006-09-01,1152900
2006-10-01,1162000
2006-11-01,1150000
2006-12-01,1144900
2007-01-01,1115900
2007-02-01,1132400
2007-03-01,1136000
2007-04-01,1160400
2007-05-01,1181300
2007-06-01,1181800
2007-07-01,1179300
2007-08-01,1196400
2007-09-01,1213300
2007-10-01,1220500
2007-11-01,1199400
2007-12-01,1198000
2008-01-01,1181000
2008-02-01,1180500
2008-03-01,1183700
2008-04-01,1190700
2008-05-01,1208500
2008-06-01,1219300
2008-07-01,1209400
2008-08-01,1217700
2008-09-01,1245300
2008-10-01,1250400
2008-11-01,1227000
2008-12-01,1217800
2009-01-01,1212900
2009-02-01,1187600
2009-03-01,1195300
2009-04-01,1221700
2009-05-01,1235600
2009-06-01,1252900
2009-07-01,1257400
2009-08-01,1260800
2009-09-01,1269500
2009-10-01,1269600
2009-11-01,1270000
2009-12-01,1254500
2010-01-01,1234000
2010-02-01,1257200
2010-03-01,1255000
2010-04-01,1283200
2010-05-01,1304000
2010-06-01,1317000
2010-07-01,1312200
2010-08-01,1316500
2010-09-01,1364100
2010-10-01,1360800
2010-11-01,1360400
2010-12-01,1344900
2011-01-01,1319600
2011-02-01,1323300
2011-03-01,1327200
2011-04-01,1343200
2011-05-01,1369700
2011-06-01,1376700
2011-07-01,1371600
2011-08-01,1373100
2011-09-01,1401400
2011-10-01,1402600
2011-11-01,1384600
2011-12-01,1383200
2012-01-01,1354300
2012-02-01,1360300
2012-03-01,1381200
2012-04-01,1396300
2012-05-01,1427500
2012-06-01,1422100
2012-07-01,1421500
2012-08-01,1441100
2012-09-01,1465200
2012-10-01,1460100
2012-11-01,1442200
2012-12-01,1447900
2013-01-01,1423900
2013-02-01,1429600
2013-03-01,1435700
2013-04-01,1452400
2013-05-01,1481500
2013-06-01,1489400
2013-07-01,1473100
2013-08-01,1484700
2013-09-01,1493600
2013-10-01,1494900
2013-11-01,1476000
2013-12-01,1449200
2014-01-01,1433400
2014-02-01,1459700
2014-03-01,1468900
2014-04-01,1484600
2014-05-01,1517800
2014-06-01,1554900
2014-07-01,1534900
2014-08-01,1515400
2014-09-01,1537300
2014-10-01,1538500
2014-11-01,1512800
2014-12-01,1494600
2015-01-01,1480200
2015-02-01,1509300
2015-03-01,1515500
2015-04-01,1533300
2015-05-01,1559600
2015-06-01,1592800
2015-07-01,1587300
2015-08-01,1580400
2015-09-01,1605500
2015-10-01,1594600
2015-11-01,1566500
2015-12-01,1570400
2016-01-01,1530800
2016-02-01,1556300
2016-03-01,1554700
2016-04-01,1569600
2016-05-01,1624800
2016-06-01,1622500
2016-07-01,1615800
2016-08-01,1628800
2016-09-01,1657500
2016-10-01,1649200
2016-11-01,1619300
2016-12-01,1602300
2017-01-01,1588500
2017-02-01,1603000
2017-03-01,1597900
2017-04-01,1610600
2017-05-01,1638700
2017-06-01,1656100
2017-07-01,1652500
2017-08-01,1673100
2017-09-01,1692800
2017-10-01,1689800
2017-11-01,1673100
2017-12-01,1661700
2018-01-01,1618200
2018-02-01,1634900
2018-03-01,1667400
2018-04-01,1661900
2018-05-01,1711100
2018-06-01,1738400
2018-07-01,1728000
2018-08-01,1729200
2018-09-01,1750900
2018-10-01,1738600
2018-11-01,1733300
2018-12-01,1730500
2019-01-01,1694200
2019-02-01,1700400
2019-03-01,1707100
2019-04-01,1724700
2019-05-01,1768500
2019-06-01,1781800
2019-07-01,1774100
2019-08-01,1773200
2019-09-01,1789700
2019-10-01,1776900
2019-11-01,1757700
2019-12-01,1739700
2020-01-01,1731700
2020-02-01,1731100
2020-03-01,1685200
2020-04-01,1507600
2020-05-01,1607900
2020-06-01,1670200
2020-07-01,1690600
2020-08-01,1712500
2020-09-01,1749900
2020-10-01,1760400
2020-11-01,1733600
2020-12-01,1732400
2021-01-01,1695100
2021-02-01,1709600
2021-03-01,1744200
2021-04-01,1721500
2021-05-01,1751300
2021-06-01,1783500
2021-07-01,1773500
2021-08-01,1780300
2021-09-01,1798200
2021-10-01,1791800
2021-11-01,1774200
2021-12-01,1742800
2022-01-01,1710100
2022-02-01,1720200
2022-03-01,1732200
2022-04-01,1738900
2022-05-01,1767300
2022-06-01,1745600
2022-07-01,1762100
2022-08-01,1752900
2022-09-01,1781200
2022-10-01,1772600
2022-11-01,1758700
2022-12-01,1751000
2023-01-01,1737800
2023-02-01,1747200
2023-03-01,1750900
2023-04-01,1757200
2023-05-01,1767100
2023-06-01,1759000
2023-07-01,1753400
2023-08-01,1755000
2023-09-01,1774700
2023-10-01,1789200
2023-11-01,1786200
