"Date","LREM55MACAM156S"
2012-11-01,65.0026067282031
2012-12-01,65.8610229519085
2013-01-01,65.6504061910299
2013-02-01,65.455663955
2013-03-01,65.5196924196034
2013-04-01,65.6902949807844
2013-05-01,65.7144608649064
2013-06-01,65.425522295351
2013-07-01,65.0277796986057
2013-08-01,65.3030229635721
2013-09-01,64.8265485449489
2013-10-01,64.9592061166238
2013-11-01,64.8752422998344
2013-12-01,64.2848993219873
2014-01-01,64.4848044349606
2014-02-01,65.2079395183363
2014-03-01,65.4095731131442
2014-04-01,65.5370752667092
2014-05-01,65.7086419388965
2014-06-01,66.6379188287705
2014-07-01,66.1356137848139
2014-08-01,65.0633358242181
2014-09-01,65.1369167450088
2014-10-01,65.2758568540755
2014-11-01,64.9204863118778
2014-12-01,64.7356016629233
2015-01-01,65.0272156131716
2015-02-01,65.8196204452633
2015-03-01,65.8793906498072
2015-04-01,66.1150901328267
2015-05-01,65.9512976932121
2015-06-01,66.682296191608
2015-07-01,66.8044354846914
2015-08-01,66.2808635205903
2015-09-01,66.4458734534824
2015-10-01,66.0842482750038
2015-11-01,65.664209951057
2015-12-01,66.4291444568327
2016-01-01,65.6720760674955
2016-02-01,66.2645764183906
2016-03-01,65.9912514570298
2016-04-01,66.0927632707197
2016-05-01,67.0698659765365
2016-06-01,66.3507808801546
2016-07-01,66.4432765907426
2016-08-01,66.7412808379654
2016-09-01,67.0688671119307
2016-10-01,66.8471717703205
2016-11-01,66.4034545718297
2016-12-01,66.32523172719
2017-01-01,66.6974881245453
2017-02-01,66.8536688827227
2017-03-01,66.4492906640432
2017-04-01,66.469875877315
2017-05-01,66.3118500500783
2017-06-01,66.4086651018873
2017-07-01,66.6222578532312
2017-08-01,67.2162673780374
2017-09-01,67.1602822870884
2017-10-01,67.1558933843012
2017-11-01,67.2669102119345
2017-12-01,67.4343975552978
2018-01-01,66.6140059908866
2018-02-01,66.8548131613941
2018-03-01,67.9877704027313
2018-04-01,67.231752696208
2018-05-01,67.901455061412
2018-06-01,68.3655019736232
2018-07-01,68.3092820586492
2018-08-01,68.1718681234343
2018-09-01,68.1881452104782
2018-10-01,67.8481126053614
2018-11-01,68.4475099986766
2018-12-01,68.995436512651
2019-01-01,68.5602804934402
2019-02-01,68.3768840374956
2019-03-01,68.4755456883065
2019-04-01,68.6751841532208
2019-05-01,69.0989252048816
2019-06-01,69.0192714554151
2019-07-01,69.1114450310065
2019-08-01,68.9342537598231
2019-09-01,68.7599399697787
2019-10-01,68.4451602315729
2019-11-01,68.5553562727991
2019-12-01,68.5499158019698
2020-01-01,69.3269652722677
2020-02-01,68.9076590133263
2020-03-01,66.9461092372001
2020-04-01,59.5181153943286
2020-05-01,62.3360306382712
2020-06-01,64.2395077682301
2020-07-01,65.4472295190676
2020-08-01,66.1971680803482
2020-09-01,66.8958252942399
2020-10-01,67.5114647976078
2020-11-01,67.3435190633683
2020-12-01,68.0250075180392
2021-01-01,67.6709056575916
2021-02-01,67.8970787776831
2021-03-01,69.1657207910104
2021-04-01,67.8755332418226
2021-05-01,67.8471603315088
2021-06-01,68.6003908564484
2021-07-01,68.6861348674659
2021-08-01,68.8926253547894
2021-09-01,68.8588803654923
2021-10-01,68.8619619244538
2021-11-01,69.1032997816283
2021-12-01,68.6502017370568
2022-01-01,68.5198705835904
2022-02-01,68.6111534317387
2022-03-01,69.0201670187884
2022-04-01,68.9258172632454
2022-05-01,68.872782396257
2022-06-01,67.5800226195134
2022-07-01,68.7146491268625
2022-08-01,68.3282570465017
2022-09-01,68.7196705089341
2022-10-01,68.6437180074948
2022-11-01,69.0398988015017
2022-12-01,69.5283296765333
2023-01-01,70.2359413970042
2023-02-01,70.2924326017033
2023-03-01,70.3843043399895
2023-04-01,70.278893019213
2023-05-01,69.5056018493127
2023-06-01,68.739544225833
2023-07-01,69.0121610243038
2023-08-01,69.0350646123164
2023-09-01,69.0919093516511
2023-10-01,69.9205518057481
2023-11-01,70.7503245484486
