"Date","LFAC25MACAM647N"
2015-12-01,6574400
2016-01-01,6538800
2016-02-01,6556300
2016-03-01,6564200
2016-04-01,6571100
2016-05-01,6608000
2016-06-01,6613800
2016-07-01,6592400
2016-08-01,6635600
2016-09-01,6601200
2016-10-01,6592600
2016-11-01,6610800
2016-12-01,6565700
2017-01-01,6557800
2017-02-01,6532100
2017-03-01,6581600
2017-04-01,6600500
2017-05-01,6643700
2017-06-01,6652800
2017-07-01,6658800
2017-08-01,6672400
2017-09-01,6654400
2017-10-01,6650100
2017-11-01,6638500
2017-12-01,6620600
2018-01-01,6588400
2018-02-01,6584400
2018-03-01,6591000
2018-04-01,6628800
2018-05-01,6651100
2018-06-01,6683000
2018-07-01,6673500
2018-08-01,6687500
2018-09-01,6693800
2018-10-01,6701000
2018-11-01,6697200
2018-12-01,6675200
2019-01-01,6662100
2019-02-01,6659400
2019-03-01,6674900
2019-04-01,6705900
2019-05-01,6761100
2019-06-01,6775700
2019-07-01,6773500
2019-08-01,6811100
2019-09-01,6795400
2019-10-01,6762600
2019-11-01,6764800
2019-12-01,6729600
2020-01-01,6698200
2020-02-01,6722900
2020-03-01,6635800
2020-04-01,6362200
2020-05-01,6542500
2020-06-01,6732000
2020-07-01,6758300
2020-08-01,6784100
2020-09-01,6819800
2020-10-01,6836500
2020-11-01,6814900
2020-12-01,6785900
2021-01-01,6740400
2021-02-01,6752700
2021-03-01,6774900
2021-04-01,6782800
2021-05-01,6835000
2021-06-01,6846700
2021-07-01,6849400
2021-08-01,6859800
2021-09-01,6889200
2021-10-01,6899700
2021-11-01,6910500
2021-12-01,6900800
2022-01-01,6846000
2022-02-01,6881800
2022-03-01,6900300
2022-04-01,6926300
2022-05-01,6988600
2022-06-01,6984700
2022-07-01,6977800
2022-08-01,7010300
2022-09-01,6999300
2022-10-01,7001900
2022-11-01,7022600
2022-12-01,6976000
2023-01-01,7013800
2023-02-01,7000100
2023-03-01,7023500
2023-04-01,7066600
2023-05-01,7135700
2023-06-01,7187300
2023-07-01,7160400
2023-08-01,7179100
2023-09-01,7241600
2023-10-01,7251500
2023-11-01,7258200
