"Date","LFIN64TTCAM647S"
2020-08-01,5284889.77580094
2020-09-01,5172536.61157621
2020-10-01,5111022.13962274
2020-11-01,5152795.62563439
2020-12-01,5163214.8803196
2021-01-01,5207728.94490282
2021-02-01,5168407.77846341
2021-03-01,5089989.06005175
2021-04-01,5161893.2991815
2021-05-01,5215960.6197685
2021-06-01,5057084.11560248
2021-07-01,5020724.64788773
2021-08-01,4993760.75250849
2021-09-01,4922609.47083375
2021-10-01,4981857.50623366
2021-11-01,4926260.90766544
2021-12-01,4920454.44657607
2022-01-01,5016831.97302945
2022-02-01,4942668.31564655
2022-03-01,4971342.55009575
2022-04-01,4941234.29835947
2022-05-01,4912328.08817616
2022-06-01,5036323.38978023
2022-07-01,5056836.84363115
2022-08-01,5038668.91736193
2022-09-01,5062551.99583881
2022-10-01,5006220.83943753
2022-11-01,5004109.11617754
2022-12-01,4991042.75759731
2023-01-01,4872271.69153321
2023-02-01,4916042.35640076
2023-03-01,4936996.68178669
2023-04-01,4966558.30351178
2023-05-01,4972844.00649132
2023-06-01,4958300.01899914
2023-07-01,4980871.68421724
2023-08-01,5052734.5373048
2023-09-01,5075442.88767602
2023-10-01,5068367.79968044
2023-11-01,5093212.71545129
