"Date","LFUN24MACAM647N"
1986-03-01,298100
1986-04-01,268100
1986-05-01,266800
1986-06-01,264900
1986-07-01,272900
1986-08-01,237600
1986-09-01,211800
1986-10-01,211500
1986-11-01,220400
1986-12-01,231500
1987-01-01,260800
1987-02-01,269600
1987-03-01,284900
1987-04-01,244700
1987-05-01,239400
1987-06-01,222000
1987-07-01,236500
1987-08-01,202800
1987-09-01,174600
1987-10-01,184100
1987-11-01,191100
1987-12-01,189600
1988-01-01,213500
1988-02-01,200100
1988-03-01,210300
1988-04-01,198700
1988-05-01,202800
1988-06-01,176200
1988-07-01,198300
1988-08-01,171900
1988-09-01,164800
1988-10-01,174200
1988-11-01,177500
1988-12-01,177900
1989-01-01,199200
1989-02-01,203500
1989-03-01,202900
1989-04-01,198500
1989-05-01,190400
1989-06-01,174500
1989-07-01,196200
1989-08-01,157300
1989-09-01,146400
1989-10-01,162800
1989-11-01,177300
1989-12-01,177900
1990-01-01,219000
1990-02-01,204100
1990-03-01,180700
1990-04-01,183700
1990-05-01,193300
1990-06-01,168300
1990-07-01,208800
1990-08-01,192800
1990-09-01,179900
1990-10-01,190100
1990-11-01,207300
1990-12-01,219300
1991-01-01,259000
1991-02-01,279100
1991-03-01,275800
1991-04-01,263800
1991-05-01,274300
1991-06-01,265200
1991-07-01,315900
1991-08-01,262100
1991-09-01,216600
1991-10-01,216700
1991-11-01,231600
1991-12-01,230400
1992-01-01,253700
1992-02-01,265200
1992-03-01,280300
1992-04-01,253900
1992-05-01,284800
1992-06-01,303500
1992-07-01,318000
1992-08-01,283300
1992-09-01,216300
1992-10-01,218300
1992-11-01,255000
1992-12-01,244400
1993-01-01,254800
1993-02-01,258700
1993-03-01,282300
1993-04-01,268200
1993-05-01,284000
1993-06-01,301700
1993-07-01,327000
1993-08-01,249600
1993-09-01,206600
1993-10-01,215200
1993-11-01,240300
1993-12-01,223000
1994-01-01,253100
1994-02-01,272500
1994-03-01,257800
1994-04-01,242200
1994-05-01,260900
1994-06-01,240200
1994-07-01,280900
1994-08-01,231800
1994-09-01,183600
1994-10-01,194600
1994-11-01,196400
1994-12-01,191200
1995-01-01,204200
1995-02-01,207900
1995-03-01,218000
1995-04-01,213100
1995-05-01,222600
1995-06-01,219600
1995-07-01,273400
1995-08-01,216900
1995-09-01,184700
1995-10-01,184800
1995-11-01,187900
1995-12-01,196000
1996-01-01,220200
1996-02-01,232900
1996-03-01,227900
1996-04-01,209400
1996-05-01,234100
1996-06-01,222800
1996-07-01,249200
1996-08-01,198600
1996-09-01,177900
1996-10-01,197700
1996-11-01,221900
1996-12-01,198200
1997-01-01,229600
1997-02-01,227000
1997-03-01,222000
1997-04-01,221700
1997-05-01,239300
1997-06-01,237900
1997-07-01,266800
1997-08-01,219100
1997-09-01,177100
1997-10-01,191700
1997-11-01,201300
1997-12-01,198400
1998-01-01,226500
1998-02-01,215000
1998-03-01,214500
1998-04-01,220500
1998-05-01,218700
1998-06-01,236600
1998-07-01,266000
1998-08-01,211000
1998-09-01,181300
1998-10-01,182800
1998-11-01,196000
1998-12-01,190200
1999-01-01,217200
1999-02-01,214000
1999-03-01,210600
1999-04-01,227600
1999-05-01,243100
1999-06-01,198200
1999-07-01,249200
1999-08-01,193300
1999-09-01,181200
1999-10-01,178400
1999-11-01,174800
1999-12-01,175700
2000-01-01,192700
2000-02-01,198100
2000-03-01,191700
2000-04-01,198800
2000-05-01,205600
2000-06-01,179700
2000-07-01,228500
2000-08-01,193600
2000-09-01,165100
2000-10-01,177100
2000-11-01,173700
2000-12-01,171300
2001-01-01,185000
2001-02-01,208300
2001-03-01,210000
2001-04-01,206800
2001-05-01,211500
2001-06-01,188800
2001-07-01,232600
2001-08-01,201500
2001-09-01,178700
2001-10-01,191200
2001-11-01,201000
2001-12-01,204000
2002-01-01,236700
2002-02-01,233500
2002-03-01,235000
2002-04-01,221200
2002-05-01,247700
2002-06-01,207400
2002-07-01,250500
2002-08-01,222600
2002-09-01,183700
2002-10-01,202700
2002-11-01,217700
2002-12-01,200900
2003-01-01,227400
2003-02-01,228300
2003-03-01,210300
2003-04-01,217100
2003-05-01,258200
2003-06-01,224700
2003-07-01,268300
2003-08-01,229600
2003-09-01,199200
2003-10-01,204100
2003-11-01,209800
2003-12-01,214100
2004-01-01,233800
2004-02-01,228000
2004-03-01,230000
2004-04-01,216500
2004-05-01,260700
2004-06-01,207000
2004-07-01,258600
2004-08-01,221500
2004-09-01,194600
2004-10-01,198600
2004-11-01,193800
2004-12-01,189700
2005-01-01,213700
2005-02-01,217800
2005-03-01,216600
2005-04-01,200400
2005-05-01,234200
2005-06-01,214400
2005-07-01,266600
2005-08-01,209500
2005-09-01,184500
2005-10-01,170200
2005-11-01,163600
2005-12-01,165100
2006-01-01,207800
2006-02-01,185700
2006-03-01,189000
2006-04-01,188600
2006-05-01,193400
2006-06-01,181500
2006-07-01,237600
2006-08-01,206900
2006-09-01,194900
2006-10-01,169400
2006-11-01,182200
2006-12-01,163700
2007-01-01,203300
2007-02-01,186400
2007-03-01,193900
2007-04-01,189200
2007-05-01,203500
2007-06-01,166900
2007-07-01,205400
2007-08-01,183800
2007-09-01,173900
2007-10-01,172900
2007-11-01,177300
2007-12-01,166500
2008-01-01,190800
2008-02-01,185900
2008-03-01,193600
2008-04-01,209700
2008-05-01,235400
2008-06-01,205500
2008-07-01,221300
2008-08-01,194600
2008-09-01,175600
2008-10-01,178600
2008-11-01,197700
2008-12-01,183400
2009-01-01,240200
2009-02-01,264200
2009-03-01,276200
2009-04-01,272100
2009-05-01,314400
2009-06-01,280300
2009-07-01,314500
2009-08-01,279000
2009-09-01,235900
2009-10-01,238200
2009-11-01,254700
2009-12-01,248300
2010-01-01,263800
2010-02-01,264800
2010-03-01,281800
2010-04-01,260500
2010-05-01,285300
2010-06-01,240400
2010-07-01,284100
2010-08-01,254800
2010-09-01,218900
2010-10-01,218100
2010-11-01,218500
2010-12-01,205600
2011-01-01,238100
2011-02-01,233000
2011-03-01,250800
2011-04-01,235700
2011-05-01,260600
2011-06-01,240700
2011-07-01,274500
2011-08-01,230600
2011-09-01,212200
2011-10-01,216300
2011-11-01,211800
2011-12-01,202600
2012-01-01,232000
2012-02-01,240700
2012-03-01,225600
2012-04-01,224900
2012-05-01,265700
2012-06-01,229700
2012-07-01,253000
2012-08-01,244000
2012-09-01,232600
2012-10-01,224300
2012-11-01,211900
2012-12-01,203500
2013-01-01,215700
2013-02-01,207100
2013-03-01,229200
2013-04-01,233600
2013-05-01,247200
2013-06-01,221300
2013-07-01,254500
2013-08-01,251000
2013-09-01,181300
2013-10-01,201600
2013-11-01,204400
2013-12-01,201600
2014-01-01,224900
2014-02-01,216200
2014-03-01,227400
2014-04-01,219900
2014-05-01,255800
2014-06-01,227400
2014-07-01,244600
2014-08-01,232900
2014-09-01,216800
2014-10-01,192400
2014-11-01,194400
2014-12-01,186900
2015-01-01,215800
2015-02-01,232600
2015-03-01,224400
2015-04-01,233800
2015-05-01,241400
2015-06-01,210000
2015-07-01,251000
2015-08-01,226000
2015-09-01,190600
2015-10-01,196600
2015-11-01,177300
2015-12-01,192400
2016-01-01,210300
2016-02-01,217300
2016-03-01,229200
2016-04-01,228200
2016-05-01,233900
2016-06-01,219300
2016-07-01,248900
2016-08-01,208000
2016-09-01,193100
2016-10-01,177300
2016-11-01,179400
2016-12-01,157800
2017-01-01,228500
2017-02-01,204100
2017-03-01,216000
2017-04-01,193200
2017-05-01,217200
2017-06-01,184800
2017-07-01,222300
2017-08-01,191700
2017-09-01,157700
2017-10-01,160300
2017-11-01,154300
2017-12-01,146600
2018-01-01,181400
2018-02-01,188200
2018-03-01,190800
2018-04-01,184900
2018-05-01,191400
2018-06-01,192400
2018-07-01,208400
2018-08-01,178700
2018-09-01,156400
2018-10-01,170200
2018-11-01,156200
2018-12-01,142000
2019-01-01,179600
2019-02-01,181800
2019-03-01,195200
2019-04-01,169100
2019-05-01,193300
2019-06-01,180100
2019-07-01,221000
2019-08-01,208200
2019-09-01,180800
2019-10-01,168100
2019-11-01,167500
2019-12-01,151200
2020-01-01,164900
2020-02-01,184200
2020-03-01,235000
2020-04-01,319200
2020-05-01,430700
2020-06-01,433900
2020-07-01,426300
2020-08-01,388500
2020-09-01,269300
2020-10-01,263500
2020-11-01,248300
2020-12-01,233600
2021-01-01,278900
2021-02-01,245400
2021-03-01,226500
2021-04-01,256400
2021-05-01,253400
2021-06-01,226000
2021-07-01,236200
2021-08-01,206600
2021-09-01,180400
2021-10-01,131100
2021-11-01,168000
2021-12-01,153800
2022-01-01,203600
2022-02-01,176600
2022-03-01,152200
2022-04-01,178900
2022-05-01,180200
2022-06-01,169900
2022-07-01,182200
2022-08-01,165400
2022-09-01,157300
2022-10-01,145900
2022-11-01,154400
2022-12-01,127700
2023-01-01,171200
2023-02-01,164600
2023-03-01,161300
2023-04-01,165300
2023-05-01,195000
2023-06-01,197400
2023-07-01,196200
2023-08-01,202600
2023-09-01,170900
2023-10-01,172900
2023-11-01,174300
